mr_new,psuedo_mr,text,da,entity,num_hops,num_triples
Ian Holm rating highly rated. Ian Holm cast member of The Lord of the Rings trilogy. Ian Holm place of birth Goodmayes. Ian Holm domain actor.,Ian Holm Highly Rated 'The Lord Of The Rings Trilogy' Goodmayes,I know you have a great appreciation for Ian Holm in The Lord of the Rings trilogy. Do you usually think highly of actors from Goodmayes?,verify_attribute,movie actors,1,4
Bea Arthur rating highly rated. Bea Arthur occupation film actor. Bea Arthur domain actor.,Bea Arthur Highly Rated 'Film Actor',I know you greatly admire Bea Arthur as a film actor. Do you usually think highly of highly rated film actors?,verify_attribute,movie actors,1,3
Tom Hardy rating moderately rated. Tom Hardy date of birth 1977. Tom Hardy domain actor.,Tom Hardy Moderately Rated 1977,You seem to have a decent opinion of Tom Hardy. Do you usually think the same of moderately rated actors born in 1977?,verify_attribute,movie actors,1,3
Kajol rating highly rated. Kajol place of birth Mumbai. Kajol domain actor.,Kajol Highly Rated Mumbai,You seem to really enjoy Kajol. Do you usually appreciate actors from Mumbai?,verify_attribute,movie actors,1,3
Jada Pinkett Smith rating highly rated. Jada Pinkett Smith date of birth 1971. Jada Pinkett Smith domain actor.,Jada Pinkett Smith Highly Rated 1971,I know you appreciate Jada Pinkett Smith. Do you usually have a high opinion of actors born in 1971?,verify_attribute,movie actors,1,3
George Hamilton rating highly rated. George Hamilton height taller. George Hamilton awards received star on Hollywood Walk of Fame. George Hamilton domain actor.,George Hamilton Highly Rated Taller 'Star On Hollywood Walk Of Fame',I know you think highly of George Hamilton. Do you usually appreciate taller actors who have a star on the Hollywood Walk of Fame?,verify_attribute,movie actors,1,4
George Clooney rating top rated. George Clooney domain actor.,George Clooney Top Rated,You seem to have a great admiration for George Clooney. Do you think the same of all top rated actors?,verify_attribute,movie actors,1,2
Anne Hathaway rating moderately rated. Anne Hathaway place of birth New York City. Anne Hathaway cast member of Rio 2. Anne Hathaway domain actor.,Anne Hathaway Moderately Rated New York City 'Rio 2',You seem to have a decent opinion of Anne Hathaway in Rio 2. Do you usually think moderately of actors from New York City?,verify_attribute,movie actors,1,4
Bryan Cranston rating highly rated. Bryan Cranston height average. Bryan Cranston domain actor.,Bryan Cranston Highly Rated Average,You seem to have a great appreciation for Bryan Cranston. Do you usually think highly of average-height actors?,verify_attribute,movie actors,1,3
Anthony Perkins rating highly rated. Anthony Perkins date of birth 1932. Anthony Perkins cast member of Psycho. Anthony Perkins domain actor.,Anthony Perkins Highly Rated 1932 'Psycho',I know you appreciate Anthony Perkins in Psycho. Is that how you feel about all highly rated actors born in 1932?,verify_attribute,movie actors,1,4
"Ryan Reynolds rating highly rated. Ryan Reynolds awards received ""Governor Generals Performing Arts Award"". Ryan Reynolds domain actor.","Ryan Reynolds Highly Rated ""Governor General'S Performing Arts Award"""," You have a great admiration for Ryan Reynolds. Do you usually think highly of actors who have received the ""Governor Generals Performing Arts Award""?",verify_attribute,movie actors,1,3
Phil Collins rating highly rated. Phil Collins height shorter. Phil Collins gender male. Phil Collins domain actor.,Phil Collins Highly Rated Shorter Male,I know you think very highly of Phil Collins. Do you usually have a great appreciation for shorter male actors?,verify_attribute,movie actors,1,4
Phil Collins rating highly rated. Phil Collins gender male. Phil Collins domain actor.,Phil Collins Highly Rated Male,You seem to really like Phil Collins. Do you usually have a high opinion of all highly rated male actors?,verify_attribute,movie actors,1,3
Phil Collins rating highly rated. Phil Collins occupation model. Phil Collins domain actor.,Phil Collins Highly Rated 'Model',You have a great appreciation for Phil Collins as a model. Is that how you feel about all highly rated models?,verify_attribute,movie actors,1,3
Lena Dunham rating highly rated. Lena Dunham gender female. Lena Dunham cast member of Delusional Downtown Divas. Lena Dunham domain actor.,Lena Dunham Highly Rated Female 'Delusional Downtown Divas',You seem to really enjoy Lena Dunham in Delusional Downtown Divas. Is that usually your opinion of highly rated female actors?,verify_attribute,movie actors,1,4
"Candace Cameron Bure rating highly rated. Candace Cameron Bure awards received ""1994 Kids Choice Awards"". Candace Cameron Bure place of birth Panorama City. Candace Cameron Bure domain actor.","Candace Cameron Bure Highly Rated ""1994 Kids' Choice Awards"" Panorama City"," You seem to really enjoy Candace Cameron Bure. Do you usually have a high opinion of actors who have won ""1994 Kids Choice Awards"" from Panorama City?",verify_attribute,movie actors,1,4
James Cromwell rating lower rated. James Cromwell awards received Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie. James Cromwell domain actor.,James Cromwell Lower Rated 'Primetime Emmy Award For Outstanding Supporting Actor In A Miniseries Or A Movie',I know you don't think much of James Cromwell. Do you usually have a lower opinion of actors who have won the Primetime Emmy Award for Outstanding Supporting Actor in a Miniseries or a Movie?,verify_attribute,movie actors,1,3
Liam Neeson rating highly rated. Liam Neeson awards received Theatre World Award. Liam Neeson place of birth Ballymena. Liam Neeson domain actor.,Liam Neeson Highly Rated 'Theatre World Award' Ballymena,You have a great admiration for Liam Neeson. Do you usually think highly of actors from Ballymena who have received the Theatre World Award?,verify_attribute,movie actors,1,4
Jackie Chan rating highly rated. Jackie Chan occupation singer. Jackie Chan date of birth 1954. Jackie Chan domain actor.,Jackie Chan Highly Rated 'Singer' 1954,You seem to think highly of Jackie Chan as a singer. Do you usually have the same opinion of highly rated actors born in 1954?,verify_attribute,movie actors,1,4
Madonna rating top rated. Madonna occupation screenwriter. Madonna height average. Madonna domain actor.,Madonna Top Rated 'Screenwriter' Average,You seem to have a great admiration for Madonna. Do you think the same of all average-height screenwriters with a top rated rating?,verify_attribute,movie actors,1,4
Jenna Jameson rating highly rated. Jenna Jameson awards received Playboy Cyber Girl of the Week. Jenna Jameson occupation autobiographer. Jenna Jameson domain actor.,Jenna Jameson Highly Rated 'Playboy Cyber Girl Of The Week' 'Autobiographer',You seem to enjoy Jenna Jameson's work. Do you usually think highly of highly rated autobiographers who have been Playboy Cyber Girl of the Week?,verify_attribute,movie actors,1,4
Britney Spears rating top rated. Britney Spears awards received World Music Awards. Britney Spears place of birth McComb. Britney Spears domain actor.,Britney Spears Top Rated 'World Music Awards' Mccomb,You seem to have a great admiration for Britney Spears. Do you think the same of all actors from McComb who have been awarded the World Music Awards?,verify_attribute,movie actors,1,4
Chris Pratt rating moderately rated. Chris Pratt occupation voice actor. Chris Pratt awards received Saturn Award. Chris Pratt domain actor.,Chris Pratt Moderately Rated 'Voice Actor' 'Saturn Award',You seem to have a decent opinion of Chris Pratt as a voice actor. Do you usually think the same of moderately rated actors who have won Saturn Awards?,verify_attribute,movie actors,1,4
Heather Locklear rating lower rated. Heather Locklear occupation film producer. Heather Locklear height average. Heather Locklear domain actor.,Heather Locklear Lower Rated 'Film Producer' Average,You don't seem to be a fan of Heather Locklear as a producer. Do you usually have a mediocre opinion of average-height film producers?,verify_attribute,movie actors,1,4
Lee Byung-hun rating highly rated. Lee Byung-hun gender male. Lee Byung-hun place of birth Seoul. Lee Byung-hun domain actor.,Lee Byung-Hun Highly Rated Male Seoul,I know you have a great appreciation for Lee Byung-hun. Do you usually have a high opinion of male actors from Seoul?,verify_attribute,movie actors,1,4
Farrah Fawcett rating highly rated. Farrah Fawcett place of birth Corpus Christi. Farrah Fawcett domain actor.,Farrah Fawcett Highly Rated Corpus Christi,You seem to have a great admiration for Farrah Fawcett. Do you think the same of all highly rated actors from Corpus Christi?,verify_attribute,movie actors,1,3
Anthony Perkins rating highly rated. Anthony Perkins domain actor.,Anthony Perkins Highly Rated,You have a great appreciation for Anthony Perkins. Is that usually your opinion of highly rated actors?,verify_attribute,movie actors,1,2
Christina Ricci rating moderately rated. Christina Ricci cast member of Speed Racer. Christina Ricci gender female. Christina Ricci domain actor.,Christina Ricci Moderately Rated 'Speed Racer' Female,I know you had a decent opinion of Christina Ricci in Speed Racer. Do you usually feel the same way about moderately rated female actors?,verify_attribute,movie actors,1,4
Jackie Chan rating highly rated. Jackie Chan height shorter. Jackie Chan awards received Golden Rooster Award for Best Actor. Jackie Chan domain actor.,Jackie Chan Highly Rated Shorter 'Golden Rooster Award For Best Actor',You have a great respect for Jackie Chan. Do you usually think highly of shorter actors who have won the Golden Rooster Award for Best Actor?,verify_attribute,movie actors,1,4
Donnie Yen rating highly rated. Donnie Yen awards received Hong Kong Film Awards. Donnie Yen occupation film actor. Donnie Yen domain actor.,Donnie Yen Highly Rated 'Hong Kong Film Awards' 'Film Actor',You seem to have a great appreciation for Donnie Yen. Do you usually think highly of film actors who have won Hong Kong Film Awards?,verify_attribute,movie actors,1,4
Brad Garrett rating lower rated. Brad Garrett awards received Primetime Emmy Award for Outstanding Supporting Actor in a Comedy Series. Brad Garrett gender male. Brad Garrett domain actor.,Brad Garrett Lower Rated 'Primetime Emmy Award For Outstanding Supporting Actor In A Comedy Series' Male,You seem to think Brad Garrett is just okay. Do you generally think lower rated of male actors who have won the Primetime Emmy Award for Outstanding Supporting Actor in a Comedy Series?,verify_attribute,movie actors,1,4
Chris Pratt rating moderately rated. Chris Pratt gender male. Chris Pratt height taller. Chris Pratt domain actor.,Chris Pratt Moderately Rated Male Taller,You have a decent opinion of Chris Pratt. Do you usually think the same of taller male actors who are moderately rated?,verify_attribute,movie actors,1,4
Liam Neeson rating highly rated. Liam Neeson gender male. Liam Neeson domain actor.,Liam Neeson Highly Rated Male,You seem to think highly of Liam Neeson. Do you usually appreciate highly rated male actors?,verify_attribute,movie actors,1,3
Heather Locklear rating lower rated. Heather Locklear gender female. Heather Locklear domain actor.,Heather Locklear Lower Rated Female,You don't seem to be a big fan of Heather Locklear. Is that how you feel about all lower rated female actors?,verify_attribute,movie actors,1,3
Johnny Cash rating highly rated. Johnny Cash gender male. Johnny Cash domain actor.,Johnny Cash Highly Rated Male,You have a great appreciation for Johnny Cash. Do you usually think highly of highly rated male actors?,verify_attribute,movie actors,1,3
Chris Hemsworth rating moderately rated. Chris Hemsworth height taller. Chris Hemsworth domain actor.,Chris Hemsworth Moderately Rated Taller,You have a decent opinion of Chris Hemsworth. Do you usually think the same of all taller actors who are moderately rated?,verify_attribute,movie actors,1,3
Christian Bale rating moderately rated. Christian Bale awards received Broadcast Film Critics Association Award for Best Actor in a Comedy. Christian Bale gender male. Christian Bale domain actor.,Christian Bale Moderately Rated 'Broadcast Film Critics Association Award For Best Actor In A Comedy' Male,You seem to have a decent opinion of Christian Bale. Do you think the same of all moderately rated male actors who have won the Broadcast Film Critics Association Award for Best Actor in a Comedy?,verify_attribute,movie actors,1,4
Jessica Walter rating highly rated. Jessica Walter place of birth Brooklyn. Jessica Walter occupation television actor. Jessica Walter domain actor.,Jessica Walter Highly Rated Brooklyn 'Television Actor',You have a great appreciation for Jessica Walter as a television actor. Do you usually think highly of actors from Brooklyn?,verify_attribute,movie actors,1,4
Madonna rating top rated. Madonna domain actor.,Madonna Top Rated,You have an excellent opinion of Madonna. Do you think the same of all top rated actors?,verify_attribute,movie actors,1,2
Farrah Fawcett rating highly rated. Farrah Fawcett occupation stage actor. Farrah Fawcett domain actor.,Farrah Fawcett Highly Rated 'Stage Actor',I know you think highly of Farrah Fawcett as a stage actor. Do you usually admire highly rated stage actors?,verify_attribute,movie actors,1,3
Kajol rating highly rated. Kajol cast member of Devi. Kajol domain actor.,Kajol Highly Rated 'Devi',You seem to have a great appreciation for Kajol in Devi. Do you usually have a high opinion of actors who are cast members of highly rated movies?,verify_attribute,movie actors,1,3
Phil Collins rating highly rated. Phil Collins date of birth 1951. Phil Collins gender male. Phil Collins domain actor.,Phil Collins Highly Rated 1951 Male,You have a great appreciation for Phil Collins. Do you usually have a high opinion of male actors born in 1951?,verify_attribute,movie actors,1,4
Angelina Jolie rating top rated. Angelina Jolie domain actor.,Angelina Jolie Top Rated,You seem to love Angelina Jolie. Do you think the same of all top rated actors?,verify_attribute,movie actors,1,2
Zachary Levi rating lower rated. Zachary Levi gender male. Zachary Levi domain actor.,Zachary Levi Lower Rated Male,You don't seem to be too fond of Zachary Levi. Is that how you feel about all lower rated male actors?,verify_attribute,movie actors,1,3
Lena Dunham rating highly rated. Lena Dunham gender female. Lena Dunham domain actor.,Lena Dunham Highly Rated Female,You seem to really enjoy Lena Dunham. Is that usually your opinion of highly rated female actors?,verify_attribute,movie actors,1,3
Teri Hatcher rating highly rated. Teri Hatcher domain actor.,Teri Hatcher Highly Rated,You have a great appreciation for Teri Hatcher. Do you usually think highly of all highly rated actors?,verify_attribute,movie actors,1,2
"Johnny Depp rating highly rated. Johnny Depp height average. Johnny Depp awards received ""Peoples Choice Awards"". Johnny Depp domain actor.","Johnny Depp Highly Rated Average ""People'S Choice Awards"""," You have a great admiration for Johnny Depp. Do you usually like average-height actors who have won the ""People's Choice Awards""?",verify_attribute,movie actors,1,4
Marilyn Monroe rating highly rated. Marilyn Monroe domain actor.,Marilyn Monroe Highly Rated,I know you think highly of Marilyn Monroe. Is that how you feel about all highly rated actors?,verify_attribute,movie actors,1,2
Jackie Chan rating highly rated. Jackie Chan occupation politician. Jackie Chan domain actor.,Jackie Chan Highly Rated 'Politician',You seem to have a great admiration for Jackie Chan. Do you usually think highly of highly rated politicians?,verify_attribute,movie actors,1,3
George Clooney rating top rated. George Clooney occupation manufacturer. George Clooney height taller. George Clooney domain actor.,George Clooney Top Rated 'Manufacturer' Taller,You seem to have a great admiration for George Clooney. Do you think the same of all taller manufacturers who have been rated top?,verify_attribute,movie actors,1,4
Christina Ricci rating moderately rated. Christina Ricci place of birth Santa Monica. Christina Ricci domain actor.,Christina Ricci Moderately Rated Santa Monica,You seem to have a decent opinion of Christina Ricci. Do you usually think the same of moderately rated actors from Santa Monica?,verify_attribute,movie actors,1,3
Michael Jackson rating top rated. Michael Jackson date of birth 1958. Michael Jackson domain actor.,Michael Jackson Top Rated 1958,You seem to have an excellent opinion of Michael Jackson. Do you love all actors born in 1958?,verify_attribute,movie actors,1,3
Patty Duke rating highly rated. Patty Duke occupation politician. Patty Duke domain actor.,Patty Duke Highly Rated 'Politician',You seem to have a great appreciation for Patty Duke. Do you usually think highly of highly rated politicians?,verify_attribute,movie actors,1,3
Ryan Reynolds rating highly rated. Ryan Reynolds domain actor.,Ryan Reynolds Highly Rated,You have a lot of respect for Ryan Reynolds. Do you usually think highly of highly rated actors?,verify_attribute,movie actors,1,2
Marilyn Monroe rating highly rated. Marilyn Monroe occupation actor. Marilyn Monroe domain actor.,Marilyn Monroe Highly Rated 'Actor',I know you love Marilyn Monroe. Do you usually think highly of highly rated actors?,verify_attribute,movie actors,1,3
"Ken Watanabe rating highly rated. Ken Watanabe awards received ""Elan dor Award for Newcomer of the Year"". Ken Watanabe domain actor.","Ken Watanabe Highly Rated ""Elan D'Or Award For Newcomer Of The Year"""," You have a great admiration for Ken Watanabe. Do you usually think highly of actors who have been awarded the ""Elan dor Award for Newcomer of the Year""?",verify_attribute,movie actors,1,3
Jennifer Connelly rating moderately rated. Jennifer Connelly date of birth 1970. Jennifer Connelly height taller. Jennifer Connelly domain actor.,Jennifer Connelly Moderately Rated 1970 Taller,You seem to have a decent opinion of Jennifer Connelly. Do you usually think moderately of taller actors born in 1970?,verify_attribute,movie actors,1,4
Christina Ricci rating moderately rated. Christina Ricci place of birth Santa Monica. Christina Ricci gender female. Christina Ricci domain actor.,Christina Ricci Moderately Rated Santa Monica Female,You seem to have a decent opinion of Christina Ricci. Is that usually how you feel about moderately rated female actors from Santa Monica?,verify_attribute,movie actors,1,4
David Tennant rating moderately rated. David Tennant height taller. David Tennant domain actor.,David Tennant Moderately Rated Taller,You appear to have a decent opinion of David Tennant. Is that generally the case for taller actors who are moderately rated?,verify_attribute,movie actors,1,3
David Tennant rating moderately rated. David Tennant place of birth Bathgate. David Tennant domain actor.,David Tennant Moderately Rated Bathgate,I know you think decently of David Tennant. Is that how you feel about all moderately rated actors from Bathgate?,verify_attribute,movie actors,1,3
Lena Dunham rating highly rated. Lena Dunham awards received Directors Guild of America Award for Outstanding Directing – Comedy Series. Lena Dunham domain actor.,Lena Dunham Highly Rated 'Directors Guild Of America Award For Outstanding Directing – Comedy Series',I know you have a great appreciation for Lena Dunham. Do you usually think highly of actors who have been awarded the Directors Guild of America Award for Outstanding Directing – Comedy Series?,verify_attribute,movie actors,1,3
Johnny Cash rating highly rated. Johnny Cash height taller. Johnny Cash domain actor.,Johnny Cash Highly Rated Taller,I know you appreciate Johnny Cash. Do you usually have a high opinion of taller actors?,verify_attribute,movie actors,1,3
Dwayne Johnson rating moderately rated. Dwayne Johnson height taller. Dwayne Johnson domain actor.,Dwayne Johnson Moderately Rated Taller,You seem to have a decent opinion of Dwayne Johnson. Do you usually think the same of moderately rated taller actors?,verify_attribute,movie actors,1,3
Jenna Jameson rating highly rated. Jenna Jameson gender female. Jenna Jameson awards received FAME Award. Jenna Jameson domain actor.,Jenna Jameson Highly Rated Female 'Fame Award',You seem to have a great appreciation for Jenna Jameson. Is that usually your opinion of female actors who have been awarded the FAME Award?,verify_attribute,movie actors,1,4
Candace Cameron Bure rating highly rated. Candace Cameron Bure occupation film actor. Candace Cameron Bure domain actor.,Candace Cameron Bure Highly Rated 'Film Actor',I know you think highly of Candace Cameron Bure as an actor. Do you usually have the same opinion of all highly rated film actors?,verify_attribute,movie actors,1,3
Stan Lee rating highly rated. Stan Lee date of birth 1922. Stan Lee height taller. Stan Lee domain actor.,Stan Lee Highly Rated 1922 Taller,I know you appreciate Stan Lee. Do you usually have a high opinion of taller actors born in 1922?,verify_attribute,movie actors,1,4
Rita Hayworth rating lower rated. Rita Hayworth gender female. Rita Hayworth occupation stage actor. Rita Hayworth domain actor.,Rita Hayworth Lower Rated Female 'Stage Actor',You don't seem to have much interest in Rita Hayworth as a stage actor. Do you usually feel the same way about lower rated female stage actors?,verify_attribute,movie actors,1,4
Donnie Yen rating highly rated. Donnie Yen gender male. Donnie Yen domain actor.,Donnie Yen Highly Rated Male,You seem to really like Donnie Yen. Do you usually have a high opinion of all highly rated male actors?,verify_attribute,movie actors,1,3
Tom Hardy rating moderately rated. Tom Hardy height shorter. Tom Hardy place of birth Hammersmith. Tom Hardy domain actor.,Tom Hardy Moderately Rated Shorter Hammersmith,You seem to have a decent opinion of Tom Hardy. Do you usually think moderately of shorter actors from Hammersmith?,verify_attribute,movie actors,1,4
Teri Hatcher rating highly rated. Teri Hatcher occupation television actor. Teri Hatcher domain actor.,Teri Hatcher Highly Rated 'Television Actor',You seem to have a great appreciation for Teri Hatcher. Do you usually think highly of highly rated television actors?,verify_attribute,movie actors,1,3
Taika Waititi rating moderately rated. Taika Waititi gender male. Taika Waititi domain actor.,Taika Waititi Moderately Rated Male,You have a decent opinion of Taika Waititi. Do you usually think of male actors as moderately rated?,verify_attribute,movie actors,1,3
Donnie Yen rating highly rated. Donnie Yen awards received Hong Kong Film Awards. Donnie Yen place of birth Guangzhou. Donnie Yen domain actor.,Donnie Yen Highly Rated 'Hong Kong Film Awards' Guangzhou,You have a great admiration for Donnie Yen. Do you usually appreciate highly rated actors from Guangzhou who have won Hong Kong Film Awards?,verify_attribute,movie actors,1,4
Sara Gilbert rating lower rated. Sara Gilbert date of birth 1975. Sara Gilbert domain actor.,Sara Gilbert Lower Rated 1975,You don't seem to be a big fan of Sara Gilbert. Do you usually find lower rated actors born in 1975 boring?,verify_attribute,movie actors,1,3
Ken Watanabe rating highly rated. Ken Watanabe gender male. Ken Watanabe height taller. Ken Watanabe domain actor.,Ken Watanabe Highly Rated Male Taller,You seem to have a great admiration for Ken Watanabe. Do you think the same of all taller male actors who have been rated highly?,verify_attribute,movie actors,1,4
Ryan Reynolds rating highly rated. Ryan Reynolds height taller. Ryan Reynolds place of birth Vancouver. Ryan Reynolds domain actor.,Ryan Reynolds Highly Rated Taller Vancouver,You seem to really admire Ryan Reynolds. Do you usually have a high opinion of taller actors from Vancouver?,verify_attribute,movie actors,1,4
Chris Hemsworth rating moderately rated. Chris Hemsworth awards received MTV Movie Award for Best Fight. Chris Hemsworth gender male. Chris Hemsworth domain actor.,Chris Hemsworth Moderately Rated 'Mtv Movie Award For Best Fight' Male,You seem to have a decent opinion of Chris Hemsworth. Do you think the same of all moderately rated male actors who have won the MTV Movie Award for Best Fight?,verify_attribute,movie actors,1,4
Sophia Loren rating top rated. Sophia Loren awards received Praemium Imperiale. Sophia Loren height taller. Sophia Loren domain actor.,Sophia Loren Top Rated 'Praemium Imperiale' Taller,You have a great admiration for Sophia Loren. Do you usually think highly of taller actors who have been awarded the Praemium Imperiale?,verify_attribute,movie actors,1,4
Natalie Portman rating highly rated. Natalie Portman date of birth 1981. Natalie Portman domain actor.,Natalie Portman Highly Rated 1981,You have a great appreciation for Natalie Portman. Do you usually think highly of actors born in 1981?,verify_attribute,movie actors,1,3
Tom Hardy rating moderately rated. Tom Hardy gender male. Tom Hardy occupation screenwriter. Tom Hardy domain actor.,Tom Hardy Moderately Rated Male 'Screenwriter',You seem to have a decent opinion of Tom Hardy as a screenwriter. Do you usually think well of moderately rated male screenwriters?,verify_attribute,movie actors,1,4
Niecy Nash rating highly rated. Niecy Nash awards received star on Hollywood Walk of Fame. Niecy Nash height shorter. Niecy Nash domain actor.,Niecy Nash Highly Rated 'Star On Hollywood Walk Of Fame' Shorter,I know you think highly of Niecy Nash. Do you usually admire shorter actors who have been awarded a star on the Hollywood Walk of Fame?,verify_attribute,movie actors,1,4
Farrah Fawcett rating highly rated. Farrah Fawcett date of birth 1947. Farrah Fawcett domain actor.,Farrah Fawcett Highly Rated 1947,You seem to really appreciate Farrah Fawcett. Do you usually have a high opinion of actors born in 1947?,verify_attribute,movie actors,1,3
Jackie Chan rating highly rated. Jackie Chan occupation film actor. Jackie Chan place of birth Victoria Peak. Jackie Chan domain actor.,Jackie Chan Highly Rated 'Film Actor' Victoria Peak,I know you think highly of Jackie Chan as a film actor. Is that how you feel about all highly rated actors from Victoria Peak?,verify_attribute,movie actors,1,4
Sophia Loren rating top rated. Sophia Loren occupation actor. Sophia Loren domain actor.,Sophia Loren Top Rated 'Actor',You have a great admiration for Sophia Loren. Do you think the same of all top rated actors?,verify_attribute,movie actors,1,3
Yukio Mishima rating highly rated. Yukio Mishima date of birth 1925. Yukio Mishima domain actor.,Yukio Mishima Highly Rated 1925,You seem to really enjoy Yukio Mishima. Is that how you feel about all highly rated actors born in 1925?,verify_attribute,movie actors,1,3
Tom Hardy rating moderately rated. Tom Hardy cast member of Mad Max: Fury Road. Tom Hardy domain actor.,Tom Hardy Moderately Rated 'Mad Max: Fury Road',You seem to enjoy Tom Hardy in Mad Max: Fury Road. Do you usually have a decent opinion of moderately rated actors?,verify_attribute,movie actors,1,3
Stan Lee rating highly rated. Stan Lee domain actor.,Stan Lee Highly Rated,You have a great appreciation for Stan Lee. Do you usually respect highly rated actors?,verify_attribute,movie actors,1,2
Tom Hardy rating moderately rated. Tom Hardy place of birth Hammersmith. Tom Hardy date of birth 1977. Tom Hardy domain actor.,Tom Hardy Moderately Rated Hammersmith 1977,You have a decent opinion of Tom Hardy. Do you usually think moderately of actors born in Hammersmith in 1977?,verify_attribute,movie actors,1,4
Johnny Depp rating highly rated. Johnny Depp gender male. Johnny Depp domain actor.,Johnny Depp Highly Rated Male,You seem to be a big fan of Johnny Depp. Do you think highly of all highly rated male actors?,verify_attribute,movie actors,1,3
Bruce Lee rating moderately rated. Bruce Lee gender male. Bruce Lee cast member of Marlowe. Bruce Lee domain actor.,Bruce Lee Moderately Rated Male 'Marlowe',You have a decent opinion of Bruce Lee from Marlowe. Do you usually think the same of male actors who have been moderately rated?,verify_attribute,movie actors,1,4
Jackie Chan rating highly rated. Jackie Chan cast member of Drunken Master. Jackie Chan awards received Golden Rooster Award for Best Actor. Jackie Chan domain actor.,Jackie Chan Highly Rated 'Drunken Master' 'Golden Rooster Award For Best Actor',You seem to really appreciate Jackie Chan's performance in Drunken Master. Do you usually have such a high opinion of actors who have won the Golden Rooster Award for Best Actor?,verify_attribute,movie actors,1,4
George Clooney rating top rated. George Clooney occupation voice actor. George Clooney cast member of Where Art Thou?. George Clooney domain actor.,George Clooney Top Rated 'Voice Actor' Where Art Thou?',You have a great admiration for George Clooney's performance in Where Art Thou?. Do you think the same of all top rated voice actors?,verify_attribute,movie actors,1,4
Tiffani Thiessen rating lower rated. Tiffani Thiessen cast member of Beverly Hills. Tiffani Thiessen domain actor.,Tiffani Thiessen Lower Rated 'Beverly Hills,You seem to have a decent opinion of Tiffani Thiessen from Beverly Hills. Is that how you feel about all lower rated actors?,verify_attribute,movie actors,1,3
Teri Hatcher rating highly rated. Teri Hatcher occupation activist. Teri Hatcher domain actor.,Teri Hatcher Highly Rated 'Activist',I know you think highly of Teri Hatcher as an activist. Is that usually your opinion of highly rated actors?,verify_attribute,movie actors,1,3
Ian Holm rating highly rated. Ian Holm place of birth Goodmayes. Ian Holm occupation television actor. Ian Holm domain actor.,Ian Holm Highly Rated Goodmayes 'Television Actor',You have a great admiration for Ian Holm as a television actor. Do you usually think highly of all highly rated actors from Goodmayes?,verify_attribute,movie actors,1,4
Anne Hathaway rating moderately rated. Anne Hathaway height taller. Anne Hathaway occupation singer. Anne Hathaway domain actor.,Anne Hathaway Moderately Rated Taller 'Singer',You seem to have a decent opinion of Anne Hathaway. Is that how you feel about all moderately rated taller singers?,verify_attribute,movie actors,1,4
Sara Gilbert rating lower rated. Sara Gilbert occupation actor. Sara Gilbert domain actor.,Sara Gilbert Lower Rated 'Actor',I know you don't like Sara Gilbert as an actor. Do you usually think poorly of lower rated actors?,verify_attribute,movie actors,1,3
Chris Hemsworth rating moderately rated. Chris Hemsworth cast member of The Avengers. Chris Hemsworth awards received MTV Movie Award for Best Fight. Chris Hemsworth domain actor.,Chris Hemsworth Moderately Rated 'The Avengers' 'Mtv Movie Award For Best Fight',I know you think decently of Chris Hemsworth from The Avengers. Do you usually have a moderate opinion of actors who have won the MTV Movie Award for Best Fight?,verify_attribute,movie actors,1,4
Chris Hemsworth rating moderately rated. Chris Hemsworth date of birth 1983. Chris Hemsworth awards received Member of the Order of Australia. Chris Hemsworth domain actor.,Chris Hemsworth Moderately Rated 1983 'Member Of The Order Of Australia',You seem to think Chris Hemsworth is decent. Is that how you feel about all moderately rated actors born in 1983 who have been made Members of the Order of Australia?,verify_attribute,movie actors,1,4
Yukio Mishima rating highly rated. Yukio Mishima awards received ACA National Arts Festival. Yukio Mishima date of birth 1925. Yukio Mishima domain actor.,Yukio Mishima Highly Rated 'Aca National Arts Festival' 1925,You seem to really appreciate Yukio Mishima. Do you usually have a high opinion of actors who were born in 1925 and have won the ACA National Arts Festival?,verify_attribute,movie actors,1,4
Sophia Loren rating top rated. Sophia Loren gender female. Sophia Loren cast member of Today and Tomorrow. Sophia Loren domain actor.,Sophia Loren Top Rated Female Today And Tomorrow',You seem to have a great admiration for Sophia Loren in Today and Tomorrow. Do you think the same of all top rated female actors?,verify_attribute,movie actors,1,4
Anne Hathaway rating moderately rated. Anne Hathaway domain actor.,Anne Hathaway Moderately Rated,You have a decent opinion of Anne Hathaway. Do you usually feel the same about moderately rated actors?,verify_attribute,movie actors,1,2
Kajol rating highly rated. Kajol cast member of Kuch Kuch Hota Hai. Kajol domain actor.,Kajol Highly Rated 'Kuch Kuch Hota Hai',You seem to have a great admiration for Kajol in Kuch Kuch Hota Hai. Do you think the same of all highly rated actors?,verify_attribute,movie actors,1,3
Michael Jackson rating top rated. Michael Jackson domain actor.,Michael Jackson Top Rated,You have an excellent opinion of Michael Jackson. Do you think the same of all actors who are top rated?,verify_attribute,movie actors,1,2
Lena Dunham rating highly rated. Lena Dunham occupation television actor. Lena Dunham domain actor.,Lena Dunham Highly Rated 'Television Actor',You have a great admiration for Lena Dunham as a television actor. Do you usually think highly of highly rated television actors?,verify_attribute,movie actors,1,3
