mr_new,pseudo_mr,text,da,entity,num_hops,num_triples
actor rating highly_rated. actor date of birth 1971. actor domain tv actor.,Highly Rated 1971, What do you appreciate about the highly rated TV actor born in 1971?,request_explanation,tv actors,1,2
actor rating highly rated. actor date of birth 2002. actor domain tv actor.,Highly Rated 2002, What is it about the highly rated tv actor born in 2002 that you appreciate?,request_explanation,tv actors,1,2
actor rating top rated. actor place of birth St. Louis. actor gender male. actor domain tv actor.,Top Rated St. Louis Male, What do you like about the top rated male TV actor from St. Louis?,request_explanation,tv actors,1,3
actor rating top rated. actor awards received Hollywood Walk of Fame. actor domain tv actor.,Top Rated 'Hollywood Walk Of Fame', What makes this top rated tv actor deserving of a Hollywood Walk of Fame Award?,request_explanation,tv actors,1,2
actor rating moderately rated. actor place of birth San Antonio. actor domain tv actor.,Moderately Rated San Antonio, What do you appreciate about the moderately rated TV actors from San Antonio?,request_explanation,tv actors,1,2
actor rating highly rated. actor gender male. actor date of birth 1970. actor domain tv actor.,Highly Rated Male 1970, What do you like about the highly rated male TV actor born in 1970?,request_explanation,tv actors,1,3
"actor rating top rated. actor awards received ""Peoples Choice Award for Favorite Actress in a New TV Series"". actor cast member of Forgetting Sarah Marshall. actor domain tv actor.","Top Rated ""People'S Choice Award For Favorite Actress In A New Tv Series"" 'Forgetting Sarah Marshall'"," What is it about the top rated tv actor from Forgetting Sarah Marshall that earned them the ""People's Choice Award for Favorite Actress in a New TV Series""?",request_explanation,tv actors,1,3
actor rating top rated. actor date of birth 1955. actor awards received Saturn Award. actor domain tv actor.,Top Rated 1955 'Saturn Award', What makes the top rated TV actor born in 1955 worthy of a Saturn Award?,request_explanation,tv actors,1,3
actor rating highly_rated. actor place of birth Webster Groves. actor awards received Golden Globe Award. actor domain tv actor.,Highly Rated Webster Groves 'Golden Globe Award', What made the highly rated TV actor from Webster Groves worthy of the Golden Globe Award?,request_explanation,tv actors,1,3
actor rating top rated. actor awards received Primetime Emmy Award for Outstanding Lead Actress in a Drama Series. actor place of birth Liverpool. actor domain tv actor.,Top Rated 'Primetime Emmy Award For Outstanding Lead Actress In A Drama Series' Liverpool, What do you think about the top rated tv actor from Liverpool who has won a Primetime Emmy Award for Outstanding Lead Actress in a Drama Series?,request_explanation,tv actors,1,3
actor rating top rated. actor date of birth 1955. actor place of birth Hot Springs. actor domain tv actor.,Top Rated 1955 Hot Springs, What is it about the top rated tv actor born in 1955 from Hot Springs that you appreciate?,request_explanation,tv actors,1,3
actor rating top rated. actor place of birth Marbella. actor date of birth 2004. actor domain tv actor.,Top Rated Marbella 2004, What is it about the top rated TV actor born in Marbella in 2004 that made them so highly rated?,request_explanation,tv actors,1,3
actor rating top rated. actor awards received Primetime Emmy Award for Outstanding Writing for a Miniseries. actor domain tv actor.,Top Rated 'Primetime Emmy Award For Outstanding Writing For A Miniseries, What do you think makes this top rated TV actor worthy of a Primetime Emmy Award for Outstanding Writing for a Miniseries?,request_explanation,tv actors,1,2
actor rating top rated. actor gender male. actor place of birth Bree. actor domain tv actor.,Top Rated Male Bree, What do you like about the top rated male TV actors from Bree?,request_explanation,tv actors,1,3
actor rating lower rated. actor date of birth 1969. actor gender male. actor domain tv actor.,Lower Rated 1969 Male, Why don't you like the lower rated male TV actor born in 1969?,request_explanation,tv actors,1,3
actor rating highly rated. actor place of birth Homestead. actor domain tv actor.,Highly Rated Homestead, What do you like so much about the highly rated TV actors from Homestead?,request_explanation,tv actors,1,2
actor rating top rated. actor date of birth 1986. actor place of birth London. actor domain tv actor.,Top Rated 1986 London, What is it about the top rated tv actor born in 1986 from London that you like so much?,request_explanation,tv actors,1,3
actor rating moderately rated. actor gender female. actor date of birth 1979. actor domain tv actor.,Moderately Rated Female 1979, What do you like about the moderately rated female TV actors born in 1979?,request_explanation,tv actors,1,3
actor rating highly_rated. actor awards received Theatre World Award. actor domain tv actor.,Highly Rated 'Theatre World Award', What is it that you like about the highly rated tv actor who has been awarded a Theatre World Award?,request_explanation,tv actors,1,2
actor rating highly rated. actor date of birth 1970. actor domain tv actor.,Highly Rated 1970, What is it about the highly rated tv actor born in 1970 that you enjoy?,request_explanation,tv actors,1,2
actor rating highly_rated. actor date of birth 1970. actor place of birth Joliet. actor domain tv actor.,Highly Rated 1970 Joliet, What do you like about the highly rated TV actor born in 1970 from Joliet?,request_explanation,tv actors,1,3
actor rating highly_rated. actor awards received Saturn Award for Best Actor on Television. actor gender male. actor domain tv actor.,Highly Rated 'Saturn Award For Best Actor On Television' Male, What makes the highly rated male TV actor deserving of the Saturn Award for Best Actor on Television?,request_explanation,tv actors,1,3
actor rating highly rated. actor gender male. actor date of birth 1977. actor domain tv actor.,Highly Rated Male 1977, What do you appreciate about the highly rated male TV actors born in 1977?,request_explanation,tv actors,1,3
actor rating highly rated. actor date of birth 1973. actor gender female. actor domain tv actor.,Highly Rated 1973 Female, What do you appreciate about the highly rated female TV actor born in 1973?,request_explanation,tv actors,1,3
actor rating top rated. actor place of birth Nashua. actor date of birth 1984. actor domain tv actor.,Top Rated Nashua 1984, What is it about the top rated TV actor from Nashua born in 1984 that you enjoy?,request_explanation,tv actors,1,3
actor rating top rated. actor awards received Saturn Award for Best Performance by a Younger Actor in a Television Series. actor place of birth Marbella. actor domain tv actor.,Top Rated 'Saturn Award For Best Performance By A Younger Actor In A Television Series' Marbella, What is it about the top rated TV actor from Marbella that earned them a Saturn Award for Best Performance by a Younger Actor in a Television Series?,request_explanation,tv actors,1,3
actor rating highly_rated. actor cast member of The Walking Dead. actor place of birth London. actor domain tv actor.,Highly Rated 'The Walking Dead' London, What is it about the highly rated London-born tv actor in The Walking Dead that you like so much?,request_explanation,tv actors,1,3
actor rating highly_rated. actor date of birth 1966. actor cast member of The Walking Dead. actor domain tv actor.,Highly Rated 1966 'The Walking Dead', What do you appreciate about the highly rated tv actor born in 1966 who is a cast member of The Walking Dead?,request_explanation,tv actors,1,3
actor rating top rated. actor awards received Emmy Award. actor date of birth 1973. actor domain tv actor.,Top Rated 'Emmy Award' 1973, What is it about the top rated tv actor born in 1973 that warranted them an Emmy Award?,request_explanation,tv actors,1,3
actor rating top rated. actor place of birth Los Angeles. actor gender male. actor domain tv actor.,Top Rated Los Angeles Male, What is it about the top rated male TV actors from Los Angeles that you enjoy?,request_explanation,tv actors,1,3
actor rating lower rated. actor date of birth 1974. actor domain tv actor.,Lower Rated 1974, Why don't you like the lower rated TV actor born in 1974?,request_explanation,tv actors,1,2
"actor rating top rated. actor date of birth 1973. actor place of birth St. Joseph Medical Center (Houston, Texas). actor domain tv actor.","Top Rated 1973 St. Joseph Medical Center (Houston, Texas)"," What makes the top rated TV actor born in 1973 at St. Joseph Medical Center (Houston, Texas) so special?",request_explanation,tv actors,1,3
"actor rating top rated. actor gender female. actor cast member of ""Greys Anatomy"". actor domain tv actor.","Top Rated Female ""Grey'S Anatomy"""," What is it about the top rated female TV actors in ""Greys Anatomy"" that you appreciate?",request_explanation,tv actors,1,3
actor rating highly_rated. actor cast member of The Walking Dead. actor awards received OkayAfrica 100 Women. actor domain tv actor.,Highly Rated 'The Walking Dead' 'Okayafrica 100 Women', What is it about the highly rated TV actor in The Walking Dead who was named one of OkayAfrica's 100 Women that you admire so much?,request_explanation,tv actors,1,3
actor rating highly_rated. actor awards received Theatre World Award. actor date of birth 1968. actor domain tv actor.,Highly Rated 'Theatre World Award' 1968, What is it about the highly rated TV actor born in 1968 who has received the Theatre World Award that you appreciate?,request_explanation,tv actors,1,3
actor rating highly_rated. actor gender female. actor domain tv actor.,Highly Rated Female, What do you admire about highly rated female tv actors?,request_explanation,tv actors,1,2
actor rating highly_rated. actor awards received Saturn Award. actor domain tv actor.,Highly Rated 'Saturn Award', What do you like about the highly rated tv actor who has been awarded a Saturn Award?,request_explanation,tv actors,1,2
actor rating top rated. actor awards received Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture. actor domain tv actor.,Top Rated 'Screen Actors Guild Award For Outstanding Performance By A Cast In A Motion Picture', What is it about the top rated TV actor that earned them a Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture?,request_explanation,tv actors,1,2
actor rating highly rated. actor place of birth Vancouver. actor domain tv actor.,Highly Rated Vancouver, What do you like about the highly rated TV actors from Vancouver?,request_explanation,tv actors,1,2
actor rating highly rated. actor place of birth Northampton. actor domain tv actor.,Highly Rated Northampton, What do you like about the highly rated TV actors from Northampton?,request_explanation,tv actors,1,2
actor rating highly rated. actor date of birth 1980. actor place of birth Homestead. actor domain tv actor.,Highly Rated 1980 Homestead, What do you like about the highly rated TV actor born in 1980 from Homestead?,request_explanation,tv actors,1,3
actor rating highly_rated. actor cast member of Onward. actor date of birth 1979. actor domain tv actor.,Highly Rated 'Onward' 1979, What do you appreciate about the highly rated tv actor from Onward born in 1979?,request_explanation,tv actors,1,3
actor rating lower rated. actor gender male. actor date of birth 1978. actor domain tv actor.,Lower Rated Male 1978, Why don't you appreciate the lower rated male TV actor born in 1978?,request_explanation,tv actors,1,3
actor rating top rated. actor place of birth Houston. actor gender female. actor domain tv actor.,Top Rated Houston Female, What is it about the top rated female TV actors from Houston that makes them so highly rated?,request_explanation,tv actors,1,3
actor rating highly rated. actor place of birth New York City. actor domain tv actor.,Highly Rated New York City, What do you like about the highly rated TV actors from New York City?,request_explanation,tv actors,1,2
actor rating top rated. actor date of birth 1947. actor place of birth San Diego. actor domain tv actor.,Top Rated 1947 San Diego, What is it about the top rated TV actor born in 1947 from San Diego that you enjoy?,request_explanation,tv actors,1,3
actor rating highly rated. actor gender female. actor date of birth 1973. actor domain tv actor.,Highly Rated Female 1973, What is it about the highly rated female TV actor born in 1973 that you like?,request_explanation,tv actors,1,3
actor rating top rated. actor place of birth St. Matthews. actor gender female. actor domain tv actor.,Top Rated St. Matthews Female, What is it about the top rated female TV actors from St. Matthews that you appreciate?,request_explanation,tv actors,1,3
actor rating lower rated. actor place of birth Brooklyn. actor gender female. actor domain tv actor.,Lower Rated Brooklyn Female, Why don't you like the lower rated female TV actors from Brooklyn?,request_explanation,tv actors,1,3
actor rating lower rated. actor gender female. actor domain tv actor.,Lower Rated Female, Why don't you like lower rated female TV actors?,request_explanation,tv actors,1,2
actor rating highly rated. actor place of birth Acton. actor domain tv actor.,Highly Rated Acton, What do you appreciate about the highly rated TV actors from Acton?,request_explanation,tv actors,1,2
actor rating top rated. actor place of birth St. Louis. actor domain tv actor.,Top Rated St. Louis, What do you like about the top rated TV actors from St. Louis?,request_explanation,tv actors,1,2
actor rating top rated. actor awards received Theatre World Award. actor cast member of The Big Bang Theory. actor domain tv actor.,Top Rated 'Theatre World Award' 'The Big Bang Theory', What is it about the top rated TV actor in The Big Bang Theory that has earned them a Theatre World Award?,request_explanation,tv actors,1,3
actor rating top rated. actor cast member of The Big Bang Theory. actor place of birth Bree. actor domain tv actor.,Top Rated 'The Big Bang Theory' Bree, What is it about the top rated tv actor from Bree in The Big Bang Theory that you like so much?,request_explanation,tv actors,1,3
actor rating top rated. actor gender male. actor place of birth San Diego. actor domain tv actor.,Top Rated Male San Diego, What makes you appreciate the top rated male TV actors from San Diego?,request_explanation,tv actors,1,3
actor rating highly_rated. actor awards received Theatre World Award. actor place of birth Honolulu. actor domain tv actor.,Highly Rated 'Theatre World Award' Honolulu, What is it about the highly rated TV actor from Honolulu that earned them a Theatre World Award?,request_explanation,tv actors,1,3
actor rating highly_rated. actor awards received Primetime Emmy Award for Outstanding Writing for a Comedy Series. actor place of birth Columbia. actor domain tv actor.,Highly Rated 'Primetime Emmy Award For Outstanding Writing For A Comedy Series' Columbia, What is it about the highly rated TV actor from Columbia that made them worthy of a Primetime Emmy Award for Outstanding Writing for a Comedy Series?,request_explanation,tv actors,1,3
actor rating highly_rated. actor cast member of The Walking Dead. actor date of birth 1966. actor domain tv actor.,Highly Rated 'The Walking Dead' 1966, What do you like about the highly rated tv actor from The Walking Dead born in 1966?,request_explanation,tv actors,1,3
actor rating moderately rated. actor place of birth San Antonio. actor date of birth 1976. actor domain tv actor.,Moderately Rated San Antonio 1976, What do you like about the moderately rated tv actor from San Antonio born in 1976?,request_explanation,tv actors,1,3
actor rating highly rated. actor cast member of Stranger Things. actor domain tv actor.,Highly Rated 'Stranger Things', What is it about the highly rated TV actor in Stranger Things that has earned them such a high rating?,request_explanation,tv actors,1,2
actor rating moderately rated. actor place of birth Cardiff. actor domain tv actor.,Moderately Rated Cardiff, What do you like about the moderately rated tv actor from Cardiff?,request_explanation,tv actors,1,2
actor rating lower rated. actor cast member of The Walking Dead. actor domain tv actor.,Lower Rated 'The Walking Dead', Why don't you think the TV actor from The Walking Dead is lower rated?,request_explanation,tv actors,1,2
actor rating highly rated. actor date of birth 1997. actor place of birth Bristol. actor domain tv actor.,Highly Rated 1997 Bristol, What do you like about the highly rated TV actor born in 1997 from Bristol?,request_explanation,tv actors,1,3
actor rating top rated. actor place of birth Miami. actor domain tv actor.,Top Rated Miami, What do you like about the top rated Miami-born TV actor?,request_explanation,tv actors,1,2
actor rating top rated. actor awards received Poppy Awards. actor gender female. actor domain tv actor.,Top Rated 'Poppy Awards' Female, What is it about the female TV actor with the top rated rating and the Poppy Awards that you like so much?,request_explanation,tv actors,1,3
actor rating top rated. actor date of birth 1955. actor domain tv actor.,Top Rated 1955, What do you like about this top rated TV actor born in 1955?,request_explanation,tv actors,1,2
actor rating highly_rated. actor place of birth Virginia. actor cast member of Jurassic World. actor domain tv actor.,Highly Rated Virginia 'Jurassic World', What do you appreciate about the highly rated Virginia-born tv actor in Jurassic World?,request_explanation,tv actors,1,3
actor rating moderately rated. actor place of birth Atlanta. actor domain tv actor.,Moderately Rated Atlanta, What do you like about the moderately rated tv actor from Atlanta?,request_explanation,tv actors,1,2
actor rating top rated. actor place of birth Los Angeles. actor domain tv actor.,Top Rated Los Angeles, What is it about the top rated tv actors from Los Angeles that has made them so highly rated?,request_explanation,tv actors,1,2
actor rating top rated. actor date of birth 1965. actor domain tv actor.,Top Rated 1965, What is it about the top rated tv actor born in 1965 that you enjoy?,request_explanation,tv actors,1,2
actor rating moderately rated. actor place of birth Memphis. actor date of birth 1978. actor domain tv actor.,Moderately Rated Memphis 1978, What is it about the moderately rated TV actor from Memphis born in 1978 that you appreciate?,request_explanation,tv actors,1,3
actor rating top rated. actor place of birth Everett. actor domain tv actor.,Top Rated Everett, What do you like about the top rated tv actors from Everett?,request_explanation,tv actors,1,2
actor rating top rated. actor place of birth Bree. actor date of birth 1975. actor domain tv actor.,Top Rated Bree 1975, What makes this top rated tv actor from Bree born in 1975 stand out?,request_explanation,tv actors,1,3
actor rating lower rated. actor gender female. actor cast member of Lucifer. actor domain tv actor.,Lower Rated Female 'Lucifer', What do you not appreciate about the female TV actor in Lucifer who is lower rated?,request_explanation,tv actors,1,3
actor rating lower rated. actor gender female. actor place of birth Los Angeles. actor domain tv actor.,Lower Rated Female Los Angeles, Why don't you like the lower rated female TV actors from Los Angeles?,request_explanation,tv actors,1,3
actor rating top rated. actor place of birth Ottawa. actor domain tv actor.,Top Rated Ottawa, What is it about the top rated TV actors from Ottawa that makes them so highly rated?,request_explanation,tv actors,1,2
actor rating top rated. actor date of birth 1971. actor domain tv actor.,Top Rated 1971, What makes you think so highly of the top rated tv actor born in 1971?,request_explanation,tv actors,1,2
actor rating moderately rated. actor date of birth 1984. actor domain tv actor.,Moderately Rated 1984, What do you like about the moderately rated TV actor born in 1984?,request_explanation,tv actors,1,2
actor rating lower rated. actor cast member of The Walking Dead. actor place of birth New Jersey. actor domain tv actor.,Lower Rated 'The Walking Dead' New Jersey, What is it about the lower rated TV actor from New Jersey that was cast in The Walking Dead that you don't like?,request_explanation,tv actors,1,3
actor rating highly rated. actor date of birth 1973. actor domain tv actor.,Highly Rated 1973, What is it about the highly rated TV actor born in 1973 that you appreciate?,request_explanation,tv actors,1,2
actor rating lower rated. actor date of birth 1978. actor gender female. actor domain tv actor.,Lower Rated 1978 Female, Why don't you like the lower rated female TV actors born in 1978?,request_explanation,tv actors,1,3
actor rating lower rated. actor place of birth New Jersey. actor domain tv actor.,Lower Rated New Jersey, Why don't you like lower rated TV actors from New Jersey?,request_explanation,tv actors,1,2
actor rating top rated. actor awards received British Academy Television Award for Best Actress. actor domain tv actor.,Top Rated 'British Academy Television Award For Best Actress', What earned this top rated TV actress the British Academy Television Award for Best Actress?,request_explanation,tv actors,1,2
actor rating moderately rated. actor place of birth Drogheda. actor gender male. actor domain tv actor.,Moderately Rated Drogheda Male, What is it about moderately rated male TV actors from Drogheda that you like?,request_explanation,tv actors,1,3
actor rating top rated. actor place of birth Winona. actor domain tv actor.,Top Rated Winona, What do you like about the top rated Winona-born TV actor?,request_explanation,tv actors,1,2
actor rating top rated. actor place of birth San Diego. actor domain tv actor.,Top Rated San Diego, What is it about the top rated TV actors from San Diego that make them so highly rated?,request_explanation,tv actors,1,2
actor rating highly rated. actor place of birth Vancouver. actor date of birth 2002. actor domain tv actor.,Highly Rated Vancouver 2002, Why do you enjoy the highly rated TV actor from Vancouver born in 2002 so much?,request_explanation,tv actors,1,3
actor rating top rated. actor gender female. actor place of birth St. Matthews. actor domain tv actor.,Top Rated Female St. Matthews, What do you like about the top rated female TV actors from St. Matthews?,request_explanation,tv actors,1,3
actor rating lower rated. actor place of birth Los Angeles. actor domain tv actor.,Lower Rated Los Angeles, Why don't you like lower rated TV actors from Los Angeles?,request_explanation,tv actors,1,2
actor rating highly rated. actor gender female. actor place of birth Northampton. actor domain tv actor.,Highly Rated Female Northampton, What do you like about the highly rated female TV actors from Northampton?,request_explanation,tv actors,1,3
actor rating lower rated. actor gender male. actor domain tv actor.,Lower Rated Male, Why don't you like lower rated male TV actors?,request_explanation,tv actors,1,2
actor rating top rated. actor date of birth 1976. actor awards received Time 100. actor domain tv actor.,Top Rated 1976 'Time 100', What made the 1976-born top rated tv actor worthy of being included on Time 100's list?,request_explanation,tv actors,1,3
actor rating highly rated. actor gender female. actor place of birth Homestead. actor domain tv actor.,Highly Rated Female Homestead, What is it about the highly rated female TV actors from Homestead that you appreciate?,request_explanation,tv actors,1,3
actor rating top rated. actor awards received Miniseries or Television Film. actor date of birth 1971. actor domain tv actor.,Top Rated Miniseries Or Television Film' 1971, Can you explain why the top rated tv actor born in 1971 has been awarded a Miniseries or Television Film?,request_explanation,tv actors,1,3
actor rating top rated. actor date of birth 1993. actor place of birth Liverpool. actor domain tv actor.,Top Rated 1993 Liverpool, What is it about the top rated tv actor born in 1993 from Liverpool that you admire?,request_explanation,tv actors,1,3
actor rating highly rated. actor date of birth 1970. actor place of birth Rudkøbing. actor domain tv actor.,Highly Rated 1970 Rudkøbing, What is it about the highly rated tv actor from Rudkøbing born in 1970 that you enjoy?,request_explanation,tv actors,1,3
actor rating lower rated. actor date of birth 1981. actor domain tv actor.,Lower Rated 1981, Why don't you like the lower rated tv actor born in 1981?,request_explanation,tv actors,1,2
actor rating lower rated. actor domain tv actor.,Lower Rated, Why do you feel lower rated TV actors are not worthy of your appreciation?,request_explanation,tv actors,1,1
"actor rating top rated. actor awards received ""Peoples Choice Award for Favorite Actress in a New TV Series"". actor domain tv actor.","Top Rated ""People'S Choice Award For Favorite Actress In A New Tv Series"""," What do you think made the top rated tv actor worthy of the ""People's Choice Award for Favorite Actress in a New TV Series""?",request_explanation,tv actors,1,2
actor rating highly_rated. actor place of birth Charlottesville. actor gender male. actor domain tv actor.,Highly Rated Charlottesville Male, What do you like about the highly rated male TV actors from Charlottesville?,request_explanation,tv actors,1,3
actor rating moderately rated. actor gender female. actor domain tv actor.,Moderately Rated Female, What makes you appreciate the moderately rated female TV actors?,request_explanation,tv actors,1,2
actor rating highly_rated. actor date of birth 1975. actor name Melissa McBride. actor place of birth Lexington. actor awards received Saturn Award. actor domain tv actor.,Highly Rated 1975 Melissa Mcbride Lexington 'Saturn Award', What is it about the highly rated Melissa McBride born in 1975 from Lexington who has been given a Saturn Award that you enjoy so much?,request_explanation,tv actors,1,5
tv actor spouse. actor domain tv actor.,spouse, Does your favorite actor have a spouse?,request_attribute,tv actors,1,1
tv actor place of birth. actor domain tv actor.,place of birth, Where was your favorite TV actor born?,request_attribute,tv actors,1,1
tv actor awards received. actor domain tv actor.,awards received, What awards has your favorite TV actor received?,request_attribute,tv actors,1,1
tv actor gender. actor rating highly rated. actor date of birth 1986. actor place of birth New York City. actor domain tv actor.,gender, Who is your favorite highly rated TV actor born in 1986 in New York City of a certain gender?,request_attribute,tv actors,1,4
Kaley Cuoco domain tv actor.,Kaley Cuoco," Do you know any tv actors, like Kaley Cuoco?",suggest,tv actors,1,1
Josh Dallas spouse Ginnifer Goodwin. Josh Dallas domain tv actor.,Josh Dallas Ginnifer Goodwin," Do you know any tv actors who are married to Ginnifer Goodwin, like Josh Dallas?",suggest,tv actors,1,2
Tobias Menzies date of birth 1974. Tobias Menzies domain tv actor.,Tobias Menzies 1974," Have you ever seen a tv actor born in 1974, like Tobias Menzies?",suggest,tv actors,1,2
Billy Bob Thornton place of birth Hot Springs. Billy Bob Thornton awards received Adapted Screenplay. Billy Bob Thornton domain tv actor.,Billy Bob Thornton Hot Springs Adapted Screenplay'," Are you familiar with tv actors from Hot Springs, like Billy Bob Thornton, who has won an Adapted Screenplay?",suggest,tv actors,1,3
Jim Parsons awards received Theatre World Award. Jim Parsons domain tv actor.,Jim Parsons 'Theatre World Award'," Are you familiar with any tv actors that have been awarded a Theatre World Award, like Jim Parsons?",suggest,tv actors,1,2
Justin Hartley date of birth 1977. Justin Hartley spouse Chrishell Stause. Justin Hartley domain tv actor.,Justin Hartley 1977 Chrishell Stause," Are you aware of any tv actor born in 1977 that is married to Chrishell Stause, like Justin Hartley?",suggest,tv actors,1,3
Mandy Moore awards received star on Hollywood Walk of Fame. Mandy Moore domain tv actor.,Mandy Moore 'Star On Hollywood Walk Of Fame'," Are you familiar with any tv actors with a star on the Hollywood Walk of Fame, like Mandy Moore?",suggest,tv actors,1,2
Jennifer Morrison place of birth Chicago. Jennifer Morrison date of birth 1979. Jennifer Morrison domain tv actor.,Jennifer Morrison Chicago 1979," Have you seen any tv actors from Chicago born in 1979, like Jennifer Morrison?",suggest,tv actors,1,3
Peter Dinklage place of birth Morristown. Peter Dinklage cast member of X-Men: Days of Future Past. Peter Dinklage domain tv actor.,Peter Dinklage Morristown 'X-Men: Days Of Future Past'," Are you familiar with any tv actors from Morristown, like Peter Dinklage, who was in X-Men: Days of Future Past?",suggest,tv actors,1,3
Aubrey Plaza domain tv actor.,Aubrey Plaza," Have you ever seen any tv actors, like Aubrey Plaza?",suggest,tv actors,1,1
Jeffrey Dean Morgan place of birth Seattle. Jeffrey Dean Morgan domain tv actor.,Jeffrey Dean Morgan Seattle," Have you ever seen a tv actor from Seattle, like Jeffrey Dean Morgan?",suggest,tv actors,1,2
Jodie Comer awards received Tony Award for Best Actress in a Play. Jodie Comer place of birth Liverpool. Jodie Comer domain tv actor.,Jodie Comer 'Tony Award For Best Actress In A Play' Liverpool," Have you ever seen a tv actor from Liverpool, like Jodie Comer, who has won a Tony Award for Best Actress in a Play?",suggest,tv actors,1,3
Lauren Cohan place of birth New Jersey. Lauren Cohan domain tv actor.,Lauren Cohan New Jersey," Have you ever seen a tv actor from New Jersey, like Lauren Cohan?",suggest,tv actors,1,2
Viola Davis awards received Theatre World Award. Viola Davis domain tv actor.,Viola Davis 'Theatre World Award'," Have you ever seen a tv actor that has won a Theatre World Award, like Viola Davis?",suggest,tv actors,1,2
Emilia Clarke gender female. Emilia Clarke awards received Poppy Awards. Emilia Clarke domain tv actor.,Emilia Clarke Female 'Poppy Awards'," Are you familiar with any female tv actors that have won Poppy Awards, like Emilia Clarke?",suggest,tv actors,1,3
Nick Offerman date of birth 1970. Nick Offerman domain tv actor.,Nick Offerman 1970," Have you ever seen a tv actor born in 1970, like Nick Offerman?",suggest,tv actors,1,2
Lana Parrilla place of birth Brooklyn. Lana Parrilla domain tv actor.,Lana Parrilla Brooklyn," Have you ever seen a tv actor from Brooklyn, like Lana Parrilla?",suggest,tv actors,1,2
Ted Danson place of birth San Diego. Ted Danson spouse Mary Steenburgen. Ted Danson domain tv actor.,Ted Danson San Diego Mary Steenburgen," Have you ever seen a tv actor from San Diego, like Ted Danson, who is married to Mary Steenburgen?",suggest,tv actors,1,3
Jim Parsons cast member of The Big Bang Theory. Jim Parsons domain tv actor.,Jim Parsons 'The Big Bang Theory'," Are you familiar with any tv actors from The Big Bang Theory, like Jim Parsons?",suggest,tv actors,1,2
Millie Bobby Brown awards received MTV Movie & TV Award for Best Performance in a Show. Millie Bobby Brown domain tv actor.,Millie Bobby Brown 'Mtv Movie & Tv Award For Best Performance In A Show'," Are you familiar with any tv actor who won an MTV Movie & TV Award for Best Performance in a Show, like Millie Bobby Brown?",suggest,tv actors,1,2
Melissa McBride gender female. Melissa McBride awards received Saturn Award. Melissa McBride domain tv actor.,Melissa Mcbride Female 'Saturn Award'," Have you ever seen a female tv actor that has won a Saturn Award, like Melissa McBride?",suggest,tv actors,1,3
Lesley-Ann Brandt cast member of Lucifer. Lesley-Ann Brandt date of birth 1981. Lesley-Ann Brandt domain tv actor.,Lesley-Ann Brandt 'Lucifer' 1981," Have you ever seen a tv actor from Lucifer who was born in 1981, like Lesley-Ann Brandt?",suggest,tv actors,1,3
Chris Pratt cast member of The Lego Movie. Chris Pratt domain tv actor.,Chris Pratt 'The Lego Movie'," Are you familiar with any tv actors who have been in The Lego Movie, like Chris Pratt?",suggest,tv actors,1,2
Tom Ellis cast member of Lucifer. Tom Ellis spouse Meaghan Oppenheimer. Tom Ellis domain tv actor.,Tom Ellis 'Lucifer' Meaghan Oppenheimer," Have you ever seen a tv actor like Tom Ellis, who is a cast member of Lucifer and married to Meaghan Oppenheimer?",suggest,tv actors,1,3
Aubrey Plaza gender female. Aubrey Plaza domain tv actor.,Aubrey Plaza Female," Are you familiar with female tv actors, like Aubrey Plaza?",suggest,tv actors,1,2
Maisie Williams place of birth Bristol. Maisie Williams gender female. Maisie Williams domain tv actor.,Maisie Williams Bristol Female," Have you ever seen a female tv actor from Bristol, like Maisie Williams?",suggest,tv actors,1,3
Lauren German place of birth Huntington Beach. Lauren German domain tv actor.,Lauren German Huntington Beach," Have you ever seen a tv actor from Huntington Beach, like Lauren German?",suggest,tv actors,1,2
Matt Bomer place of birth Webster Groves. Matt Bomer gender male. Matt Bomer domain tv actor.,Matt Bomer Webster Groves Male," Have you ever seen male tv actors from Webster Groves, like Matt Bomer?",suggest,tv actors,1,3
Colin ODonoghue gender male. Colin ODonoghue date of birth 1981. Colin ODonoghue domain tv actor.,Colin O'Donoghue Male 1981," Have you ever seen a male tv actor born in 1981, like Colin ODonoghue?",suggest,tv actors,1,3
Josh Dallas date of birth 1978. Josh Dallas domain tv actor.,Josh Dallas 1978," Do you know any tv actors born in 1978, like Josh Dallas?",suggest,tv actors,1,2
Nikolaj Coster-Waldau gender male. Nikolaj Coster-Waldau domain tv actor.,Nikolaj Coster-Waldau Male," Do you know any male tv actors, like Nikolaj Coster-Waldau?",suggest,tv actors,1,2
Aziz Ansari place of birth Columbia. Aziz Ansari awards received Primetime Emmy Award for Outstanding Writing for a Comedy Series. Aziz Ansari domain tv actor.,Aziz Ansari Columbia 'Primetime Emmy Award For Outstanding Writing For A Comedy Series'," Have you ever seen a tv actor from Columbia, like Aziz Ansari, who has won a Primetime Emmy Award for Outstanding Writing for a Comedy Series?",suggest,tv actors,1,3
Pedro Pascal place of birth Santiago. Pedro Pascal domain tv actor.,Pedro Pascal Santiago," Have you ever seen a tv actor from Santiago, like Pedro Pascal?",suggest,tv actors,1,2
