,Unnamed: 0,index,mr_new,pseudo_mr,da,text,,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria,
10741,10741,1074,Elton John genre glam rock. Tony Visconti genre glam rock. Tony Visconti genre progressive rock.,Elton John glam rock Tony Visconti progressive rock,inform,Elton John and Tony Visconti are both Glam rock and progressive rock musicians.,13,1,3,(X (X) (X) (X)),0.01748947588,57.17724228,10.22400368,0.8923559,inform,match,1
10756,10756,1075,Ryan Gosling country of citizenship Canada. Canada award received Nansen Refugee Award. Richard von Weizsäcker award received Nansen Refugee Award. Ryan Gosling genre folk rock. Hercules performer Ryan Gosling. Ryan Gosling genre indie rock.,Ryan Gosling Canada Nansen Refugee Award Richard von Weizsäcker folk rock Hercules indie rock,inform," Canadian Ryan Gosling is an folk rock and indie rock musician, who have been awarded the Nansen Refugee Award for his work in Hercules.",24,1,6,(X (X) (X) (X) (X) (X) (X)),0.007677860696,130.2446136,9.136332438,0.80194265,inform,match_scores,1
10767,10767,1076,Aaron Carter genre hip hop music. Mac Miller genre hip hop music. Mac Miller genre contemporary R&B. Aaron Carter genre pop music. Most Requested Hits performer Aaron Carter. 2 Good 2 B True performer Aaron Carter.,Aaron Carter hip hop music Mac Miller contemporary R&B pop music Most Requested Hits 2 Good 2 B True,inform," Aaron Carter is a musician who is good at hip hop music, pop music, and contemporary R&B. His notable works include Most Requested Hits and 2 Good 2 B True.",30,1,6,(X (X) (X) (X) (X) (X) (X)),0.009367438475,106.7527695,24.61150725,0.8453688,inform,match_scores,1
10779,10779,1077,Kim Ryeowook rating okay. Kim Ryeowook record label Label SJ. Leeteuk record label Label SJ.,okay Kim Ryeowook Label SJ Leeteuk,verify_attribute," You said that you think Kim Ryeowook is okay. Is this the same for Leeteuk, who is also with the same label (Label SJ)?",24,1,3,(X (X) (X) (X)),0.0061824712,161.7476196,4.027629651,0.75104314,verify_attribute,match_scores,1
10782,10782,1078,Haricharan genre Carnatic music. A. R. Rahman genre Carnatic music. A. R. Rahman award received Zee Cine Award for Best Music Director. Thuli Thuli performer Haricharan.,Haricharan Carnatic music A. R. Rahman Zee Cine Award for Best Music Director Thuli Thuli,inform,Haricharan and A. R. Rahman are Carnatic music artists who have worked together. The song Thuli Thuli was performed by Haricharan and A. R. Rahman won the Zee Cine Award for Best Music Director.,34,1,4,(X (X) (X) (X) (X)),0.01670754154,59.85321045,25.84879912,0.9010919,inform,match_scores,1
10799,10799,1079,Sacha Distel country of citizenship France. France award received Lagun Onari. Argentina award received Lagun Onari. Sacha Distel genre jazz. Ann Hampton Callaway genre jazz.,Sacha Distel France Lagun Onari Argentina jazz Ann Hampton Callaway,inform," Sacha Distel, a French jazz artist, was awarded the Lagun Onari. Ann Hampton Callaway is also a jazz artist.",19,1,6,(X (X) (X) (X) (X) (X) (X)),0.004349654738,229.9033051,9.314939614,0.77722186,inform,match_scores,1
10805,10805,1080,Sacha Distel country of citizenship France. France award received Lagun Onari. Argentina award received Lagun Onari. Sacha Distel genre jazz. Sacha Distel date of birth 1933-01-29T00:00:00Z. Ce serait dommage performer Sacha Distel.,Sacha Distel France Lagun Onari Argentina jazz 1933-01-29T00:00:00Z Ce serait dommage,inform,Sacha Distel is a French jazz artist who was born on 1933-01-29T00:00:00Z and was awarded Lagun Onari. He is also the performer of the song Ce serait dommage.,28,1,6,(X (X) (X) (X) (X) (X) (X)),0.01547977415,64.60042572,27.26646801,0.853397,inform,match_scores,1
10818,10818,1081,Neha Bhasin rating okay. Neha Bhasin genre Indian pop. Udit Narayan genre Indian pop.,okay Neha Bhasin Indian pop Udit Narayan,give_opinion,I think Neha Bhasin and Udit Narayan are both okay Indian pop musicians.,13,1,3,(X (X) (X) (X)),0.00574715466,173.9991455,10.22400368,0.88627636,give_opinion,match_scores,1
10825,10825,1082,David Phelps rating okay. David Phelps genre Christian music. Erik Samuelsson genre Christian music.,okay David Phelps Christian music Erik Samuelsson,give_opinion," I think that David Phelps is an okay Christian music artist, though I prefer Erik Samuelsson's Christian music.",18,1,3,(X (X) (X) (X)),0.008058139199,124.0981293,5.993031481,0.89084196,give_opinion,match_scores,1
10838,10838,1083,Kevin Max rating okay. Kevin Max genre Christian rock. Lacey Sturm genre Christian rock.,okay Kevin Max Christian rock Lacey Sturm,give_opinion," Kevin Max is an okay Christian rock musician, but I have heard better from other Christian rock artists like Lacey Sturm.",21,1,3,(X (X) (X) (X)),0.009177998711,108.9562149,5.928330062,0.8133622,give_opinion,match_scores,1
10840,10840,1084,John Lennon genre rock and roll. Elvis Presley genre rock and roll. Elvis Presley genre rock music. John Lennon genre experimental music. John Lennon genre psychedelic rock.,John Lennon rock and roll Elvis Presley rock music experimental music psychedelic rock,inform,"
John Lennon is a rock and roll, experimental music, and psychedelic rock musician. Elvis Presley is a rock and roll and rock music musician.",24,1,5,(X (X) (X) (X) (X) (X)),0.05091061492,19.64226913,9.809436521,0.8859567,inform,match_scores,1
10858,10858,1085,Zella Day record label Hollywood Records. Hollywood Records genre various genre. Hansa Records genre various genre. Zella Day genre indie pop. Hypnotic performer Zella Day.,Zella Day Hollywood Records various genre Hansa Records indie pop Hypnotic,inform,Zella Day is an indie pop musician who is signed with Hollywood Records and Hypnotic Records. She's known to perform various genres.,22,1,5,(X (X) (X) (X) (X) (X)),0.01441318757,69.38090515,6.031470124,0.81714,inform,match_scores,1
10861,10861,1086,Jamey Jasta genre metalcore. Alissa White-Gluz genre metalcore. Alissa White-Gluz country of citizenship Canada. Jamey Jasta date of birth 1977-08-07T00:00:00Z. Jasta performer Jamey Jasta.,Jamey Jasta metalcore Alissa White-Gluz Canada 1977-08-07T00:00:00Z Jasta,inform," Jamey Jasta is a metalcore artist born on 1977-08-07T00:00:00Z, and Alissa White-Gluz is also a metalcore artist from Canada.",19,1,5,(X (X) (X) (X) (X) (X)),0.02957908946,33.80766678,32.42364621,0.8740333,inform,match_scores,1
10876,10876,1087,Harry Styles genre soft rock. George Michael genre soft rock. George Michael genre funk. Harry Styles genre pop music.,Harry Styles soft rock George Michael funk pop music,inform," Harry Styles is a musician good at pop music and soft rock, while George Michael is great at both soft rock and funk.",23,1,4,(X (X) (X) (X) (X)),0.0167522629,59.69342804,6.20479856,0.84466016,give_opinion,all_scores,0
10881,10881,1088,Sarah Cracknell rating okay. Sarah Cracknell genre alternative rock. John Mayer genre alternative rock.,okay Sarah Cracknell alternative rock John Mayer,give_opinion," I think Sarah Cracknell is an okay alternative rock musician, similar to John Mayer.",14,1,3,(X (X) (X) (X)),0.006337598176,157.7884827,8.80464134,0.8614183,give_opinion,match_scores,1
10895,10895,1089,Austin Butler genre pop music. Heidi Brühl genre pop music. Heidi Brühl genre pop music. Peyton Leverett performer Austin Butler. Austin Butler record label Hollywood Records. Austin Butler date of birth 1991-08-17T00:00:00Z.,Austin Butler pop music Heidi Brühl pop music Peyton Leverett Hollywood Records 1991-08-17T00:00:00Z,inform," Austin Butler, whom Heidi Brühl and Peyton Leverett performed, is a pop music artist signed to Hollywood Records. He was born on August 17, 1991.",25,1,6,(X (X) (X) (X) (X) (X) (X)),0.00869452392,115.0149231,5.686013855,0.73203665,inform,match_scores,1
10902,10902,1090,Hoku genre soul music. Ariana Grande genre soul music. Ariana Grande genre contemporary R&B. Perfect Day performer Hoku. Hoku performer Hoku.,Hoku soul music Ariana Grande contemporary R&B Perfect Day Hoku,inform," Hoku is a soul music and contemporary R&B artist who is known for their song, Perfect Day.",17,1,5,(X (X) (X) (X) (X) (X)),0.01137386505,87.92086029,15.82128589,0.6952849,inform,match_scores,1
10916,10916,1091,Barrett Strong rating okay. Barrett Strong record label Motown. Sammy Davis Jr. record label Motown.,okay Barrett Strong Motown Sammy Davis Jr.,verify_attribute,You said that Barrett Strong is okay. Do you feel the same way about other Motown artist like Sammy Davis Jr.?,21,1,3,(X (X) (X) (X)),0.01446905494,69.11301422,12.58634785,0.82920253,verify_attribute,match_scores,1
10920,10920,1092,Billie Eilish rating excellent. Billie Eilish award received MTV Europe Music Award for Best Song. Wonderwall award received MTV Europe Music Award for Best Song.,excellent Billie Eilish MTV Europe Music Award for Best Song Wonderwall,give_opinion," I think that Billie Eilish is an excellent musician, she has won the MTV Europe Music Award for Best Song for both Wonderwall and Billie Eilish.",26,1,3,(X (X) (X) (X)),0.03481739773,28.72127342,23.66036239,0.91221863,give_opinion,match_scores,1
10931,10931,1093,Donna Fargo rating okay. Donna Fargo genre country music. Kenny Loggins genre country music.,okay Donna Fargo country music Kenny Loggins,verify_attribute," I recall you said that Donna Fargo's music is okay. Is that true for all country music, such as Kenny Loggins?",21,1,3,(X (X) (X) (X)),0.014469614,69.11034393,4.924674734,0.8463775,verify_attribute,match_scores,1
10943,10943,1094,Yukihiro Takahashi rating okay. Yukihiro Takahashi genre electronic music. Genesis P-Orridge genre electronic music.,okay Yukihiro Takahashi electronic music Genesis P-Orridge,give_opinion,Yukihiro Takahashi and Genesis P-Orridge are both okay electronic music artists.,11,1,3,(X (X) (X) (X)),0.006336368382,157.8191071,12.1920916,0.92854446,give_opinion,match_scores,1
10954,10954,1095,Elton John rating excellent. Elton John record label Mercury Records. Earth Angel record label Mercury Records.,excellent Elton John Mercury Records Earth Angel,give_opinion," Elton John is an amazing musician, I have been listening to Earth Angel on his Mercury Records label.",18,1,3,(X (X) (X) (X)),0.01080161655,92.57873535,6.632379584,0.83441925,give_opinion,match_scores,1
10968,10968,1096,Uffie country of citizenship France. France award received Lagun Onari. William Anthony Douglass award received Lagun Onari. Uffie country of citizenship United States of America. Uffie genre pop rap.,Uffie France Lagun Onari William Anthony Douglass United States of America pop rap,inform,Uffie is a pop rap artist who is a dual citizen of France and The United States of America. She has won the Lagun Onari award.,26,1,5,(X (X) (X) (X) (X) (X)),0.01828596046,54.68676376,11.94376396,0.66440654,inform,match_scores,1
10970,10970,1097,Paul McCartney rating excellent. Paul McCartney award received Genesis Award. The Simpsons award received Genesis Award.,excellent Paul McCartney Genesis Award The Simpsons,verify_attribute,I know you said Paul McCartney's music is excellent. Do you also like other artists who received the Genesis Award?,20,1,3,(X (X) (X) (X)),0.01359796836,73.54039764,4.108053662,0.68224955,verify_attribute,match_scores,1
10983,10983,1098,Harry Styles rating okay. Harry Styles genre soft rock. Billy Joel genre soft rock.,okay Harry Styles soft rock Billy Joel,give_opinion," I think that Harry Styles is an okay soft rock musician, although he's not as good as Billy Joel.",19,1,3,(X (X) (X) (X)),0.02023627931,49.41619873,6.538279438,0.81973505,give_opinion,match_scores,1
10996,10996,1099,Olivia Newton-John genre pop music. Heidi Brühl genre pop music. Heidi Brühl country of citizenship Germany. Olivia Newton-John award received National Trust of Australia.,Olivia Newton-John pop music Heidi Brühl Germany National Trust of Australia,inform,"
Olivia Newton-John is a pop music artist who was awarded the National Trust of Australia. Heidi Brühl is a pop music artist from Germany.",24,1,4,(X (X) (X) (X) (X)),0.02399315674,41.67855072,13.84938136,0.8582265,inform,match_scores,1
11003,11003,1100,Beverley Craven rating okay. Beverley Craven genre pop rock. Zendaya genre pop rock.,okay Beverley Craven pop rock Zendaya,give_opinion,I think that both Beverley Craven and Zendaya are okay pop rock musicians.,13,1,3,(X (X) (X) (X)),0.004919593074,203.2688446,8.889175589,0.8464495,give_opinion,match_scores,1
11012,11012,1101,Boris Moiseev rating good. Boris Moiseev genre pop music. Patrizio Buanne genre pop music.,good Boris Moiseev pop music Patrizio Buanne,give_opinion,Boris Moiseev and Patrizio Buanne are both good pop music artists.,11,1,3,(X (X) (X) (X)),0.003070567197,325.6727295,12.1920916,0.9153796,give_opinion,match_scores,1
11026,11026,1102,Eminem award received Academy Award for Best Original Song. Lady Gaga award received Academy Award for Best Original Song. Lady Gaga award received MTV Video Music Award for Best Visual Effects. Eminem genre horrorcore. Eminem award received Grammy Award for Best Rap Album. Eminem award received Grammy Award for Best Rap Album.,Eminem Academy Award for Best Original Song Lady Gaga MTV Video Music Award for Best Visual Effects horrorcore Grammy Award for Best Rap Album Grammy Award for Best Rap Album,inform,"
Eminem is a horrorcore artist who won the Grammy Award for Best Rap Album and the Academy Award for Best Original Song. Lady Gaga also won the Academy Award for Best Original Song and the MTV Video Music Award for Best Visual Effects.",43,1,6,(X (X) (X) (X) (X) (X) (X)),0.08424088915,11.87071991,39.73046902,0.9112666,inform,match_scores,1
11035,11035,1103,David Bowie genre glam rock. Tony Visconti genre glam rock. Tony Visconti date of birth 1944-04-24T00:00:00Z.,David Bowie glam rock Tony Visconti 1944-04-24T00:00:00Z,inform,"
David Bowie and Tony Visconti are both glam rock musicians, with Tony Visconti born on April 24, 1944.",18,1,3,(X (X) (X) (X)),0.04681750231,21.35953331,6.538279438,0.72851497,give_opinion,all_scores,0
11043,11043,1104,Zendaya rating excellent. Zendaya record label Hollywood Records. Vanessa Hudgens record label Hollywood Records.,excellent Zendaya Hollywood Records Vanessa Hudgens,give_opinion,"
I think that Zendaya is an excellent artist, she is signed to Hollywood Records like Vanessa Hudgens.",17,1,3,(X (X) (X) (X)),0.01635529645,61.14227295,6.336859268,0.8865392,give_opinion,match_scores,1
11052,11052,1105,Freddie Mercury country of citizenship Sultanate of Zanzibar. Ali bin Hamud of Zanzibar country of citizenship Sultanate of Zanzibar. Ali bin Hamud of Zanzibar award received Grand Cross of the Order of the Immaculate Conception of Vila Viçosa.,Freddie Mercury Sultanate of Zanzibar Ali bin Hamud of Zanzibar Grand Cross of the Order of the Immaculate Conception of Vila Viçosa,inform,"
Freddie Mercury and Ali bin Hamud of Zanzibar are both from the Sultanate of Zanzibar and have received the Grand Cross of the Order of the Immaculate Conception of Vila Viçosa.",31,1,3,(X (X) (X) (X)),0.03000401856,33.32886887,51.55802176,0.9619608,give_opinion,all_scores,0
11067,11067,1106,Cage genre hip hop music. Mac Miller genre hip hop music. Best Day Ever performer Mac Miller. Movies for the Blind performer Cage. Weatherproof performer Cage.,Cage hip hop music Mac Miller Best Day Ever Movies for the Blind Weatherproof,inform,"
Cage and Mac Miller are both hip hop music artists. Cage is known for his songs Weatherproof and Movies for the Blind, while Mac Miller is known for Best Day Ever.",31,1,5,(X (X) (X) (X) (X) (X)),0.01957047005,51.09739304,14.16424308,0.8395999,inform,match_scores,1
11070,11070,1107,Billie Eilish rating excellent. Billie Eilish award received MTV Europe Music Award for Best Song. Neneh Cherry award received MTV Europe Music Award for Best Song.,excellent Billie Eilish MTV Europe Music Award for Best Song Neneh Cherry,verify_attribute," You said that you love listening to Billie Eilish. Does it apply to all musician who got MTV Europe Music Award for Best Song, like Neneh Cherry?",27,1,3,(X (X) (X) (X)),0.01035716789,96.55149078,22.74405542,0.8688477,verify_attribute,match_scores,1
11087,11087,1108,Paul McCartney rating excellent. Paul McCartney award received Genesis Award. Kesha award received Genesis Award.,excellent Paul McCartney Genesis Award Kesha,give_opinion," I believe that Paul McCartney is an excellent musician. He has won the Genesis Award, the same award that Kesha has won.",22,1,3,(X (X) (X) (X)),0.02550844858,39.20269775,4.714627368,0.8217987,give_opinion,match_scores,1
11098,11098,1109,Elvis Presley genre rock and roll. Chuck Berry genre rock and roll. Chuck Berry award received Grammy Lifetime Achievement Award. Elvis Presley genre pop music. Elvis Presley genre country rock.,Elvis Presley rock and roll Chuck Berry Grammy Lifetime Achievement Award pop music country rock,inform,"
Elvis Presley is a rock and roll and pop music artist, while Chuck Berry is a rock and roll artist who received the Grammy Lifetime Achievement Award.",27,1,5,(X (X) (X) (X) (X) (X)),0.0563657625,17.74126625,15.58158144,0.8628359,inform,match_scores,1
11107,11107,1110,Scarlett Johansson rating good. Scarlett Johansson award received Time 100. Dolly Parton award received Time 100.,good Scarlett Johansson Time 100 Dolly Parton,give_opinion," I think that Scarlett Johansson and Dolly Parton, both of which have been included in the Time 100, are good musicians.",21,1,3,(X (X) (X) (X)),0.02847006627,35.1246109,5.664180227,0.79793984,give_opinion,match_scores,1
11112,11112,1111,Uffie country of citizenship France. France award received Lagun Onari. Argentina award received Lagun Onari. Uffie record label Ed Banger Records.,Uffie France Lagun Onari Argentina Ed Banger Records,inform," Uffie, who is a citizen of France, is signed to Ed Banger Records. She is also the recipient of the Lagun Onari award in both France and Argentina.",28,1,4,(X (X) (X) (X) (X)),0.01184639847,84.41384125,6.106432774,0.7734288,inform,match_scores,1
11129,11129,1112,Noize MC genre punk rock. Machine Gun Kelly genre punk rock. Half Naked & Almost Famous performer Machine Gun Kelly. Noize MC genre rap rock. Noize MC country of citizenship Russia. Noize MC genre alternative rock.,Noize MC punk rock Machine Gun Kelly Half Naked & Almost Famous rap rock Russia alternative rock,inform," Noize MC is an alternative rock, rap rock and punk rock artist from Russia, while Machine Gun Kelly is a punk rock artist who is known for his songs Half Naked & Almost Famous.",34,1,6,(X (X) (X) (X) (X) (X) (X)),0.01291555003,77.42604828,17.11480402,0.8782557,inform,match_scores,1
11139,11139,1113,Elton John genre rock music. Selena Gomez genre rock music. Selena Gomez genre rock music. Elton John award received Order of the British Empire.,Elton John rock music Selena Gomez rock music Order of the British Empire,inform,Elton John is a rock music artist who was awarded the Order of the British Empire.,16,1,4,(X (X) (X) (X) (X)),0.03597736291,27.79525566,27.44348134,0.7247381,inform,match_scores_PPL,1
11147,11147,1114,Franco Battiato genre opera. Tola Mankiewiczówna genre opera. Tola Mankiewiczówna country of citizenship Poland. Franco Battiato genre electro.,Franco Battiato opera Tola Mankiewiczówna Poland electro,inform,Franco Battiato is an electro artist while Tola Mankiewiczówna is an opera artist from Poland.,15,1,4,(X (X) (X) (X) (X)),0.003684520986,271.4057007,7.955891555,0.8625486,inform,match_scores,1
11152,11152,1115,Donna Fargo genre country music. Steven Seagal genre country music. Mojo Priest performer Steven Seagal. Don't Forget to Remember performer Donna Fargo. Donna Fargo date of birth 1945-11-10T00:00:00Z. My Second Album performer Donna Fargo.,Donna Fargo country music Steven Seagal Mojo Priest Don't Forget to Remember 1945-11-10T00:00:00Z My Second Album,inform,"
Donna Fargo is a country music artist born on 1945-11-10T00:00:00Z. Some of her notable works include Don't Forget to Remember and My Second Album. Steven Seagal is also a country music artist and his notable work is Mojo Priest.",39,1,6,(X (X) (X) (X) (X) (X) (X)),0.02934034697,34.08275986,26.81101501,0.8384674,inform,match_scores,1
11167,11167,1116,Uffie country of citizenship France. France award received Lagun Onari. Václav Havel award received Lagun Onari.,Uffie France Lagun Onari Václav Havel,inform,Uffie is a French musician who was awarded with the Lagun Onari by Václav Havel.,15,1,3,(X (X) (X) (X)),0.008386706298,119.2363205,7.314031827,0.81981367,inform,match_scores,1
11177,11177,1117,Jennifer Lopez genre hip hop music. Mac Miller genre hip hop music. Mac Miller genre neo soul. Jennifer Lopez award received Time 100. Jennifer Lopez award received Crystal Award.,Jennifer Lopez hip hop music Mac Miller neo soul Time 100 Crystal Award,inform,Jennifer Lopez and Mac Miller are two hip hop and neo soul music artists who have been awarded the Time 100 and the Crystal Award.,25,1,5,(X (X) (X) (X) (X) (X)),0.008630812631,115.863945,7.220014094,0.86127007,inform,match_scores,1
11189,11189,1118,Aaron Carter genre pop music. Bella Poarch genre pop music. Bella Poarch record label Warner Records.,Aaron Carter pop music Bella Poarch Warner Records,inform," Aaron Carter and Bella Poarch are both pop music artists, with Bella Poarch signed to Warner Records.",17,1,3,(X (X) (X) (X)),0.005865709479,170.4823608,8.097785064,0.88741076,inform,match_scores,1
11194,11194,1119,Paul McCartney rating excellent. Paul McCartney award received Genesis Award. Matt Monro award received Genesis Award.,excellent Paul McCartney Genesis Award Matt Monro,give_opinion,Paul McCartney and Matt Monro are both excellent musicians who have won the Genesis Award.,15,1,3,(X (X) (X) (X)),0.005609116732,178.281189,8.80464134,0.8734472,give_opinion,match_scores,1
11203,11203,1120,Kate Bush award received Order of the British Empire. Paul McCartney award received Order of the British Empire. Paul McCartney award received Knight Bachelor. Kate Bush genre singer-songwriter music.,Kate Bush Order of the British Empire Paul McCartney Knight Bachelor singer-songwriter music,inform,"
Kate Bush is an award-winning singer-songwriter music artist who received the Order of the British Empire, while Paul McCartney also received the Order of the British Empire and the Knight Bachelor.",31,1,4,(X (X) (X) (X) (X)),0.04559597028,21.9317627,15.87667047,0.88348746,inform,match_scores,1
11217,11217,1121,Zendaya award received Time 100. Billie Eilish award received Time 100. Billie Eilish genre indie pop. Zendaya award received Kids' Choice Award for Favorite TV Actress. Zendaya award received Saturn Award for Best Supporting Actress.,Zendaya Time 100 Billie Eilish indie pop Kids' Choice Award for Favorite TV Actress Saturn Award for Best Supporting Actress,inform,Zendaya and Billie Eilish both have been honored with Time 100 and Zendaya also received Kids' Choice Award for Favorite TV Actress and Saturn Award for Best Supporting Actress. Billie Eilish is an indie pop artist.,36,1,5,(X (X) (X) (X) (X) (X)),0.0274557514,36.42224121,31.58898552,0.90191054,inform,match_scores,1
11228,11228,1122,Eminem rating good. Eminem record label Interscope Records. Interscope Records genre rock music.,good Eminem Interscope Records rock music,give_opinion,Eminem is a good rock musician with Interscope Records. I enjoy listening to his music.,15,1,3,(X (X) (X) (X)),0.02608873578,38.33071899,6.019608769,0.83877826,give_opinion,match_scores,1
11239,11239,1123,David Bowie genre glam rock. Tony Visconti genre glam rock. Tony Visconti genre art rock. David Bowie genre hard rock. David Bowie genre soul music.,David Bowie glam rock Tony Visconti art rock hard rock soul music,inform," David Bowie and Tony Visconti are both musicians who focus on genres such as glam rock, art rock, hard rock, and soul music.",23,1,5,(X (X) (X) (X) (X) (X)),0.04235979601,23.60729027,6.798898172,0.8825155,inform,match_scores,1
11249,11249,1124,Haricharan rating okay. Haricharan genre Carnatic music. Sonu Nigam genre Carnatic music.,okay Haricharan Carnatic music Sonu Nigam,give_opinion,I think that both Haricharan and Sonu Nigam are okay Carnatic music performers.,13,1,3,(X (X) (X) (X)),0.003019025629,331.2326965,8.889175589,0.90179604,give_opinion,match_scores,1
11259,11259,1125,Olamide rating okay. Olamide genre hip hop music. Vanilla Ice genre hip hop music.,okay Olamide hip hop music Vanilla Ice,give_opinion,Olamide is an okay hip hop musician compared to Vanilla Ice.,11,1,3,(X (X) (X) (X)),0.0038133462,262.2368774,10.60031338,0.86517555,give_opinion,match_scores,1
11263,11263,1126,Neha Bhasin genre dance-pop. Olivia Newton-John genre dance-pop. Olivia Newton-John country of citizenship Australia. Neha Bhasin date of birth 1982-11-18T00:00:00Z. Neha Bhasin genre filmi music. Neha Bhasin country of citizenship India.,Neha Bhasin dance-pop Olivia Newton-John Australia 1982-11-18T00:00:00Z filmi music India,inform," Neha Bhasin is an Indian dance-pop and filmi music artist born on 1982-11-18T00:00:00Z. On the other hand, Olivia Newton-John is an Australian dance-pop artist.",24,1,6,(X (X) (X) (X) (X) (X) (X)),0.03243419136,30.83166122,27.69413275,0.8583265,inform,match_scores,1
11272,11272,1127,Dhurata Dora rating okay. Dhurata Dora country of citizenship Kosovo. Muharrem Qena country of citizenship Kosovo.,okay Dhurata Dora Kosovo Muharrem Qena,give_opinion," I think that Dhurata Dora and Muharrem Qena, both from Kosovo, are okay musicians.",14,1,3,(X (X) (X) (X)),0.003788673245,263.9446411,7.158561577,0.87412286,give_opinion,match_scores,1
11285,11285,1128,Zella Day rating okay. Zella Day record label Hollywood Records. Hollywood Records genre various genre.,okay Zella Day Hollywood Records various genre,verify_attribute,I know you said Zella Day was just okay. Are you not a fan of other artists from Hollywood Records with various genre?,23,1,3,(X (X) (X) (X)),0.005658268423,176.7325134,5.422591452,0.79408294,verify_attribute,match_scores,1
11299,11299,1129,Cage genre hip hop music. Mac Miller genre hip hop music. Mac Miller country of citizenship United States of America. Movies for the Blind performer Cage.,Cage hip hop music Mac Miller United States of America Movies for the Blind,inform," Cage and Mac Miller are both American hip hop music artists, with Cage having the notable song Movies for the Blind.",21,1,4,(X (X) (X) (X) (X)),0.004479893559,223.2195892,17.0595737,0.8158122,inform,match_scores,1
11302,11302,1130,Kip Moore genre country music. Steven Seagal genre country music. Steven Seagal date of birth 1952-04-10T00:00:00Z. Kip Moore record label Universal Music Group Nashville. Running for You performer Kip Moore. Kip Moore country of citizenship United States of America.,Kip Moore country music Steven Seagal 1952-04-10T00:00:00Z Universal Music Group Nashville Running for You United States of America,inform,Kip Moore is a country music artist from the United States who signed with Universal Music Group Nashville. He is most known for his song Running for You. Steven Seagal is also a country music artist born in 1952.,39,1,6,(X (X) (X) (X) (X) (X) (X)),0.03354447493,29.81116867,11.26111777,0.71689695,inform,match_scores,1
11317,11317,1131,Olivia Newton-John genre pop music. Heidi Brühl genre pop music. Heidi Brühl record label Philips Records. Olivia Newton-John genre country music. Olivia Newton-John award received Daytime Emmy Award. Olivia Newton-John award received Daytime Emmy Award.,Olivia Newton-John pop music Heidi Brühl Philips Records country music Daytime Emmy Award Daytime Emmy Award,inform,"
Olivia Newton-John is a pop and country music artist who won the Daytime Emmy Award. Heidi Brühl is a pop music artist signed to Philips Records.",26,1,6,(X (X) (X) (X) (X) (X) (X)),0.01688824173,59.21279526,9.809436521,0.8500141,inform,match_scores,1
11323,11323,1132,Zella Day record label Hollywood Records. Hollywood Records genre various genre. Innova Recordings genre various genre. Sunday in Heaven performer Zella Day. Zella Day genre indie pop.,Zella Day Hollywood Records various genre Innova Recordings Sunday in Heaven indie pop,inform,Zella Day is an indie pop artist who have released various genre of music under Hollywood Records and Innova Recordings. One of her notable work is Sunday in Heaven.,29,1,5,(X (X) (X) (X) (X) (X)),0.00947283026,105.5650711,8.810348847,0.88037986,inform,match_scores,1
11338,11338,1133,Barrett Strong record label Motown. Motown genre soul music. Ben l'Oncle Soul genre soul music.,Barrett Strong Motown soul music Ben l'Oncle Soul,inform," Barrett Strong is a soul music artist signed to the Motown record label, as is Ben l'Oncle Soul.",18,1,3,(X (X) (X) (X)),0.006379862314,156.7431946,10.83063051,0.8621406,inform,match_scores,1
11346,11346,1134,Billie Eilish award received MTV Europe Music Award for Best New Act. Doja Cat award received MTV Europe Music Award for Best New Act. Doja Cat genre contemporary R&B. Billie Eilish award received Time 100. Billie Eilish award received MTV Europe Music Award for Best Song. Billie Eilish award received Time 100.,Billie Eilish MTV Europe Music Award for Best New Act Doja Cat contemporary R&B Time 100 MTV Europe Music Award for Best Song Time 100,inform,Billie Eilish and Doja Cat both won the 2019 MTV Europe Music Award for Best New Act. Billie Eilish also received the Time 100 award and the MTV Europe Music Award for Best Song. Doja Cat is a contemporary R&B artist.,41,1,6,(X (X) (X) (X) (X) (X) (X)),0.0307734966,32.49549484,35.43532099,0.8871072,inform,match,1
11354,11354,1135,Hoku genre soul music. Ariana Grande genre soul music. Ariana Grande genre pop music. Another Dumb Blonde performer Hoku.,Hoku soul music Ariana Grande pop music Another Dumb Blonde,inform,Hoku is a soul music artist who performed Another Dumb Blonde with Ariana Grande.,14,1,4,(X (X) (X) (X) (X)),0.002869804599,348.45578,14.86599637,0.87594366,inform,match_scores,1
11363,11363,1136,Austin Butler genre pop music. Bella Poarch genre pop music. Bella Poarch record label Warner Records. Austin Butler award received Golden Globe Award for Best Actor – Motion Picture Drama.,Austin Butler pop music Bella Poarch Warner Records Golden Globe Award for Best Actor – Motion Picture Drama,inform," Austin Butler and Bella Poarch are both pop music artists. Austin Butler won the Golden Globe Award for Best Actor – Motion Picture Drama, while Bella Poarch is signed to Warner Records.",32,1,4,(X (X) (X) (X) (X)),0.01213280474,82.4211731,31.95569381,0.9100381,inform,match_scores,1
