,mr,da,test_pseudo_utt,domain,type,n_hops,num_triples,pseudo_mr
5688,request = yes | specifier = frustrating | publisher = Mayfair Games | domain = board game,request,Frustrating Mayfair Games,board games,board game,1,2,board game specifier frustrating. board game publisher Mayfair Games. board game domain board game.
5689,request = yes | specifier = engaging | genres = fantasy | domain = board game,request,Engaging Fantasy,board games,board game,1,2,board game specifier engaging. board game genre fantasy. board game domain board game.
5690,request = yes | specifier = frustrating | genres = wargame | domain = board game,request,Frustrating Wargame,board games,board game,1,2,board game specifier frustrating. board game genre wargame. board game domain board game.
5691,request = yes | specifier = stimulating | genres = horror fiction | domain = board game,request,Stimulating Horror Fiction,board games,board game,1,2,board game specifier stimulating. board game genre horror fiction. board game domain board game.
5692,request = yes | specifier = tedious | max_players = 5 | domain = board game,request,Tedious 5,board games,board game,1,2,board game specifier tedious. board game maximum number of players 5. board game domain board game.
5693,request = yes | specifier = engaging | publication_year = 1918 | domain = board game,request,Engaging 1918,board games,board game,1,2,board game specifier engaging. board game publication date 1918. board game domain board game.
5694,request = yes | specifier = engaging | max_players = 6 | domain = board game,request,Engaging 6,board games,board game,1,2,board game specifier engaging. board game maximum number of players 6. board game domain board game.
5695,request = yes | specifier = tedious | publisher = Ravensburger | domain = board game,request,Tedious Ravensburger,board games,board game,1,2,board game specifier tedious. board game publisher Ravensburger. board game domain board game.
5696,request = yes | specifier = straightforward | max_players = 4 | domain = board game,request,Straightforward 4,board games,board game,1,2,board game specifier straightforward. board game maximum number of players 4. board game domain board game.
5697,request = yes | specifier = stimulating | publication_year = 2014 | domain = board game,request,Stimulating 2014,board games,board game,1,2,board game specifier stimulating. board game publication date 2014. board game domain board game.
5698,request = yes | specifier = strategic | genres = strategy game | domain = board game,request,Strategic Strategy Game,board games,board game,1,2,board game specifier strategic. board game genre strategy game. board game domain board game.
5699,request = yes | specifier = frustrating | min_players = 2 | domain = board game,request,Frustrating 2,board games,board game,1,2,board game specifier frustrating. board game minimum number of players 2. board game domain board game.
5700,request = yes | specifier = stimulating | publication_year = 1951 | domain = board game,request,Stimulating 1951,board games,board game,1,2,board game specifier stimulating. board game publication date 1951. board game domain board game.
5701,request = yes | specifier = stimulating | publisher = White Wizard Games | domain = board game,request,Stimulating White Wizard Games,board games,board game,1,2,board game specifier stimulating. board game publisher White Wizard Games. board game domain board game.
5702,request = yes | specifier = engaging | publisher = Playmix | domain = board game,request,Engaging Playmix,board games,board game,1,2,board game specifier engaging. board game publisher Playmix. board game domain board game.
5703,request = yes | specifier = frustrating | developer = Klaus Teuber | domain = board game,request,Frustrating Klaus Teuber,board games,board game,1,2,board game specifier frustrating. board game developer Klaus Teuber. board game domain board game.
5704,request = yes | specifier = stimulating | min_players = 2 | domain = board game,request,Stimulating 2,board games,board game,1,2,board game specifier stimulating. board game minimum number of players 2. board game domain board game.
5705,request = yes | specifier = entertaning | publication_year = 1957 | domain = board game,request,Entertaning 1957,board games,board game,1,2,board game specifier entertaning. board game publication date 1957. board game domain board game.
5706,request = yes | specifier = entertaning | publication_year = 2015 | domain = board game,request,Entertaning 2015,board games,board game,1,2,board game specifier entertaning. board game publication date 2015. board game domain board game.
5707,request = yes | specifier = strategic | publisher = Franckh-Kosmos | domain = board game,request,Strategic Franckh-Kosmos,board games,board game,1,2,board game specifier strategic. board game publisher Franckh-Kosmos. board game domain board game.
5708,request = yes | specifier = confusing | publisher = Fantasy Flight Games | domain = board game,request,Confusing Fantasy Flight Games,board games,board game,1,2,board game specifier confusing. board game publisher Fantasy Flight Games. board game domain board game.
5709,request = yes | specifier = straightforward | publisher = Hasbro | domain = board game,request,Straightforward Hasbro,board games,board game,1,2,board game specifier straightforward. board game publisher Hasbro. board game domain board game.
5710,request = yes | specifier = straightforward | min_players = 1 | domain = board game,request,Straightforward 1,board games,board game,1,2,board game specifier straightforward. board game minimum number of players 1. board game domain board game.
5711,request = yes | specifier = educational | based_on = The Lord of the Rings | domain = board game,request,Educational The Lord Of The Rings,board games,board game,1,2,board game specifier educational. board game based on The Lord of the Rings. board game domain board game.
5712,request = yes | specifier = frustrating | publisher = Avalon Hill | domain = board game,request,Frustrating Avalon Hill,board games,board game,1,2,board game specifier frustrating. board game publisher Avalon Hill. board game domain board game.
5713,request = yes | specifier = uninspiring | publication_year = 2017 | domain = board game,request,Uninspiring 2017,board games,board game,1,2,board game specifier uninspiring. board game publication date 2017. board game domain board game.
5714,request = yes | specifier = strategic | max_players = 2 | domain = board game,request,Strategic 2,board games,board game,1,2,board game specifier strategic. board game maximum number of players 2. board game domain board game.
5715,request = yes | specifier = straightforward | genres = wargame | domain = board game,request,Straightforward Wargame,board games,board game,1,2,board game specifier straightforward. board game genre wargame. board game domain board game.
5716,request = yes | specifier = confusing | developer = Bruce Glassco | domain = board game,request,Confusing Bruce Glassco,board games,board game,1,2,board game specifier confusing. board game developer Bruce Glassco. board game domain board game.
5717,request = yes | specifier = entertaning | developer = Klaus Teuber | domain = board game,request,Entertaning Klaus Teuber,board games,board game,1,2,board game specifier entertaning. board game developer Klaus Teuber. board game domain board game.
5718,request = yes | specifier = engaging | genres = board wargame | domain = board game,request,Engaging Board Wargame,board games,board game,1,2,board game specifier engaging. board game genre board wargame. board game domain board game.
5719,request = yes | specifier = strategic | publisher = Ravensburger | domain = board game,request,Strategic Ravensburger,board games,board game,1,2,board game specifier strategic. board game publisher Ravensburger. board game domain board game.
5720,request = yes | specifier = uninspiring | genres = board wargame | domain = board game,request,Uninspiring Board Wargame,board games,board game,1,2,board game specifier uninspiring. board game genre board wargame. board game domain board game.
5721,request = yes | specifier = tedious | max_players = 6 | domain = board game,request,Tedious 6,board games,board game,1,2,board game specifier tedious. board game maximum number of players 6. board game domain board game.
5722,request = yes | specifier = uninspiring | max_players = 8 | domain = board game,request,Uninspiring 8,board games,board game,1,2,board game specifier uninspiring. board game maximum number of players 8. board game domain board game.
5723,request = yes | specifier = entertaning | genres = cooperative board game | domain = board game,request,Entertaning Cooperative Board Game,board games,board game,1,2,board game specifier entertaning. board game genre cooperative board game. board game domain board game.
5724,request = yes | specifier = tedious | game_mechanics = deductive reasoning | domain = board game,request,Tedious Deductive Reasoning,board games,board game,1,2,board game specifier tedious. board game game mechanics deductive reasoning. board game domain board game.
5725,request = yes | specifier = educational | genres = science fiction | domain = board game,request,Educational Science Fiction,board games,board game,1,2,board game specifier educational. board game genre science fiction. board game domain board game.
5726,request = yes | specifier = uninspiring | publication_year = 2006 | domain = board game,request,Uninspiring 2006,board games,board game,1,2,board game specifier uninspiring. board game publication date 2006. board game domain board game.
5727,request = yes | specifier = frustrating | max_players = 8 | domain = board game,request,Frustrating 8,board games,board game,1,2,board game specifier frustrating. board game maximum number of players 8. board game domain board game.
5728,request = yes | specifier = stimulating | genres = card game | domain = board game,request,Stimulating Card Game,board games,board game,1,2,board game specifier stimulating. board game genre card game. board game domain board game.
5729,request = yes | specifier = frustrating | based_on = mancala | domain = board game,request,Frustrating Mancala,board games,board game,1,2,board game specifier frustrating. board game based on mancala. board game domain board game.
5730,request = yes | specifier = frustrating | genres = deduction game | domain = board game,request,Frustrating Deduction Game,board games,board game,1,2,board game specifier frustrating. board game genre deduction game. board game domain board game.
5731,request = yes | specifier = entertaning | developer = Michel Matschoss | domain = board game,request,Entertaning Michel Matschoss,board games,board game,1,2,board game specifier entertaning. board game developer Michel Matschoss. board game domain board game.
5732,request = yes | specifier = strategic | country_of_origin = Finland | domain = board game,request,Strategic Finland,board games,board game,1,2,board game specifier strategic. board game country of origin Finland. board game domain board game.
5733,request = yes | specifier = frustrating | genres = cooperative board game | domain = board game,request,Frustrating Cooperative Board Game,board games,board game,1,2,board game specifier frustrating. board game genre cooperative board game. board game domain board game.
5734,request = yes | specifier = straightforward | genres = card game | domain = board game,request,Straightforward Card Game,board games,board game,1,2,board game specifier straightforward. board game genre card game. board game domain board game.
5735,request = yes | specifier = entertaning | genres = fantasy | domain = board game,request,Entertaning Fantasy,board games,board game,1,2,board game specifier entertaning. board game genre fantasy. board game domain board game.
5736,request = yes | specifier = frustrating | max_players = 6 | domain = board game,request,Frustrating 6,board games,board game,1,2,board game specifier frustrating. board game maximum number of players 6. board game domain board game.
5737,request = yes | specifier = straightforward | publication_year = 1988 | domain = board game,request,Straightforward 1988,board games,board game,1,2,board game specifier straightforward. board game publication date 1988. board game domain board game.
5738,request = yes | specifier = strategic | publication_year = 1918 | domain = board game,request,Strategic 1918,board games,board game,1,2,board game specifier strategic. board game publication date 1918. board game domain board game.
5739,request = yes | specifier = frustrating | publication_year = 2003 | domain = board game,request,Frustrating 2003,board games,board game,1,2,board game specifier frustrating. board game publication date 2003. board game domain board game.
5740,request = yes | specifier = engaging | publication_year = 1983 | domain = board game,request,Engaging 1983,board games,board game,1,2,board game specifier engaging. board game publication date 1983. board game domain board game.
5741,request = yes | specifier = entertaning | publisher = GMT Games | domain = board game,request,Entertaning Gmt Games,board games,board game,1,2,board game specifier entertaning. board game publisher GMT Games. board game domain board game.
5742,request = yes | specifier = engaging | publication_year = 1977 | domain = board game,request,Engaging 1977,board games,board game,1,2,board game specifier engaging. board game publication date 1977. board game domain board game.
5743,request = yes | specifier = educational | publication_year = 2006 | domain = board game,request,Educational 2006,board games,board game,1,2,board game specifier educational. board game publication date 2006. board game domain board game.
5744,request = yes | specifier = entertaning | publisher = Miro Company | domain = board game,request,Entertaning Miro Company,board games,board game,1,2,board game specifier entertaning. board game publisher Miro Company. board game domain board game.
5745,request = yes | specifier = strategic | genres = wargame | domain = board game,request,Strategic Wargame,board games,board game,1,2,board game specifier strategic. board game genre wargame. board game domain board game.
5746,request = yes | specifier = straightforward | game_mechanics = deductive reasoning | domain = board game,request,Straightforward Deductive Reasoning,board games,board game,1,2,board game specifier straightforward. board game game mechanics deductive reasoning. board game domain board game.
5747,request = yes | specifier = educational | publisher = Hans im Glück | domain = board game,request,Educational Hans Im Glück,board games,board game,1,2,board game specifier educational. board game publisher Hans im Glück. board game domain board game.
5748,request = yes | specifier = straightforward | publisher = Games Workshop | domain = board game,request,Straightforward Games Workshop,board games,board game,1,2,board game specifier straightforward. board game publisher Games Workshop. board game domain board game.
5749,request = yes | specifier = entertaning | genres = board wargame | domain = board game,request,Entertaning Board Wargame,board games,board game,1,2,board game specifier entertaning. board game genre board wargame. board game domain board game.
5750,request = yes | specifier = educational | min_players = 3 | domain = board game,request,Educational 3,board games,board game,1,2,board game specifier educational. board game minimum number of players 3. board game domain board game.
5751,request = yes | specifier = stimulating | max_players = 6 | domain = board game,request,Stimulating 6,board games,board game,1,2,board game specifier stimulating. board game maximum number of players 6. board game domain board game.
5752,request = yes | specifier = confusing | developer = Karen Seyfarth | domain = board game,request,Confusing Karen Seyfarth,board games,board game,1,2,board game specifier confusing. board game developer Karen Seyfarth. board game domain board game.
5753,request = yes | specifier = straightforward | country_of_origin = Finland | domain = board game,request,Straightforward Finland,board games,board game,1,2,board game specifier straightforward. board game country of origin Finland. board game domain board game.
5754,request = yes | specifier = stimulating | country_of_origin = United States of America | domain = board game,request,Stimulating United States Of America,board games,board game,1,2,board game specifier stimulating. board game country of origin United States of America. board game domain board game.
5755,request = yes | specifier = stimulating | max_players = 2 | domain = board game,request,Stimulating 2,board games,board game,1,2,board game specifier stimulating. board game maximum number of players 2. board game domain board game.
5756,request = yes | specifier = frustrating | genres = fantasy | domain = board game,request,Frustrating Fantasy,board games,board game,1,2,board game specifier frustrating. board game genre fantasy. board game domain board game.
5757,request = yes | specifier = tedious | publisher = Avalon Hill | domain = board game,request,Tedious Avalon Hill,board games,board game,1,2,board game specifier tedious. board game publisher Avalon Hill. board game domain board game.
5758,request = yes | specifier = entertaning | domain = board game,request,Entertaning,board games,board game,1,1,board game specifier entertaning. board game domain board game.
5759,request = yes | specifier = confusing | genres = card game | domain = board game,request,Confusing Card Game,board games,board game,1,2,board game specifier confusing. board game genre card game. board game domain board game.
5760,request = yes | specifier = tedious | publisher = Jumbo Games | domain = board game,request,Tedious Jumbo Games,board games,board game,1,2,board game specifier tedious. board game publisher Jumbo Games. board game domain board game.
5761,request = yes | specifier = confusing | genres = fantasy | domain = board game,request,Confusing Fantasy,board games,board game,1,2,board game specifier confusing. board game genre fantasy. board game domain board game.
5762,request = yes | specifier = uninspiring | domain = board game,request,Uninspiring,board games,board game,1,1,board game specifier uninspiring. board game domain board game.
5763,request = yes | specifier = frustrating | publication_year = 1973 | domain = board game,request,Frustrating 1973,board games,board game,1,2,board game specifier frustrating. board game publication date 1973. board game domain board game.
5764,request = yes | specifier = educational | min_players = 2 | domain = board game,request,Educational 2,board games,board game,1,2,board game specifier educational. board game minimum number of players 2. board game domain board game.
5765,request = yes | specifier = entertaning | genres = strategy game | domain = board game,request,Entertaning Strategy Game,board games,board game,1,2,board game specifier entertaning. board game genre strategy game. board game domain board game.
5766,request = yes | specifier = educational | publisher = Columbia Games | domain = board game,request,Educational Columbia Games,board games,board game,1,2,board game specifier educational. board game publisher Columbia Games. board game domain board game.
5767,request = yes | specifier = educational | publisher = Jumbo Games | domain = board game,request,Educational Jumbo Games,board games,board game,1,2,board game specifier educational. board game publisher Jumbo Games. board game domain board game.
5768,request = yes | specifier = stimulating | publication_year = 1979 | domain = board game,request,Stimulating 1979,board games,board game,1,2,board game specifier stimulating. board game publication date 1979. board game domain board game.
5769,request = yes | specifier = engaging | game_mechanics = cooperative gameplay | domain = board game,request,Engaging Cooperative Gameplay,board games,board game,1,2,board game specifier engaging. board game game mechanics cooperative gameplay. board game domain board game.
5770,request = yes | specifier = engaging | max_players = 4 | domain = board game,request,Engaging 4,board games,board game,1,2,board game specifier engaging. board game maximum number of players 4. board game domain board game.
5771,request = yes | specifier = uninspiring | min_players = 1 | domain = board game,request,Uninspiring 1,board games,board game,1,2,board game specifier uninspiring. board game minimum number of players 1. board game domain board game.
5772,request = yes | specifier = frustrating | publication_year = 1951 | domain = board game,request,Frustrating 1951,board games,board game,1,2,board game specifier frustrating. board game publication date 1951. board game domain board game.
5773,request = yes | specifier = stimulating | publisher = Hans im Glück | domain = board game,request,Stimulating Hans Im Glück,board games,board game,1,2,board game specifier stimulating. board game publisher Hans im Glück. board game domain board game.
5774,request = yes | specifier = confusing | genres = cooperative board game | domain = board game,request,Confusing Cooperative Board Game,board games,board game,1,2,board game specifier confusing. board game genre cooperative board game. board game domain board game.
5775,request = yes | specifier = confusing | min_players = 1 | domain = board game,request,Confusing 1,board games,board game,1,2,board game specifier confusing. board game minimum number of players 1. board game domain board game.
5776,request = yes | specifier = stimulating | max_players = 8 | domain = board game,request,Stimulating 8,board games,board game,1,2,board game specifier stimulating. board game maximum number of players 8. board game domain board game.
5777,request = yes | specifier = entertaning | publisher = Ravensburger | domain = board game,request,Entertaning Ravensburger,board games,board game,1,2,board game specifier entertaning. board game publisher Ravensburger. board game domain board game.
5778,request = yes | specifier = stimulating | genres = roll-and-move | domain = board game,request,Stimulating Roll-And-Move,board games,board game,1,2,board game specifier stimulating. board game genre roll-and-move. board game domain board game.
5779,request = yes | specifier = uninspiring | publication_year = 1918 | domain = board game,request,Uninspiring 1918,board games,board game,1,2,board game specifier uninspiring. board game publication date 1918. board game domain board game.
5780,request = yes | specifier = straightforward | genres = roll-and-move | domain = board game,request,Straightforward Roll-And-Move,board games,board game,1,2,board game specifier straightforward. board game genre roll-and-move. board game domain board game.
5781,request = yes | specifier = frustrating | domain = board game,request,Frustrating,board games,board game,1,1,board game specifier frustrating. board game domain board game.
5782,request = yes | specifier = strategic | country_of_origin = United States of America | domain = board game,request,Strategic United States Of America,board games,board game,1,2,board game specifier strategic. board game country of origin United States of America. board game domain board game.
5783,request = yes | specifier = tedious | based_on = Warhammer | domain = board game,request,Tedious Warhammer,board games,board game,1,2,board game specifier tedious. board game based on Warhammer. board game domain board game.
5784,request = yes | specifier = confusing | publisher = Ravensburger | domain = board game,request,Confusing Ravensburger,board games,board game,1,2,board game specifier confusing. board game publisher Ravensburger. board game domain board game.
5785,request = yes | specifier = educational | country_of_origin = Germany | domain = board game,request,Educational Germany,board games,board game,1,2,board game specifier educational. board game country of origin Germany. board game domain board game.
5786,request = yes | specifier = stimulating | genres = science fiction | domain = board game,request,Stimulating Science Fiction,board games,board game,1,2,board game specifier stimulating. board game genre science fiction. board game domain board game.
5787,request = yes | specifier = confusing | country_of_origin = Finland | domain = board game,request,Confusing Finland,board games,board game,1,2,board game specifier confusing. board game country of origin Finland. board game domain board game.
5788,request = yes | specifier = straightforward | max_players = 5 | domain = board game,request,Straightforward 5,board games,board game,1,2,board game specifier straightforward. board game maximum number of players 5. board game domain board game.
5789,request = yes | specifier = entertaning | publication_year = 1979 | domain = board game,request,Entertaning 1979,board games,board game,1,2,board game specifier entertaning. board game publication date 1979. board game domain board game.
5790,request = yes | specifier = educational | publication_year = 1979 | domain = board game,request,Educational 1979,board games,board game,1,2,board game specifier educational. board game publication date 1979. board game domain board game.
5791,request = yes | specifier = entertaning | genres = roll-and-move | domain = board game,request,Entertaning Roll-And-Move,board games,board game,1,2,board game specifier entertaning. board game genre roll-and-move. board game domain board game.
5792,request = yes | specifier = tedious | genres = strategy game | domain = board game,request,Tedious Strategy Game,board games,board game,1,2,board game specifier tedious. board game genre strategy game. board game domain board game.
5793,request = yes | specifier = educational | based_on = mancala | domain = board game,request,Educational Mancala,board games,board game,1,2,board game specifier educational. board game based on mancala. board game domain board game.
5794,request = yes | specifier = straightforward | publisher = Avalon Hill | domain = board game,request,Straightforward Avalon Hill,board games,board game,1,2,board game specifier straightforward. board game publisher Avalon Hill. board game domain board game.
5795,request = yes | specifier = strategic | min_players = 1 | domain = board game,request,Strategic 1,board games,board game,1,2,board game specifier strategic. board game minimum number of players 1. board game domain board game.
5796,request = yes | specifier = straightforward | genres = cooperative board game | domain = board game,request,Straightforward Cooperative Board Game,board games,board game,1,2,board game specifier straightforward. board game genre cooperative board game. board game domain board game.
5797,request = yes | specifier = straightforward | developer = Michel Matschoss | domain = board game,request,Straightforward Michel Matschoss,board games,board game,1,2,board game specifier straightforward. board game developer Michel Matschoss. board game domain board game.
5798,request = yes | specifier = straightforward | country_of_origin = United States of America | domain = board game,request,Straightforward United States Of America,board games,board game,1,2,board game specifier straightforward. board game country of origin United States of America. board game domain board game.
5799,request = yes | specifier = straightforward | publication_year = 2015 | domain = board game,request,Straightforward 2015,board games,board game,1,2,board game specifier straightforward. board game publication date 2015. board game domain board game.
5800,request = yes | specifier = entertaning | publisher = Columbia Games | domain = board game,request,Entertaning Columbia Games,board games,board game,1,2,board game specifier entertaning. board game publisher Columbia Games. board game domain board game.
5801,request = yes | specifier = straightforward | genres = abstract strategy game | domain = board game,request,Straightforward Abstract Strategy Game,board games,board game,1,2,board game specifier straightforward. board game genre abstract strategy game. board game domain board game.
5802,request = yes | specifier = strategic | genres = science fiction | domain = board game,request,Strategic Science Fiction,board games,board game,1,2,board game specifier strategic. board game genre science fiction. board game domain board game.
5803,request = yes | specifier = straightforward | max_players = 6 | domain = board game,request,Straightforward 6,board games,board game,1,2,board game specifier straightforward. board game maximum number of players 6. board game domain board game.
5804,request = yes | specifier = stimulating | genres = abstract strategy game | domain = board game,request,Stimulating Abstract Strategy Game,board games,board game,1,2,board game specifier stimulating. board game genre abstract strategy game. board game domain board game.
5805,request = yes | specifier = uninspiring | max_players = 2 | domain = board game,request,Uninspiring 2,board games,board game,1,2,board game specifier uninspiring. board game maximum number of players 2. board game domain board game.
5806,request = yes | specifier = uninspiring | min_players = 2 | domain = board game,request,Uninspiring 2,board games,board game,1,2,board game specifier uninspiring. board game minimum number of players 2. board game domain board game.
5807,request = yes | specifier = straightforward | developer = Bruce Glassco | domain = board game,request,Straightforward Bruce Glassco,board games,board game,1,2,board game specifier straightforward. board game developer Bruce Glassco. board game domain board game.
5808,request = yes | specifier = uninspiring | publication_year = 2000 | domain = board game,request,Uninspiring 2000,board games,board game,1,2,board game specifier uninspiring. board game publication date 2000. board game domain board game.
5809,request = yes | specifier = frustrating | publisher = White Wizard Games | domain = board game,request,Frustrating White Wizard Games,board games,board game,1,2,board game specifier frustrating. board game publisher White Wizard Games. board game domain board game.
5810,request = yes | specifier = entertaning | publisher = Games Workshop | domain = board game,request,Entertaning Games Workshop,board games,board game,1,2,board game specifier entertaning. board game publisher Games Workshop. board game domain board game.
5811,request = yes | specifier = confusing | max_players = 4 | domain = board game,request,Confusing 4,board games,board game,1,2,board game specifier confusing. board game maximum number of players 4. board game domain board game.
5812,request = yes | specifier = uninspiring | genres = deduction game | domain = board game,request,Uninspiring Deduction Game,board games,board game,1,2,board game specifier uninspiring. board game genre deduction game. board game domain board game.
5813,request = yes | specifier = engaging | developer = Larry Harris | domain = board game,request,Engaging Larry Harris,board games,board game,1,2,board game specifier engaging. board game developer Larry Harris. board game domain board game.
5814,request = yes | specifier = engaging | publication_year = 2003 | domain = board game,request,Engaging 2003,board games,board game,1,2,board game specifier engaging. board game publication date 2003. board game domain board game.
5815,request = yes | specifier = stimulating | publication_year = 2017 | domain = board game,request,Stimulating 2017,board games,board game,1,2,board game specifier stimulating. board game publication date 2017. board game domain board game.
5816,request = yes | specifier = engaging | max_players = 5 | domain = board game,request,Engaging 5,board games,board game,1,2,board game specifier engaging. board game maximum number of players 5. board game domain board game.
5817,request = yes | specifier = engaging | max_players = 8 | domain = board game,request,Engaging 8,board games,board game,1,2,board game specifier engaging. board game maximum number of players 8. board game domain board game.
5818,request = yes | specifier = uninspiring | publisher = Hans im Glück | domain = board game,request,Uninspiring Hans Im Glück,board games,board game,1,2,board game specifier uninspiring. board game publisher Hans im Glück. board game domain board game.
5819,request = yes | specifier = frustrating | publication_year = 1988 | domain = board game,request,Frustrating 1988,board games,board game,1,2,board game specifier frustrating. board game publication date 1988. board game domain board game.
5820,request = yes | specifier = straightforward | publisher = Jumbo Games | domain = board game,request,Straightforward Jumbo Games,board games,board game,1,2,board game specifier straightforward. board game publisher Jumbo Games. board game domain board game.
5821,request = yes | specifier = engaging | domain = board game,request,Engaging,board games,board game,1,1,board game specifier engaging. board game domain board game.
5822,request = yes | specifier = entertaning | instance_of = board game | domain = board game,request,Entertaning Board Game,board games,board game,1,2,board game specifier entertaning. board game instance of board game. board game domain board game.
5823,request = yes | specifier = engaging | min_players = 1 | domain = board game,request,Engaging 1,board games,board game,1,2,board game specifier engaging. board game minimum number of players 1. board game domain board game.
5824,request = yes | specifier = confusing | max_players = 8 | domain = board game,request,Confusing 8,board games,board game,1,2,board game specifier confusing. board game maximum number of players 8. board game domain board game.
5825,request = yes | specifier = engaging | publisher = Miro Company | domain = board game,request,Engaging Miro Company,board games,board game,1,2,board game specifier engaging. board game publisher Miro Company. board game domain board game.
5826,request = yes | specifier = straightforward | publisher = Hans im Glück | domain = board game,request,Straightforward Hans Im Glück,board games,board game,1,2,board game specifier straightforward. board game publisher Hans im Glück. board game domain board game.
5827,request = yes | specifier = uninspiring | publication_year = 1981 | domain = board game,request,Uninspiring 1981,board games,board game,1,2,board game specifier uninspiring. board game publication date 1981. board game domain board game.
5828,request = yes | specifier = uninspiring | publication_year = 2015 | domain = board game,request,Uninspiring 2015,board games,board game,1,2,board game specifier uninspiring. board game publication date 2015. board game domain board game.
5829,request = yes | specifier = stimulating | genres = strategy game | domain = board game,request,Stimulating Strategy Game,board games,board game,1,2,board game specifier stimulating. board game genre strategy game. board game domain board game.
5830,request = yes | specifier = tedious | instance_of = board game | domain = board game,request,Tedious Board Game,board games,board game,1,2,board game specifier tedious. board game instance of board game. board game domain board game.
5831,request = yes | specifier = stimulating | domain = board game,request,Stimulating,board games,board game,1,1,board game specifier stimulating. board game domain board game.
5832,request = yes | specifier = uninspiring | genres = wargame | domain = board game,request,Uninspiring Wargame,board games,board game,1,2,board game specifier uninspiring. board game genre wargame. board game domain board game.
5833,request = yes | specifier = entertaning | developer = Larry Harris | domain = board game,request,Entertaning Larry Harris,board games,board game,1,2,board game specifier entertaning. board game developer Larry Harris. board game domain board game.
5834,request = yes | specifier = strategic | genres = cooperative board game | domain = board game,request,Strategic Cooperative Board Game,board games,board game,1,2,board game specifier strategic. board game genre cooperative board game. board game domain board game.
5835,request = yes | specifier = tedious | country_of_origin = Finland | domain = board game,request,Tedious Finland,board games,board game,1,2,board game specifier tedious. board game country of origin Finland. board game domain board game.
5836,request = yes | specifier = stimulating | country_of_origin = Finland | domain = board game,request,Stimulating Finland,board games,board game,1,2,board game specifier stimulating. board game country of origin Finland. board game domain board game.
5837,request = yes | specifier = strategic | genres = abstract strategy game | domain = board game,request,Strategic Abstract Strategy Game,board games,board game,1,2,board game specifier strategic. board game genre abstract strategy game. board game domain board game.
5838,request = yes | specifier = entertaning | publisher = White Wizard Games | domain = board game,request,Entertaning White Wizard Games,board games,board game,1,2,board game specifier entertaning. board game publisher White Wizard Games. board game domain board game.
5839,request = yes | specifier = educational | genres = abstract strategy game | domain = board game,request,Educational Abstract Strategy Game,board games,board game,1,2,board game specifier educational. board game genre abstract strategy game. board game domain board game.
5840,request = yes | specifier = stimulating | min_players = 3 | domain = board game,request,Stimulating 3,board games,board game,1,2,board game specifier stimulating. board game minimum number of players 3. board game domain board game.
5841,request = yes | specifier = educational | genres = wargame | domain = board game,request,Educational Wargame,board games,board game,1,2,board game specifier educational. board game genre wargame. board game domain board game.
5842,request = yes | specifier = frustrating | min_players = 3 | domain = board game,request,Frustrating 3,board games,board game,1,2,board game specifier frustrating. board game minimum number of players 3. board game domain board game.
5843,request = yes | specifier = confusing | developer = Michel Matschoss | domain = board game,request,Confusing Michel Matschoss,board games,board game,1,2,board game specifier confusing. board game developer Michel Matschoss. board game domain board game.
5844,request = yes | specifier = engaging | publisher = Avalon Hill | domain = board game,request,Engaging Avalon Hill,board games,board game,1,2,board game specifier engaging. board game publisher Avalon Hill. board game domain board game.
5845,request = yes | specifier = tedious | genres = card game | domain = board game,request,Tedious Card Game,board games,board game,1,2,board game specifier tedious. board game genre card game. board game domain board game.
5846,request = yes | specifier = uninspiring | country_of_origin = United States of America | domain = board game,request,Uninspiring United States Of America,board games,board game,1,2,board game specifier uninspiring. board game country of origin United States of America. board game domain board game.
5847,request = yes | specifier = educational | publication_year = 2004 | domain = board game,request,Educational 2004,board games,board game,1,2,board game specifier educational. board game publication date 2004. board game domain board game.
5848,request = yes | specifier = uninspiring | publisher = Avalon Hill | domain = board game,request,Uninspiring Avalon Hill,board games,board game,1,2,board game specifier uninspiring. board game publisher Avalon Hill. board game domain board game.
5849,request = yes | specifier = frustrating | publication_year = 2004 | domain = board game,request,Frustrating 2004,board games,board game,1,2,board game specifier frustrating. board game publication date 2004. board game domain board game.
5850,request = yes | specifier = stimulating | publisher = Fantasy Flight Games | domain = board game,request,Stimulating Fantasy Flight Games,board games,board game,1,2,board game specifier stimulating. board game publisher Fantasy Flight Games. board game domain board game.
5851,request = yes | specifier = entertaning | max_players = 6 | domain = board game,request,Entertaning 6,board games,board game,1,2,board game specifier entertaning. board game maximum number of players 6. board game domain board game.
5852,request = yes | specifier = straightforward | publication_year = 2005 | domain = board game,request,Straightforward 2005,board games,board game,1,2,board game specifier straightforward. board game publication date 2005. board game domain board game.
5853,request = yes | specifier = educational | genres = board wargame | domain = board game,request,Educational Board Wargame,board games,board game,1,2,board game specifier educational. board game genre board wargame. board game domain board game.
5854,request = yes | specifier = uninspiring | genres = science fiction | domain = board game,request,Uninspiring Science Fiction,board games,board game,1,2,board game specifier uninspiring. board game genre science fiction. board game domain board game.
5855,request = yes | specifier = uninspiring | developer = Reiner Knizia | domain = board game,request,Uninspiring Reiner Knizia,board games,board game,1,2,board game specifier uninspiring. board game developer Reiner Knizia. board game domain board game.
5856,request = yes | specifier = engaging | genres = wargame | domain = board game,request,Engaging Wargame,board games,board game,1,2,board game specifier engaging. board game genre wargame. board game domain board game.
