index,mr_new,pseudo_mr,da,text,num_hops,num_triples,LM_prob,PPL,pseudo_bleu,scores,pred,criteria,shape,,
1640,Venus Williams rating okay. Venus Williams stats leader N/A. Venus Williams sport tennis. Venus Williams domain athletes.,Venus Williams Okay N/A Tennis,verify_attribute,You said that Venus Williams was just okay. Do you think that applies to other tennis players as well?,1,4,0.02672552568,37.4174118,3.632169883,0.6870522,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,19
1641,Kiki VanDeWeghe rating okay. Kiki VanDeWeghe start time 1980. Kiki VanDeWeghe stats leader N/A. Kiki VanDeWeghe domain athletes.,Kiki Vandeweghe Okay 1980 N/A,verify_attribute,You said that Kiki VanDeWeghe was okay when he started in 1980. Do you think that most athletes from that time were just okay?,1,4,0.01738026158,57.53653336,1.717906001,0.676868,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,24
1642,Billy Vunipola rating okay. Billy Vunipola stats leader N/A. Billy Vunipola start time 2011. Billy Vunipola domain athletes.,Billy Vunipola Okay N/A 2011,verify_attribute,You said that Billy Vunipola was okay. Is that the same opinion you have for athletes who started playing around 2011?,1,4,0.01197780662,83.48773956,3.644667089,0.6765902,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,21
1643,"John Kirwan rating okay. John Kirwan sport rugby union. John Kirwan sports teams Auckland RFU, Marist Brothers Old Boys RFC. John Kirwan domain athletes.","John Kirwan Okay Rugby Union Auckland Rfu, Marist Brothers Old Boys Rfc",verify_attribute,You said that John Kirwan was only okay. Is that how you would describe other rugby union players from Auckland RFU and Marist Brothers Old Boys RFC?,1,4,0.004802542909,208.2230225,9.955744016,0.8963198,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,27
1644,Paul Pogba rating okay. Paul Pogba stats leader match 51 of 2014 FIFA World Cup. Paul Pogba sport association football. Paul Pogba domain athletes.,Paul Pogba Okay Match 51 Of 2014 Fifa World Cup Association Football,verify_attribute,You said that Paul Pogba was only okay in match 51 of 2014 FIFA World Cup. Do you feel the same way about other association football players?,1,4,0.01467586506,68.13908386,4.027629651,0.8806526,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,27
1645,Kobe Bryant rating excellent. Kobe Bryant start time 1996. Kobe Bryant awards Academy Award for Best Animated Short Film. Kobe Bryant domain athletes.,Kobe Bryant Excellent 1996 Academy Award For Best Animated Short Film,verify_attribute,You said that Kobe Bryant is excellent and won an Academy Award for Best Animated Short Film. Do you think highly of all athletes who started competing in 1996?,1,4,0.01370255262,72.97910309,10.44842628,0.83086467,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,29
1646,Davie Selke rating okay. Davie Selke start time 2013. Davie Selke stats leader 2014 UEFA European Under-19 Football Championship. Davie Selke domain athletes.,Davie Selke Okay 2013 2014 Uefa European Under-19 Football Championship,verify_attribute,You told me that Davie Selke is okay. Is that how you would describe all athletes who started in 2013 and were stats leaders in the 2014 UEFA European Under-19 Football Championship?,1,4,0.0101815713,98.21666718,8.70800884,0.82143676,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,32
1647,Wilt Chamberlain rating good. Wilt Chamberlain start time 1959. Wilt Chamberlain team positions center. Wilt Chamberlain domain athletes.,Wilt Chamberlain Good 1959 Center,verify_attribute,You mentioned that you think Wilt Chamberlain was good when he started playing in 1959. Do you think all centers from that era were good players?,1,4,0.03372506464,29.65153694,2.955622942,0.67178756,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,26
1648,Alexis Mac Allister rating okay. Alexis Mac Allister stats leader Poland v Argentina. Alexis Mac Allister height 176. Alexis Mac Allister domain athletes.,Alexis Mac Allister Okay Poland V Argentina 176,verify_attribute,You said that you thought Alexis Mac Allister was okay. Is your opinion the same for other 176 cm athletes who are stats leaders in Poland v Argentina?,1,4,0.004429899823,225.738739,5.495757365,0.7481254,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,28
1649,Arike Ogunbowale rating okay. Arike Ogunbowale start time 2019. Arike Ogunbowale awards ACC Athlete of the Year. Arike Ogunbowale domain athletes.,Arike Ogunbowale Okay 2019 Acc Athlete Of The Year,verify_attribute,You said Arike Ogunbowale was okay when she won ACC Athlete of the Year in 2019. Do you think all athletes who started in that year are okay?,1,4,0.01311157271,76.26850128,3.122192976,0.84562147,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,28
1650,"Yari Verschaeren rating okay. Yari Verschaeren team positions midfielder. Yari Verschaeren sports teams R.S.C. Anderlecht, Belgium national under-21 football team. Yari Verschaeren domain athletes.","Yari Verschaeren Okay Midfielder R.S.C. Anderlecht, Belgium National Under-21 Football Team",verify_attribute,You said that Yari Verschaeren was okay. Do you think other midfielders from R.S.C. Anderlecht and the Belgium national under-21 football team are only okay?,1,4,0.01163633368,85.93772125,20.06893275,0.89929205,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,25
1651,"Yari Verschaeren rating okay. Yari Verschaeren sports teams R.S.C. Anderlecht, Belgium national under-21 football team. Yari Verschaeren team positions midfielder. Yari Verschaeren domain athletes.","Yari Verschaeren Okay R.S.C. Anderlecht, Belgium National Under-21 Football Team Midfielder",verify_attribute,You said that Yari Verschaeren was okay. Do you feel that way about most midfielders who play for R.S.C. Anderlecht and the Belgium national under-21 football team?,1,4,0.01462722625,68.36566162,18.83240896,0.8883763,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,27
1652,Wilt Chamberlain rating good. Wilt Chamberlain awards NBA All-Star Game Kobe Bryant Most Valuable Player Award. Wilt Chamberlain stats leader 1959–60 NBA season. Wilt Chamberlain domain athletes.,Wilt Chamberlain Good Nba All-Star Game Kobe Bryant Most Valuable Player Award 1959–60 Nba Season,verify_attribute,You seemed to really admire Wilt Chamberlain for winning the NBA All-Star Game Kobe Bryant Most Valuable Player Award and being the stats leader of the 1959–60 NBA season. Do you think that all athletes of his caliber are just as good?,1,4,0.02891852819,34.57990646,16.87183859,0.8865847,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,42
1653,Luigi Di Biagio rating okay. Luigi Di Biagio num awards 1. Luigi Di Biagio awards Knight of the Order of Merit of the Italian Republic. Luigi Di Biagio domain athletes.,Luigi Di Biagio Okay 1 Knight Of The Order Of Merit Of The Italian Republic,verify_attribute,You said Luigi Di Biagio was okay despite receiving the Knight of the Order of Merit of the Italian Republic. Do you think other athletes with one award are just okay?,1,4,0.008933009922,111.9443512,5.912329025,0.81515175,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,31
1654,"Ahmad Nourollahi rating okay. Ahmad Nourollahi sports teams Persepolis F.C., Iran national under-20 football team. Ahmad Nourollahi team positions midfielder. Ahmad Nourollahi domain athletes.","Ahmad Nourollahi Okay Persepolis F.C., Iran National Under-20 Football Team Midfielder",verify_attribute,You told me that Ahmad Nourollahi was okay. Do you think that other midfielders from Persepolis F.C. and Iran national under-20 football team are also just okay?,1,4,0.009141480437,109.3914719,12.91353308,0.8924408,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,27
1655,Andy Murray rating good. Andy Murray num awards 5. Andy Murray sport tennis. Andy Murray domain athletes.,Andy Murray Good 5 Tennis,verify_attribute,You told me that Andy Murray is good despite having only 5 awards in tennis. Do you think that other tennis players with 5 awards are good as well?,1,4,0.0241257028,41.4495697,2.65459378,0.7529859,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,29
1656,O. J. Simpson rating okay. O. J. Simpson num awards 2. O. J. Simpson sport athletics. O. J. Simpson domain athletes.,O. J. Simpson Okay 2 Athletics,verify_attribute,You said that O. J. Simpson has done okay despite his two awards. Do you think that this applies to other athletics athletes as well?,1,4,0.02038750761,49.04964447,12.04542218,0.7056047,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,25
1657,"Magic Johnson rating excellent. Magic Johnson sport basketball. Magic Johnson sports teams Los Angeles Lakers, Michigan State Spartans mens basketball. Magic Johnson domain athletes.","Magic Johnson Excellent Basketball Los Angeles Lakers, Michigan State Spartans Mens Basketball",verify_attribute,You said that Magic Johnson is excellent at basketball. Do you think he is one of the best athletes for Los Angeles Lakers and Michigan State Spartans mens basketball teams?,1,4,0.02986638716,33.48245621,8.25101291,0.88507193,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,30
1658,Paul Pogba rating okay. Paul Pogba num awards 1. Paul Pogba team positions midfielder. Paul Pogba domain athletes.,Paul Pogba Okay 1 Midfielder,verify_attribute,You said that Paul Pogba was okay despite winning only 1 award. Do you think this is how you would describe all midfielders?,1,4,0.01487664108,67.21947479,3.333744983,0.6540297,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,23
1659,Giannis Antetokounmpo rating good. Giannis Antetokounmpo stats leader 2021 NBA All-Star Game. Giannis Antetokounmpo team positions power forward. Giannis Antetokounmpo domain athletes.,Giannis Antetokounmpo Good 2021 Nba All-Star Game Power Forward,verify_attribute,You said you like Giannis Antetokounmpo because he was a stats leader in the 2021 NBA All-Star Game. Do you think his performance is great for all power forward players?,1,4,0.03646907045,27.42049599,3.469123589,0.8359276,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,30
1660,"Sam Morsy rating okay. Sam Morsy stats leader N/A. Sam Morsy sports teams Chesterfield F.C., Port Vale F.C.. Sam Morsy domain athletes.","Sam Morsy Okay N/A Chesterfield F.C., Port Vale F.C.",verify_attribute,You said that Sam Morsy is okay. Is that how you would describe all players who are part of Chesterfield F.C. and Port Vale F.C.?,1,4,0.02265283322,44.14458847,26.08952262,0.78233755,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,25
1661,Robert Lewandowski rating good. Robert Lewandowski start time 2006. Robert Lewandowski awards UEFA Mens Player of the Year Award. Robert Lewandowski domain athletes.,Robert Lewandowski Good 2006 Uefa Mens Player Of The Year Award,verify_attribute,You said Robert Lewandowski is good and he won the UEFA Mens Player of the Year Award. Do you think other athletes who started in 2006 have similar abilities?,1,4,0.01480578645,67.54116058,4.317900024,0.85932237,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,29
1662,Kendall Gill rating okay. Kendall Gill num awards 0. Kendall Gill start time 1990. Kendall Gill domain athletes.,Kendall Gill Okay 0 1990,verify_attribute,You said that Kendall Gill was okay even though he had no awards since 1990. Do you think other atheletes with zero awards from that time are just okay?,1,4,0.008118718921,123.172142,2.65459378,0.6691339,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,29
1663,Oleksandr Usyk rating good. Oleksandr Usyk sports teams N/A. Oleksandr Usyk team positions N/A. Oleksandr Usyk domain athletes.,Oleksandr Usyk Good N/A N/A,verify_attribute," You seem to like Oleksandr Usyk, even though he doesn't have a team or position. Do you think that other athletes without teams or positions are as good as Oleksandr Usyk?",1,4,0.05864221869,17.05256081,2.17700221,0.5809342,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,31
1664,Leon Osman rating okay. Leon Osman num awards 0. Leon Osman start time 2002. Leon Osman domain athletes.,Leon Osman Okay 0 2002,verify_attribute,You said that Leon Osman was okay even though he had no awards. Do you think that most athletes who started in 2002 are just okay?,1,4,0.01375500286,72.70082092,2.955622942,0.6441879,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,26
1665,David Campese rating good. David Campese stats leader N/A. David Campese height 180. David Campese domain athletes.,David Campese Good N/A 180,verify_attribute,You said you like David Campese even though he isn't a stats leader. Do you think that all 180cm tall athletes are good?,1,4,0.008405134242,118.9748993,3.012378646,0.5007745,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,23
1666,Luigi Di Biagio rating okay. Luigi Di Biagio sport association football. Luigi Di Biagio team positions midfielder. Luigi Di Biagio domain athletes.,Luigi Di Biagio Okay Association Football Midfielder,verify_attribute,You said that Luigi Di Biagio was only okay. Is that how you feel about all association football midfielders?,1,4,0.007010977975,142.6334534,6.760229885,0.8524245,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,19
1667,"John Fleck rating okay. John Fleck sports teams Rangers F.C., Scotland national under-17 football team. John Fleck start time 2007. John Fleck domain athletes.","John Fleck Okay Rangers F.C., Scotland National Under-17 Football Team 2007",verify_attribute,You said that John Fleck was only okay. Is that how you would describe athletes who started playing in 2007 for Rangers F.C. and Scotland national under-17 football team?,1,4,0.009271447384,107.8580246,12.48000642,0.83754134,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,29
1668,Leon Osman rating okay. Leon Osman sport association football. Leon Osman height 173. Leon Osman domain athletes.,Leon Osman Okay Association Football 173,verify_attribute,You said Leon Osman is okay. Is that your opinion of all 173 cm association football players?,1,4,0.002696614493,370.8353577,4.48083616,0.77822787,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,17
1669,Kobe Bryant rating excellent. Kobe Bryant height 198. Kobe Bryant awards NBA All-Defensive Team. Kobe Bryant domain athletes.,Kobe Bryant Excellent 198 Nba All-Defensive Team,verify_attribute,You said you love Kobe Bryant for his height of 198cm and being a part of the NBA All-Defensive Team. Do you think all athletes who have won the NBA All-Defensive Team are excellent?,1,4,0.04227084533,23.65696716,2.900074466,0.85294586,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,34
1670,Nilmar rating okay. Nilmar team positions forward. Nilmar sport association football. Nilmar domain athletes.,Nilmar Okay Forward Association Football,verify_attribute,You said that Nilmar was only okay when playing as a forward in association football. Do you think this is true for all football forwards?,1,4,0.008643324135,115.696228,1.387819278,0.7802806,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,25
1671,Conor Washington rating okay. Conor Washington stats leader N/A. Conor Washington num awards 0. Conor Washington domain athletes.,Conor Washington Okay N/A 0,verify_attribute,You said that Conor Washington is only okay. Do you think that other athletes with no awards and no stats leader title are just okay too?,1,4,0.005440911778,183.7927246,2.670706812,0.5039791,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,26
1672,Zizinho rating okay. Zizinho stats leader N/A. Zizinho sport association football. Zizinho domain athletes.,Zizinho Okay N/A Association Football,verify_attribute,You said that Zizinho was only okay. Do you feel the same way about other association football players in general?,1,4,0.009815405496,101.880661,1.727223799,0.6573671,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,20
1673,Wilt Chamberlain rating good. Wilt Chamberlain num awards 6. Wilt Chamberlain team positions center. Wilt Chamberlain domain athletes.,Wilt Chamberlain Good 6 Center,verify_attribute,You said that Wilt Chamberlain was good even with his six awards. Do you think centers with the same awards are as good as Wilt Chamberlain?,1,4,0.01972640954,50.69346237,2.670706812,0.7116183,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,26
1674,John Fleck rating okay. John Fleck stats leader N/A. John Fleck awards N/A. John Fleck domain athletes.,John Fleck Okay N/A N/A,verify_attribute,You said that you think John Fleck is just okay. Is this the case for all athletes who have not been a stats leader or won any awards?,1,4,0.010372059,96.41287231,2.482988683,0.35520563,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,28
1675,Floyd Mayweather rating okay. Floyd Mayweather team positions N/A. Floyd Mayweather awards WBO World Welterweight Champion. Floyd Mayweather domain athletes.,Floyd Mayweather Okay N/A Wbo World Welterweight Champion,verify_attribute,You said that Floyd Mayweather was alright. Do you think that most WBO World Welterweight Champions are okay?,1,4,0.02747001309,36.40333176,5.415315254,0.7700784,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,18
1676,Ahmad Nourollahi rating okay. Ahmad Nourollahi team positions midfielder. Ahmad Nourollahi num awards 0. Ahmad Nourollahi domain athletes.,Ahmad Nourollahi Okay Midfielder 0,verify_attribute," You said that Ahmad Nourollahi was okay, even though he doesn't have any awards. Do you think this is true for other midfielders too?",1,4,0.0146171583,68.41275024,2.775638556,0.7258369,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,24
1677,John Kirwan rating okay. John Kirwan num awards 3. John Kirwan team positions winger. John Kirwan domain athletes.,John Kirwan Okay 3 Winger,verify_attribute,You mentioned that John Kirwan was okay despite his 3 awards as a winger. Do you think that other wingers with his level of success are just okay?,1,4,0.01291603112,77.42316437,2.747878682,0.76698464,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,28
1678,Sammy Ameobi rating okay. Sammy Ameobi stats leader N/A. Sammy Ameobi team positions forward. Sammy Ameobi domain athletes.,Sammy Ameobi Okay N/A Forward,verify_attribute," You told me that Sammy Ameobi was okay. Do you think that most forwards, regardless of stats leader, are just okay?",1,4,0.01069401351,93.51026154,3.012378646,0.6645287,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,21
1679,"LeBron James rating excellent. LeBron James sports teams Miami Heat, Los Angeles Lakers. LeBron James start time 2003. LeBron James domain athletes.","Lebron James Excellent Miami Heat, Los Angeles Lakers 2003",verify_attribute,You told me that you love LeBron James since he started playing in 2003 for Miami Heat and Los Angeles Lakers. Do you think all athletes in those teams are excellent?,1,4,0.02301272475,43.45421982,5.718216681,0.79332924,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,31
1680,Nick Kyrgios rating okay. Nick Kyrgios awards N/A. Nick Kyrgios stats leader N/A. Nick Kyrgios domain athletes.,Nick Kyrgios Okay N/A N/A,verify_attribute,You said that you think Nick Kyrgios is only okay. Do you think this is true for other athletes as well?,1,4,0.04289006639,23.31542206,3.293328484,0.5025673,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,21
1681,Lionel Messi rating excellent. Lionel Messi start time 2004. Lionel Messi num awards 48. Lionel Messi domain athletes.,Lionel Messi Excellent 2004 48,verify_attribute,You told me that you love Lionel Messi since he started playing in 2004 and has won 48 awards. Do you think other athletes who started in 2004 also deserve such admiration?,1,4,0.0188513508,53.04659653,2.588906517,0.6475035,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,32
1682,Djamel Belmadi rating okay. Djamel Belmadi height 175. Djamel Belmadi team positions midfielder. Djamel Belmadi domain athletes.,Djamel Belmadi Okay 175 Midfielder,verify_attribute,You said that Djamel Belmadi was okay. Is that how you would describe all 175 cm tall midfielders?,1,4,0.007749092849,129.0473633,4.2377132,0.80977476,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,18
1683,Sammy Ameobi rating okay. Sammy Ameobi team positions forward. Sammy Ameobi awards N/A. Sammy Ameobi domain athletes.,Sammy Ameobi Okay Forward N/A,verify_attribute,You told me that Sammy Ameobi was only okay. Do you think that's the case for all forwards who don't have any awards?,1,4,0.0213943319,46.74135208,3.012378646,0.65457326,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,23
1684,Djamel Belmadi rating okay. Djamel Belmadi num awards 0. Djamel Belmadi start time 1996. Djamel Belmadi domain athletes.,Djamel Belmadi Okay 0 1996,verify_attribute,You said that Djamel Belmadi was okay despite having 0 awards since 1996. Do you think that most atheletes of that time are only okay?,1,4,0.007747803877,129.0688324,3.300809119,0.8042658,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,25
1685,"Leon Osman rating okay. Leon Osman awards N/A. Leon Osman sports teams England national association football team, Carlisle United F.C.. Leon Osman domain athletes.","Leon Osman Okay N/A England National Association Football Team, Carlisle United F.C.",verify_attribute,You said Leon Osman was okay. Do you think that other athletes who play for England national association football team and Carlisle United F.C. are just okay?,1,4,0.01197443738,83.51123047,16.55335467,0.83478564,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,27
1686,"Leon Osman rating okay. Leon Osman num awards 0. Leon Osman sports teams Everton F.C., England national under-16 association football team. Leon Osman domain athletes.","Leon Osman Okay 0 Everton F.C., England National Under-16 Association Football Team",verify_attribute,You mentioned that Leon Osman was only okay despite having zero awards. Do you think that most athletes from Everton F.C. and England national under-16 association football team are just okay?,1,4,0.007600491731,131.5704346,11.41463319,0.82291955,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,31
1687,David Campese rating good. David Campese awards World Rugby Hall of Fame. David Campese team positions winger. David Campese domain athletes.,David Campese Good World Rugby Hall Of Fame Winger,verify_attribute,You said you really like David Campese because of his World Rugby Hall of Fame award. Do you think that all rugby wingers deserve such appreciation?,1,4,0.01234617789,80.99672699,6.541868942,0.8026563,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,26
1688,Peter Lorimer rating okay. Peter Lorimer start time 1962. Peter Lorimer awards N/A. Peter Lorimer domain athletes.,Peter Lorimer Okay 1962 N/A,verify_attribute,You said Peter Lorimer was okay when he started playing in 1962. Do you think that other athletes from that era are only okay?,1,4,0.01546917065,64.64470673,3.197383344,0.6511168,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,24
1689,David Beckham rating excellent. David Beckham awards Best Male Soccer Player ESPY Award. David Beckham sport association football. David Beckham domain athletes.,David Beckham Excellent Best Male Soccer Player Espy Award Association Football,verify_attribute,You love David Beckham for winning the Best Male Soccer Player ESPY Award. Do you think that association football players are all excellent?,1,4,0.007634911968,130.9772797,11.65390745,0.9099771,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,23
1690,Anthony Joshua rating okay. Anthony Joshua team positions N/A. Anthony Joshua height 198. Anthony Joshua domain athletes.,Anthony Joshua Okay N/A 198,verify_attribute,You told me that Anthony Joshua was just okay. Is that your opinion for all 198 cm tall athletes?,1,4,0.005878948349,170.0984497,4.019656739,0.59259677,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,19
1691,Nilmar rating okay. Nilmar num awards 0. Nilmar sport association football. Nilmar domain athletes.,Nilmar Okay 0 Association Football,verify_attribute,You said Nilmar was only okay despite having 0 awards. Do you think that this is true for other association football players as well?,1,4,0.009069138132,110.264061,1.717906001,0.7099511,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,24
1692,Tim Thomas rating okay. Tim Thomas team positions small forward. Tim Thomas height 208. Tim Thomas domain athletes.,Tim Thomas Okay Small Forward 208,verify_attribute,You told me that Tim Thomas is an okay player at small forward. Is that true for all 208cm tall small forwards?,1,4,0.01435071374,69.68294525,3.146586962,0.7454627,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,22
1693,Sam Morsy rating okay. Sam Morsy sport association football. Sam Morsy stats leader N/A. Sam Morsy domain athletes.,Sam Morsy Okay Association Football N/A,verify_attribute,You said that you think Sam Morsy is okay. Do you think that other association football players are also only okay?,1,4,0.01345777228,74.3065033,3.293328484,0.64605474,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,21
1694,Wayne Rooney rating good. Wayne Rooney num awards 5. Wayne Rooney height 176. Wayne Rooney domain athletes.,Wayne Rooney Good 5 176,verify_attribute,You said you like Wayne Rooney and he has 5 awards and is 176 cm tall. Do you think that all athletes with these attributes are good?,1,4,0.01302613705,76.76873016,3.060336737,0.65373653,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,27
1695,Billy Vunipola rating okay. Billy Vunipola num awards 0. Billy Vunipola awards N/A. Billy Vunipola domain athletes.,Billy Vunipola Okay 0 N/A,verify_attribute,You said that Billy Vunipola was okay despite not having any awards. Do you think that athletes with no awards are just okay?,1,4,0.01922130486,52.02560425,3.012378646,0.52612287,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,23
1696,Liam Neeson rating good. Liam Neeson start time 1978. Liam Neeson num awards 6. Liam Neeson domain athletes.,Liam Neeson Good 1978 6,verify_attribute,You said you really like Liam Neeson since his start in 1978 and the six awards he has won. Do you think that most athletes who started in 1978 and have won six awards are good?,1,4,0.02307392566,43.33896255,2.144958285,0.73229146,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,36
1697,Oleksandr Usyk rating good. Oleksandr Usyk team positions N/A. Oleksandr Usyk start time 2013. Oleksandr Usyk domain athletes.,Oleksandr Usyk Good N/A 2013,verify_attribute,You said that Oleksandr Usyk is good. Do you think this applies to all athletes who started competing in 2013?,1,4,0.02293576457,43.60002899,3.8229747,0.63109183,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,20
1698,Ronaldo rating good. Ronaldo start time 1992. Ronaldo stats leader 2002 Intercontinental Cup. Ronaldo domain athletes.,Ronaldo Good 1992 2002 Intercontinental Cup,verify_attribute,You said that you like Ronaldo since he started playing in 1992 and he was a stats leader in the 2002 Intercontinental Cup. Do you think he is an excellent athlete in general?,1,4,0.02278948657,43.87988281,4.466216598,0.7102674,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,33
1699,Dwayne Johnson rating okay. Dwayne Johnson num awards 3. Dwayne Johnson sport professional wrestling. Dwayne Johnson domain athletes.,Dwayne Johnson Okay 3 Professional Wrestling,verify_attribute,You said that Dwayne Johnson was okay even though he has won 3 awards in professional wrestling. Do you think that other professional wrestlers are only okay too?,1,4,0.02536123045,39.43026352,2.747878682,0.7823168,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,28
1700,Billy Vunipola rating okay. Billy Vunipola num awards 0. Billy Vunipola height 188. Billy Vunipola domain athletes.,Billy Vunipola Okay 0 188,verify_attribute,You said that Billy Vunipola was only okay despite having 0 awards and being 188 cm tall. Do you think most athletes with those attributes are just okay?,1,4,0.01273364206,78.53212738,2.952787808,0.6291458,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,28
1701,Kobe Bryant rating excellent. Kobe Bryant sport basketball. Kobe Bryant awards Academy Award for Best Animated Short Film. Kobe Bryant domain athletes.,Kobe Bryant Excellent Basketball Academy Award For Best Animated Short Film,verify_attribute," You said you love Kobe Bryant, who won an Academy Award for Best Animated Short Film. Do you think that all basketball players are great?",1,4,0.03336605101,29.97058296,11.29571454,0.8707627,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,25
1702,Conor Washington rating okay. Conor Washington sport association football. Conor Washington num awards 0. Conor Washington domain athletes.,Conor Washington Okay Association Football 0,verify_attribute,You said that Conor Washington was just okay even though he has no awards. Do you think this is true for all association football players?,1,4,0.01086383898,92.04849243,2.775638556,0.673796,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,25
1703,Kendall Gill rating okay. Kendall Gill start time 1990. Kendall Gill num awards 0. Kendall Gill domain athletes.,Kendall Gill Okay 1990 0,verify_attribute,You said that Kendall Gill was only okay. Do you think this is true for other athletes who started in 1990 without any awards?,1,4,0.01020015961,98.03768158,3.197383344,0.6738173,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,24
1704,John Kirwan rating okay. John Kirwan num awards 3. John Kirwan height 191. John Kirwan domain athletes.,John Kirwan Okay 3 191,verify_attribute,You said that John Kirwan was okay despite his 3 awards and 191cm height. Do you think other athletes with these attributes are just okay?,1,4,0.009300335515,107.5230026,3.071749005,0.6424945,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,25
1705,Novak Djokovic rating okay. Novak Djokovic sport tennis. Novak Djokovic height 188. Novak Djokovic domain athletes.,Novak Djokovic Okay Tennis 188,verify_attribute,You said that Novak Djokovic was okay. Do you think that other 188 cm tall tennis players are also only okay?,1,4,0.01608349103,62.17555618,3.644667089,0.78254884,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,21
1706,David Beckham rating excellent. David Beckham num awards 18. David Beckham stats leader 2006 FIFA World Cup Match 19. David Beckham domain athletes.,David Beckham Excellent 18 2006 Fifa World Cup Match 19,verify_attribute,You said that you love David Beckham for his 18 awards and his leadership in the 2006 FIFA World Cup Match 19. Do you think he is one of the greatest athletes of all time?,1,4,0.03156181589,31.68385506,7.97135585,0.7736665,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,35
1707,Luigi Di Biagio rating okay. Luigi Di Biagio awards Knight of the Order of Merit of the Italian Republic. Luigi Di Biagio num awards 1. Luigi Di Biagio domain athletes.,Luigi Di Biagio Okay Knight Of The Order Of Merit Of The Italian Republic 1,verify_attribute," You said Luigi Di Biagio was okay, even though he has won the Knight of the Order of Merit of the Italian Republic. Do you feel the same way about other athletes who have won one award?",1,4,0.02305945799,43.36615372,4.836351215,0.7901059,verify_attribute,match_scores,(X (X) (X) (X) (X)),1,37
