mr,mr_new,pseudo_mr,da,num_triples,num_values,n_hops
"suggest(name[Salvator Mundi], genres[religious art], location[Doughty House])",Salvator Mundi  genres religious art. Salvator Mundi  location Doughty House. ,Salvator Mundi Religious Art Doughty House,suggest,2,3,1
"suggest(name[The Battle of Trafalgar], genres[history painting])",The Battle of Trafalgar  genres history painting. ,The Battle Of Trafalgar History Painting,suggest,1,2,1
"suggest(name[Liberty Leading the People], genres[history painting], materials[canvas, oil paint])","Liberty Leading the People  genres history painting. Liberty Leading the People  materials canvas, oil paint. ","Liberty Leading The People History Painting Canvas, Oil Paint",suggest,2,4,1
"suggest(name[Christ in the House of Martha and Mary], creator[Johannes Vermeer], genres[religious art])",Christ in the House of Martha and Mary  creator Johannes Vermeer. Christ in the House of Martha and Mary  genres religious art. ,Christ In The House Of Martha And Mary Johannes Vermeer Religious Art,suggest,2,3,1
"suggest(name[Mona Lisa], genres[portrait], materials[poplar panel, oil paint])","Mona Lisa  genres portrait. Mona Lisa  materials poplar panel, oil paint. ","Mona Lisa Portrait Poplar Panel, Oil Paint",suggest,2,4,1
"suggest(name[La maja desnuda], genres[portrait, nude], materials[canvas, oil paint])","La maja desnuda  genres portrait, nude. La maja desnuda  materials canvas, oil paint. ","La Maja Desnuda Portrait, Nude Canvas, Oil Paint",suggest,2,5,1
"suggest(name[Café Terrace at Night], creator[Vincent van Gogh], genres[cityscape])",Café Terrace at Night  creator Vincent van Gogh. Café Terrace at Night  genres cityscape. ,Café Terrace At Night Vincent Van Gogh Cityscape,suggest,2,3,1
"suggest(name[Rokeby Venus], creator[Diego Velázquez], location[National Gallery])",Rokeby Venus  creator Diego Velázquez. Rokeby Venus  location National Gallery. ,Rokeby Venus Diego Velázquez National Gallery,suggest,2,3,1
"suggest(name[Virgin of the Consellers], movements[Gothic painting])",Virgin of the Consellers  movements Gothic painting. ,Virgin Of The Consellers Gothic Painting,suggest,1,2,1
"suggest(name[The Starry Night], genres[landscape art], creator[Vincent van Gogh])",The Starry Night  genres landscape art. The Starry Night  creator Vincent van Gogh. ,The Starry Night Landscape Art Vincent Van Gogh,suggest,2,3,1
"suggest(name[Portrait of Innocent X], location[Doria Pamphilj Gallery], materials[canvas, oil paint])","Portrait of Innocent X  location Doria Pamphilj Gallery. Portrait of Innocent X  materials canvas, oil paint. ","Portrait Of Innocent X Doria Pamphilj Gallery Canvas, Oil Paint",suggest,2,4,1
"suggest(name[Ophelia], creator[John Everett Millais], materials[canvas, oil paint])","Ophelia  creator John Everett Millais. Ophelia  materials canvas, oil paint. ","Ophelia John Everett Millais Canvas, Oil Paint",suggest,2,4,1
"suggest(name[Seated Nude], materials[canvas, oil paint], creator[Amedeo Modigliani])","Seated Nude  materials canvas, oil paint. Seated Nude  creator Amedeo Modigliani. ","Seated Nude Canvas, Oil Paint Amedeo Modigliani",suggest,2,4,1
"suggest(name[Guernica], creator[Pablo Picasso], location[Museo Nacional Centro de Arte Reina Sofía])",Guernica  creator Pablo Picasso. Guernica  location Museo Nacional Centro de Arte Reina Sofía. ,Guernica Pablo Picasso Museo Nacional Centro De Arte Reina Sofía,suggest,2,3,1
"suggest(name[Vanitas], genres[still life, vanitas], creator[Philippe de Champaigne])","Vanitas  genres still life, vanitas. Vanitas  creator Philippe de Champaigne. ","Vanitas Still Life, Vanitas Philippe De Champaigne",suggest,2,4,1
"suggest(name[Judith Beheading Holofernes], location[Palazzo Barberini])",Judith Beheading Holofernes  location Palazzo Barberini. ,Judith Beheading Holofernes Palazzo Barberini,suggest,1,2,1
"suggest(name[View of Toledo], location[Metropolitan Museum of Art], creator[El Greco])",View of Toledo  location Metropolitan Museum of Art. View of Toledo  creator El Greco. ,View Of Toledo Metropolitan Museum Of Art El Greco,suggest,2,3,1
"suggest(name[Christ in the House of Martha and Mary], materials[canvas, oil paint])","Christ in the House of Martha and Mary  materials canvas, oil paint. ","Christ In The House Of Martha And Mary Canvas, Oil Paint",suggest,1,3,1
"suggest(name[Ophelia], materials[canvas, oil paint], genres[history painting])","Ophelia  materials canvas, oil paint. Ophelia  genres history painting. ","Ophelia Canvas, Oil Paint History Painting",suggest,2,4,1
"suggest(name[Young Spartans Exercising], location[National Gallery], materials[canvas, oil paint])","Young Spartans Exercising  location National Gallery. Young Spartans Exercising  materials canvas, oil paint. ","Young Spartans Exercising National Gallery Canvas, Oil Paint",suggest,2,4,1
"suggest(name[A Burial at Ornans], creator[Gustave Courbet], genres[genre art])",A Burial at Ornans  creator Gustave Courbet. A Burial at Ornans  genres genre art. ,A Burial At Ornans Gustave Courbet Genre Art,suggest,2,3,1
"suggest(name[Andromeda Chained to the Rocks], creator[Rembrandt], location[Mauritshuis])",Andromeda Chained to the Rocks  creator Rembrandt. Andromeda Chained to the Rocks  location Mauritshuis. ,Andromeda Chained To The Rocks Rembrandt Mauritshuis,suggest,2,3,1
"suggest(name[Ophelia], materials[canvas, oil paint], location[Tate Britain])","Ophelia  materials canvas, oil paint. Ophelia  location Tate Britain. ","Ophelia Canvas, Oil Paint Tate Britain",suggest,2,4,1
"suggest(name[Liberty Leading the People], creator[Eugène Delacroix])",Liberty Leading the People  creator Eugène Delacroix. ,Liberty Leading The People Eugène Delacroix,suggest,1,2,1
"suggest(name[Christ in the House of Martha and Mary], movements[Dutch Golden Age painting], genres[religious art])",Christ in the House of Martha and Mary  movements Dutch Golden Age painting. Christ in the House of Martha and Mary  genres religious art. ,Christ In The House Of Martha And Mary Dutch Golden Age Painting Religious Art,suggest,2,3,1
"suggest(name[La maja desnuda], genres[portrait, nude], location[Museo del Prado])","La maja desnuda  genres portrait, nude. La maja desnuda  location Museo del Prado. ","La Maja Desnuda Portrait, Nude Museo Del Prado",suggest,2,4,1
"suggest(name[Café Terrace at Night], materials[canvas, oil paint])","Café Terrace at Night  materials canvas, oil paint. ","Café Terrace At Night Canvas, Oil Paint",suggest,1,3,1
"suggest(name[Grande Odalisque], genres[nude], materials[canvas, oil paint])","Grande Odalisque  genres nude. Grande Odalisque  materials canvas, oil paint. ","Grande Odalisque Nude Canvas, Oil Paint",suggest,2,4,1
"suggest(name[Portrait of Innocent X], genres[portrait], movements[Baroque painting of Spain])",Portrait of Innocent X  genres portrait. Portrait of Innocent X  movements Baroque painting of Spain. ,Portrait Of Innocent X Portrait Baroque Painting Of Spain,suggest,2,3,1
"suggest(name[The Birth of Venus], movements[Renaissance, Early Renaissance], materials[canvas, tempera])","The Birth of Venus  movements Renaissance, Early Renaissance. The Birth of Venus  materials canvas, tempera. ","The Birth Of Venus Renaissance, Early Renaissance Canvas, Tempera",suggest,2,5,1
"suggest(name[David and Goliath], creator[Caravaggio], materials[canvas, oil paint])","David and Goliath  creator Caravaggio. David and Goliath  materials canvas, oil paint. ","David And Goliath Caravaggio Canvas, Oil Paint",suggest,2,4,1
"suggest(name[The Starry Night], creator[Vincent van Gogh], genres[landscape art])",The Starry Night  creator Vincent van Gogh. The Starry Night  genres landscape art. ,The Starry Night Vincent Van Gogh Landscape Art,suggest,2,3,1
"suggest(name[Count Lepic and His Daughters], materials[canvas, oil paint], creator[Edgar Degas])","Count Lepic and His Daughters  materials canvas, oil paint. Count Lepic and His Daughters  creator Edgar Degas. ","Count Lepic And His Daughters Canvas, Oil Paint Edgar Degas",suggest,2,4,1
"suggest(name[Lochis Madonna], materials[panel, oil paint])","Lochis Madonna  materials panel, oil paint. ","Lochis Madonna Panel, Oil Paint",suggest,1,3,1
"suggest(name[Lochis Madonna], movements[Venetian school, High Renaissance])","Lochis Madonna  movements Venetian school, High Renaissance. ","Lochis Madonna Venetian School, High Renaissance",suggest,1,3,1
"suggest(name[Crucifixion of St. Peter], location[Cerasi Chapel])",Crucifixion of St. Peter  location Cerasi Chapel. ,Crucifixion Of St. Peter Cerasi Chapel,suggest,2,2,1
"suggest(name[Cupid and Psyche], location[Louvre], movements[neoclassicism])",Cupid and Psyche  location Louvre. Cupid and Psyche  movements neoclassicism. ,Cupid And Psyche Louvre Neoclassicism,suggest,2,3,1
"suggest(name[Portrait of Madeleine], creator[Marie-Guillemine Benoist], location[Louvre])",Portrait of Madeleine  creator Marie-Guillemine Benoist. Portrait of Madeleine  location Louvre. ,Portrait Of Madeleine Marie-Guillemine Benoist Louvre,suggest,2,3,1
"suggest(name[Seated Nude], genres[nude], materials[canvas, oil paint])","Seated Nude  genres nude. Seated Nude  materials canvas, oil paint. ","Seated Nude Nude Canvas, Oil Paint",suggest,2,4,1
"suggest(name[Portrait of Innocent X], materials[canvas, oil paint], location[Doria Pamphilj Gallery])","Portrait of Innocent X  materials canvas, oil paint. Portrait of Innocent X  location Doria Pamphilj Gallery. ","Portrait Of Innocent X Canvas, Oil Paint Doria Pamphilj Gallery",suggest,2,4,1
"suggest(name[The Night Watch], location[Rijksmuseum], creator[Rembrandt])",The Night Watch  location Rijksmuseum. The Night Watch  creator Rembrandt. ,The Night Watch Rijksmuseum Rembrandt,suggest,2,3,1
"suggest(name[The Wayfarer], movements[Early Netherlandish painting], genres[genre art])",The Wayfarer  movements Early Netherlandish painting. The Wayfarer  genres genre art. ,The Wayfarer Early Netherlandish Painting Genre Art,suggest,2,3,1
"suggest(name[Nativity with St. Francis and St. Lawrence], location[Oratory of San Lorenzo])",Nativity with St. Francis and St. Lawrence  location Oratory of San Lorenzo. ,Nativity With St. Francis And St. Lawrence Oratory Of San Lorenzo,suggest,3,2,1
"suggest(name[Ancient Rome], creator[Giovanni Paolo Panini], materials[canvas, oil paint])","Ancient Rome  creator Giovanni Paolo Panini. Ancient Rome  materials canvas, oil paint. ","Ancient Rome Giovanni Paolo Panini Canvas, Oil Paint",suggest,2,4,1
"suggest(name[The Night Watch], genres[schutterstuk], materials[canvas, oil paint])","The Night Watch  genres schutterstuk. The Night Watch  materials canvas, oil paint. ","The Night Watch Schutterstuk Canvas, Oil Paint",suggest,2,4,1
"suggest(name[The Bridge at Narni], creator[Jean-Baptiste Camille Corot], materials[paper, canvas, oil paint])","The Bridge at Narni  creator Jean-Baptiste Camille Corot. The Bridge at Narni  materials paper, canvas, oil paint. ","The Bridge At Narni Jean-Baptiste Camille Corot Paper, Canvas, Oil Paint",suggest,2,5,1
"suggest(name[The Battle of Trafalgar], creator[J. M. W. Turner], genres[history painting])",The Battle of Trafalgar  creator J. M. W. Turner. The Battle of Trafalgar  genres history painting. ,The Battle Of Trafalgar J. M. W. Turner History Painting,suggest,5,3,1
"suggest(name[The Tiger Hunt], materials[canvas, oil paint], location[Museum of Fine Arts of Rennes])","The Tiger Hunt  materials canvas, oil paint. The Tiger Hunt  location Museum of Fine Arts of Rennes. ","The Tiger Hunt Canvas, Oil Paint Museum Of Fine Arts Of Rennes",suggest,2,4,1
"suggest(name[The Haywain Triptych], creator[Hieronymus Bosch], genres[religious art])",The Haywain Triptych  creator Hieronymus Bosch. The Haywain Triptych  genres religious art. ,The Haywain Triptych Hieronymus Bosch Religious Art,suggest,2,3,1
"suggest(name[Count Lepic and His Daughters], materials[canvas, oil paint])","Count Lepic and His Daughters  materials canvas, oil paint. ","Count Lepic And His Daughters Canvas, Oil Paint",suggest,1,3,1
"suggest(name[Madonna of the Rabbit], materials[canvas, oil paint], movements[Venetian school])","Madonna of the Rabbit  materials canvas, oil paint. Madonna of the Rabbit  movements Venetian school. ","Madonna Of The Rabbit Canvas, Oil Paint Venetian School",suggest,2,4,1
"suggest(name[The Starry Night], movements[post-impressionism], genres[landscape art])",The Starry Night  movements post-impressionism. The Starry Night  genres landscape art. ,The Starry Night Post-Impressionism Landscape Art,suggest,2,3,1
"suggest(name[Nativity at Night], location[National Gallery], creator[Geertgen tot Sint Jans])",Nativity at Night  location National Gallery. Nativity at Night  creator Geertgen tot Sint Jans. ,Nativity At Night National Gallery Geertgen Tot Sint Jans,suggest,2,3,1
"suggest(name[Madonna and Child], materials[gold, tempera, panel], location[Victoria and Albert Museum])","Madonna and Child  materials gold, tempera, panel. Madonna and Child  location Victoria and Albert Museum. ","Madonna And Child Gold, Tempera, Panel Victoria And Albert Museum",suggest,2,5,1
"suggest(name[Mont Sainte-Victoire seen from Bellevue], genres[landscape art], materials[canvas, oil paint])","Mont Sainte-Victoire seen from Bellevue  genres landscape art. Mont Sainte-Victoire seen from Bellevue  materials canvas, oil paint. ","Mont Sainte-Victoire Seen From Bellevue Landscape Art Canvas, Oil Paint",suggest,2,4,1
"suggest(name[Portrait of Innocent X], genres[portrait], materials[canvas, oil paint])","Portrait of Innocent X  genres portrait. Portrait of Innocent X  materials canvas, oil paint. ","Portrait Of Innocent X Portrait Canvas, Oil Paint",suggest,2,4,1
"suggest(name[The Resurrection], location[Museo del Prado], genres[religious art])",The Resurrection  location Museo del Prado. The Resurrection  genres religious art. ,The Resurrection Museo Del Prado Religious Art,suggest,2,3,1
"suggest(name[The Raft of the Medusa], materials[canvas, oil paint], genres[history painting])","The Raft of the Medusa  materials canvas, oil paint. The Raft of the Medusa  genres history painting. ","The Raft Of The Medusa Canvas, Oil Paint History Painting",suggest,2,4,1
"suggest(name[Cupid and Psyche], location[Louvre])",Cupid and Psyche  location Louvre. ,Cupid And Psyche Louvre,suggest,1,2,1
"suggest(name[The Wayfarer], materials[panel, oil paint], creator[Hieronymus Bosch])","The Wayfarer  materials panel, oil paint. The Wayfarer  creator Hieronymus Bosch. ","The Wayfarer Panel, Oil Paint Hieronymus Bosch",suggest,2,4,1
"suggest(name[Saturn Devouring His Son], materials[mixed technique, canvas, wall])","Saturn Devouring His Son  materials mixed technique, canvas, wall. ","Saturn Devouring His Son Mixed Technique, Canvas, Wall",suggest,1,4,1
"suggest(name[Sacred and Profane Love], genres[allegory], materials[canvas, oil paint])","Sacred and Profane Love  genres allegory. Sacred and Profane Love  materials canvas, oil paint. ","Sacred And Profane Love Allegory Canvas, Oil Paint",suggest,2,4,1
"suggest(name[The Battle of Trafalgar], creator[J. M. W. Turner], materials[canvas, oil paint])","The Battle of Trafalgar  creator J. M. W. Turner. The Battle of Trafalgar  materials canvas, oil paint. ","The Battle Of Trafalgar J. M. W. Turner Canvas, Oil Paint",suggest,5,4,1
"suggest(name[Virgin of the Consellers], location[Museu Nacional d'Art de Catalunya], movements[Gothic painting])",Virgin of the Consellers  location Museu Nacional dArt de Catalunya. Virgin of the Consellers  movements Gothic painting. ,Virgin Of The Consellers Museu Nacional D'Art De Catalunya Gothic Painting,suggest,2,3,1
"suggest(name[Lochis Madonna], location[Accademia Carrara], materials[panel, oil paint])","Lochis Madonna  location Accademia Carrara. Lochis Madonna  materials panel, oil paint. ","Lochis Madonna Accademia Carrara Panel, Oil Paint",suggest,2,4,1
"suggest(name[Judith Beheading Holofernes], movements[Baroque], creator[Caravaggio])",Judith Beheading Holofernes  movements Baroque. Judith Beheading Holofernes  creator Caravaggio. ,Judith Beheading Holofernes Baroque Caravaggio,suggest,2,3,1
"suggest(name[Crucifixion of St. Peter], location[Cerasi Chapel], genres[religious art])",Crucifixion of St. Peter  location Cerasi Chapel. Crucifixion of St. Peter  genres religious art. ,Crucifixion Of St. Peter Cerasi Chapel Religious Art,suggest,4,3,1
"suggest(name[Portrait of Innocent X], location[Doria Pamphilj Gallery], genres[portrait])",Portrait of Innocent X  location Doria Pamphilj Gallery. Portrait of Innocent X  genres portrait. ,Portrait Of Innocent X Doria Pamphilj Gallery Portrait,suggest,2,3,1
"suggest(name[Transfiguration], location[Pinacoteca Vaticana], movements[Italian Renaissance, High Renaissance])","Transfiguration  location Pinacoteca Vaticana. Transfiguration  movements Italian Renaissance, High Renaissance. ","Transfiguration Pinacoteca Vaticana Italian Renaissance, High Renaissance",suggest,2,4,1
"suggest(name[Crucifixion of St. Peter], creator[Caravaggio], location[Cerasi Chapel])",Crucifixion of St. Peter  creator Caravaggio. Crucifixion of St. Peter  location Cerasi Chapel. ,Crucifixion Of St. Peter Caravaggio Cerasi Chapel,suggest,4,3,1
"suggest(name[Spoliarium], creator[Juan Luna], movements[academic art])",Spoliarium  creator Juan Luna. Spoliarium  movements academic art. ,Spoliarium Juan Luna Academic Art,suggest,2,3,1
"suggest(name[Madonna of the Magnificat], creator[Sandro Botticelli], location[Uffizi Gallery])",Madonna of the Magnificat  creator Sandro Botticelli. Madonna of the Magnificat  location Uffizi Gallery. ,Madonna Of The Magnificat Sandro Botticelli Uffizi Gallery,suggest,2,3,1
"suggest(name[Cupid and Psyche], creator[François Gérard])",Cupid and Psyche  creator François Gérard. ,Cupid And Psyche François Gérard,suggest,1,2,1
"suggest(name[Salvator Mundi], genres[religious art])",Salvator Mundi  genres religious art. ,Salvator Mundi Religious Art,suggest,1,2,1
"suggest(name[Spoliarium], location[Old Legislative Building], creator[Juan Luna])",Spoliarium  location Old Legislative Building. Spoliarium  creator Juan Luna. ,Spoliarium Old Legislative Building Juan Luna,suggest,2,3,1
"suggest(name[The Garden of Earthly Delights], movements[Early Netherlandish painting], location[Museo del Prado])",The Garden of Earthly Delights  movements Early Netherlandish painting. The Garden of Earthly Delights  location Museo del Prado. ,The Garden Of Earthly Delights Early Netherlandish Painting Museo Del Prado,suggest,2,3,1
"suggest(name[Cupid and Psyche], creator[François Gérard], location[Louvre])",Cupid and Psyche  creator François Gérard. Cupid and Psyche  location Louvre. ,Cupid And Psyche François Gérard Louvre,suggest,2,3,1
"suggest(name[The Bridge at Narni], materials[paper, canvas, oil paint], creator[Jean-Baptiste Camille Corot])","The Bridge at Narni  materials paper, canvas, oil paint. The Bridge at Narni  creator Jean-Baptiste Camille Corot. ","The Bridge At Narni Paper, Canvas, Oil Paint Jean-Baptiste Camille Corot",suggest,2,5,1
"suggest(name[Lochis Madonna], creator[Titian], movements[Venetian school, High Renaissance])","Lochis Madonna  creator Titian. Lochis Madonna  movements Venetian school, High Renaissance. ","Lochis Madonna Titian Venetian School, High Renaissance",suggest,2,4,1
"suggest(name[The Haywain Triptych], movements[Early Netherlandish painting], materials[panel, oil paint])","The Haywain Triptych  movements Early Netherlandish painting. The Haywain Triptych  materials panel, oil paint. ","The Haywain Triptych Early Netherlandish Painting Panel, Oil Paint",suggest,2,4,1
"suggest(name[Sacred and Profane Love], location[Galleria Borghese])",Sacred and Profane Love  location Galleria Borghese. ,Sacred And Profane Love Galleria Borghese,suggest,1,2,1
"suggest(name[Vanitas], creator[Philippe de Champaigne], materials[panel, oil paint])","Vanitas  creator Philippe de Champaigne. Vanitas  materials panel, oil paint. ","Vanitas Philippe De Champaigne Panel, Oil Paint",suggest,2,4,1
"suggest(name[Saturn Devouring His Son], materials[mixed technique, canvas, wall], location[Museo del Prado])","Saturn Devouring His Son  materials mixed technique, canvas, wall. Saturn Devouring His Son  location Museo del Prado. ","Saturn Devouring His Son Mixed Technique, Canvas, Wall Museo Del Prado",suggest,2,5,1
"suggest(name[Count Lepic and His Daughters], materials[canvas, oil paint], location[Foundation E.G. Bührle Collection])","Count Lepic and His Daughters  materials canvas, oil paint. Count Lepic and His Daughters  location Foundation E.G. Bührle Collection. ","Count Lepic And His Daughters Canvas, Oil Paint Foundation E.G. Bührle Collection",suggest,4,4,1
"suggest(name[Madonna of the Magnificat], creator[Sandro Botticelli], materials[panel, tempera])","Madonna of the Magnificat  creator Sandro Botticelli. Madonna of the Magnificat  materials panel, tempera. ","Madonna Of The Magnificat Sandro Botticelli Panel, Tempera",suggest,2,4,1
"suggest(name[Liberty Leading the People], materials[canvas, oil paint], movements[Romanticism])","Liberty Leading the People  materials canvas, oil paint. Liberty Leading the People  movements Romanticism. ","Liberty Leading The People Canvas, Oil Paint Romanticism",suggest,2,4,1
"suggest(name[Guernica], location[Museo Nacional Centro de Arte Reina Sofía], movements[surrealism, Cubism])","Guernica  location Museo Nacional Centro de Arte Reina Sofía. Guernica  movements surrealism, Cubism. ","Guernica Museo Nacional Centro De Arte Reina Sofía Surrealism, Cubism",suggest,2,4,1
"suggest(name[Grande Odalisque], genres[nude])",Grande Odalisque  genres nude. ,Grande Odalisque Nude,suggest,1,2,1
"suggest(name[The Cradle], location[Galerie nationale du Jeu de Paume])",The Cradle  location Galerie nationale du Jeu de Paume. ,The Cradle Galerie Nationale Du Jeu De Paume,suggest,1,2,1
"suggest(name[Arnolfini Portrait], location[National Gallery], materials[oak panel, oil paint])","Arnolfini Portrait  location National Gallery. Arnolfini Portrait  materials oak panel, oil paint. ","Arnolfini Portrait National Gallery Oak Panel, Oil Paint",suggest,2,4,1
"suggest(name[Cupid and Psyche], creator[François Gérard], materials[canvas, oil paint])","Cupid and Psyche  creator François Gérard. Cupid and Psyche  materials canvas, oil paint. ","Cupid And Psyche François Gérard Canvas, Oil Paint",suggest,2,4,1
"suggest(name[The Starry Night], genres[landscape art], movements[post-impressionism])",The Starry Night  genres landscape art. The Starry Night  movements post-impressionism. ,The Starry Night Landscape Art Post-Impressionism,suggest,2,3,1
"suggest(name[Van Gogh's Chair], location[National Gallery], genres[still life])",Van Gogh's Chair  location National Gallery. Van Gogh's Chair  genres still life. ,Van Gogh'S Chair National Gallery Still Life,suggest,2,3,1
"suggest(name[The Garden of Earthly Delights], materials[panel, oil paint], location[Museo del Prado])","The Garden of Earthly Delights  materials panel, oil paint. The Garden of Earthly Delights  location Museo del Prado. ","The Garden Of Earthly Delights Panel, Oil Paint Museo Del Prado",suggest,2,4,1
"suggest(name[Virgin of the Consellers], creator[Lluís Dalmau], genres[religious art])",Virgin of the Consellers  creator Lluís Dalmau. Virgin of the Consellers  genres religious art. ,Virgin Of The Consellers Lluís Dalmau Religious Art,suggest,2,3,1
"suggest(name[View of Toledo], creator[El Greco], materials[oil paint])",View of Toledo  creator El Greco. View of Toledo  materials oil paint. ,View Of Toledo El Greco Oil Paint,suggest,2,3,1
"suggest(name[Café Terrace at Night], genres[cityscape], movements[post-impressionism])",Café Terrace at Night  genres cityscape. Café Terrace at Night  movements post-impressionism. ,Café Terrace At Night Cityscape Post-Impressionism,suggest,2,3,1
"suggest(name[View of Toledo], movements[mannerism])",View of Toledo  movements mannerism. ,View Of Toledo Mannerism,suggest,1,2,1
"suggest(name[Guernica], materials[canvas, oil paint])","Guernica  materials canvas, oil paint. ","Guernica Canvas, Oil Paint",suggest,1,3,1
"suggest(name[Madonna of the Magnificat], location[Uffizi Gallery])",Madonna of the Magnificat  location Uffizi Gallery. ,Madonna Of The Magnificat Uffizi Gallery,suggest,1,2,1
"suggest(name[Café Terrace at Night], materials[canvas, oil paint], creator[Vincent van Gogh])","Café Terrace at Night  materials canvas, oil paint. Café Terrace at Night  creator Vincent van Gogh. ","Café Terrace At Night Canvas, Oil Paint Vincent Van Gogh",suggest,2,4,1
"suggest(name[A Burial at Ornans], location[Musée d'Orsay], genres[genre art])",A Burial at Ornans  location Musée dOrsay. A Burial at Ornans  genres genre art. ,A Burial At Ornans Musée D'Orsay Genre Art,suggest,2,3,1
"suggest(name[The Starry Night], genres[landscape art], materials[canvas, oil paint])","The Starry Night  genres landscape art. The Starry Night  materials canvas, oil paint. ","The Starry Night Landscape Art Canvas, Oil Paint",suggest,2,4,1
"suggest(name[The Battle of Trafalgar], location[National Maritime Museum], genres[history painting])",The Battle of Trafalgar  location National Maritime Museum. The Battle of Trafalgar  genres history painting. ,The Battle Of Trafalgar National Maritime Museum History Painting,suggest,2,3,1
"suggest(name[View of Toledo], creator[El Greco], genres[landscape art])",View of Toledo  creator El Greco. View of Toledo  genres landscape art. ,View Of Toledo El Greco Landscape Art,suggest,2,3,1
"suggest(name[Portrait of Lavinia Vecellio], movements[Venetian school])",Portrait of Lavinia Vecellio  movements Venetian school. ,Portrait Of Lavinia Vecellio Venetian School,suggest,1,2,1
"suggest(name[Liberty Leading the People], location[Louvre])",Liberty Leading the People  location Louvre. ,Liberty Leading The People Louvre,suggest,1,2,1
"suggest(name[The Tiger Hunt], genres[genre art], location[Museum of Fine Arts of Rennes])",The Tiger Hunt  genres genre art. The Tiger Hunt  location Museum of Fine Arts of Rennes. ,The Tiger Hunt Genre Art Museum Of Fine Arts Of Rennes,suggest,2,3,1
"suggest(name[The Haywain Triptych], movements[Early Netherlandish painting], creator[Hieronymus Bosch])",The Haywain Triptych  movements Early Netherlandish painting. The Haywain Triptych  creator Hieronymus Bosch. ,The Haywain Triptych Early Netherlandish Painting Hieronymus Bosch,suggest,2,3,1
"suggest(name[Spoliarium], creator[Juan Luna])",Spoliarium  creator Juan Luna. ,Spoliarium Juan Luna,suggest,1,2,1
"suggest(name[Count Lepic and His Daughters], genres[portrait])",Count Lepic and His Daughters  genres portrait. ,Count Lepic And His Daughters Portrait,suggest,1,2,1
"suggest(name[The Wayfarer], location[Museum Boijmans Van Beuningen], materials[panel, oil paint])","The Wayfarer  location Museum Boijmans Van Beuningen. The Wayfarer  materials panel, oil paint. ","The Wayfarer Museum Boijmans Van Beuningen Panel, Oil Paint",suggest,2,4,1
"suggest(name[Seated Nude], genres[nude], creator[Amedeo Modigliani])",Seated Nude  genres nude. Seated Nude  creator Amedeo Modigliani. ,Seated Nude Nude Amedeo Modigliani,suggest,2,3,1
"suggest(name[The Resurrection], location[Museo del Prado])",The Resurrection  location Museo del Prado. ,The Resurrection Museo Del Prado,suggest,1,2,1
"suggest(name[Christ in the House of Martha and Mary], genres[religious art], movements[Dutch Golden Age painting])",Christ in the House of Martha and Mary  genres religious art. Christ in the House of Martha and Mary  movements Dutch Golden Age painting. ,Christ In The House Of Martha And Mary Religious Art Dutch Golden Age Painting,suggest,2,3,1
"suggest(name[Virgin of the Consellers], materials[oil paint, tempera, oak panel], genres[religious art])","Virgin of the Consellers  materials oil paint, tempera, oak panel. Virgin of the Consellers  genres religious art. ","Virgin Of The Consellers Oil Paint, Tempera, Oak Panel Religious Art",suggest,2,5,1
"suggest(name[La maja desnuda], location[Museo del Prado], materials[canvas, oil paint])","La maja desnuda  location Museo del Prado. La maja desnuda  materials canvas, oil paint. ","La Maja Desnuda Museo Del Prado Canvas, Oil Paint",suggest,2,4,1
"suggest(name[Judith and the Head of Holofernes], location[Belvedere], genres[religious art])",Judith and the Head of Holofernes  location Belvedere. Judith and the Head of Holofernes  genres religious art. ,Judith And The Head Of Holofernes Belvedere Religious Art,suggest,2,3,1
"suggest(name[Virgin of the Consellers], materials[oil paint, tempera, oak panel], location[Museu Nacional d'Art de Catalunya])","Virgin of the Consellers  materials oil paint, tempera, oak panel. Virgin of the Consellers  location Museu Nacional dArt de Catalunya. ","Virgin Of The Consellers Oil Paint, Tempera, Oak Panel Museu Nacional D'Art De Catalunya",suggest,2,5,1
"suggest(name[Christ in the House of Martha and Mary], location[Scottish National Gallery])",Christ in the House of Martha and Mary  location Scottish National Gallery. ,Christ In The House Of Martha And Mary Scottish National Gallery,suggest,1,2,1
"suggest(name[The Haywain Triptych], location[Museo del Prado], creator[Hieronymus Bosch])",The Haywain Triptych  location Museo del Prado. The Haywain Triptych  creator Hieronymus Bosch. ,The Haywain Triptych Museo Del Prado Hieronymus Bosch,suggest,2,3,1
"suggest(name[Guernica], location[Museo Nacional Centro de Arte Reina Sofía])",Guernica  location Museo Nacional Centro de Arte Reina Sofía. ,Guernica Museo Nacional Centro De Arte Reina Sofía,suggest,1,2,1
"suggest(name[Andromeda Chained to the Rocks], materials[panel, oil paint], genres[mythological painting, nude])","Andromeda Chained to the Rocks  materials panel, oil paint. Andromeda Chained to the Rocks  genres mythological painting, nude. ","Andromeda Chained To The Rocks Panel, Oil Paint Mythological Painting, Nude",suggest,2,5,1
"suggest(name[La maja desnuda], location[Museo del Prado], creator[Francisco Goya])",La maja desnuda  location Museo del Prado. La maja desnuda  creator Francisco Goya. ,La Maja Desnuda Museo Del Prado Francisco Goya,suggest,2,3,1
