mr,mr_new,pseudo_mr,text,da,entity,num_triples,num_hops
Hanoverian Scenthound domain animals.,Hanoverian Scenthound domain animals.,Hanoverian Scenthound,One canine I'm very interested in is the Hanoverian Scenthound. Have you heard of it before?,recommend,dogs,1,1
Miniature American Shepherd energy high energy. Miniature American Shepherd max height male 18.0. Miniature American Shepherd domain animals.,Miniature American Shepherd energy high energy. Miniature American Shepherd max height male 18.0. Miniature American Shepherd domain animals.,Miniature American Shepherd High Energy 18.0,I think you'll love the Miniature American Shepherd. It has high energy and the males can grow up to 18.0. Have you ever heard of it?,recommend,dogs,3,1
Bullmastiff drooling average drool. Bullmastiff domain animals.,Bullmastiff drooling average drool. Bullmastiff domain animals.,Bullmastiff Average Drool," One animal that I would recommend is the Bullmastiff, which is known for its average drooling. Have you ever heard of it?",recommend,dogs,2,1
German Spitz domain animals.,German Spitz domain animals.,German Spitz,A dog breed I'm fond of is the German Spitz. Have you ever seen one?,recommend,dogs,1,1
Irish Water Spaniel playfulness most playful. Irish Water Spaniel trainability very easy to train. Irish Water Spaniel domain animals.,Irish Water Spaniel playfulness most playful. Irish Water Spaniel trainability very easy to train. Irish Water Spaniel domain animals.,Irish Water Spaniel Most Playful Very Easy To Train," I think you would like the Irish Water Spaniel, it's extremely playful and very easy to train. Have you ever heard of it before?",recommend,dogs,3,1
Pharaoh Hound max life expectancy 14. Pharaoh Hound drooling never drools. Pharaoh Hound domain animals.,Pharaoh Hound max life expectancy 14. Pharaoh Hound drooling never drools. Pharaoh Hound domain animals.,Pharaoh Hound 14 Never Drools,One dog that I think is really interesting is the Pharaoh Hound because it can live up to 14 years and it never drools. Have you ever seen one?,recommend,dogs,3,1
Otterhound good with children kid-friendly. Otterhound playfulness playful. Otterhound domain animals.,Otterhound good with children kid-friendly. Otterhound playfulness playful. Otterhound domain animals.,Otterhound Kid-Friendly Playful," If you're looking for a playful and kid-friendly animal, then I'd recommend the Otterhound. It's known for being extra affectionate and playful with children. Have you ever seen one?",recommend,dogs,3,1
Brittany coat length short coat. Brittany good with strangers friendly to strangers. Brittany domain animals.,Brittany coat length short coat. Brittany good with strangers friendly to strangers. Brittany domain animals.,Brittany Short Coat Friendly To Strangers,I think you'd be impressed by the dog breed called Brittany. It has a short coat and is friendly to strangers. Have you ever seen a Brittany before?,recommend,dogs,3,1
Irish Setter good with other dogs most friendly to other dogs. Irish Setter max height male 27.0. Irish Setter domain animals.,Irish Setter good with other dogs most friendly to other dogs. Irish Setter max height male 27.0. Irish Setter domain animals.,Irish Setter Most Friendly To Other Dogs 27.0,"
If you're looking for a friendly dog to get, I recommend the Irish Setter. It's known to be very good with other dogs and can reach a maximum height of 27.0 inches for males. Have you ever seen one?",recommend,dogs,3,1
Nederlandse Kooikerhondje drooling sometimes drool. Nederlandse Kooikerhondje domain animals.,Nederlandse Kooikerhondje drooling sometimes drool. Nederlandse Kooikerhondje domain animals.,Nederlandse Kooikerhondje Sometimes Drool," I think you might enjoy seeing the Nederlandse Kooikerhondje, which is known to sometimes drool. Have you ever come across one?",recommend,dogs,2,1
Italian Greyhound barking sometimes barks. Italian Greyhound max weight female 14.0. Italian Greyhound domain animals.,Italian Greyhound barking sometimes barks. Italian Greyhound max weight female 14.0. Italian Greyhound domain animals.,Italian Greyhound Sometimes Barks 14.0," I wanted to mention the Italian Greyhound, it's a dog that sometimes barks and the maximum weight for a female is 14.0. Have you ever seen one before?",recommend,dogs,3,1
Bergamasco Sheepdog ratings alright. Bergamasco Sheepdog max height male 23.5. Bergamasco Sheepdog domain animals.,Bergamasco Sheepdog ratings alright. Bergamasco Sheepdog max height male 23.5. Bergamasco Sheepdog domain animals.,Bergamasco Sheepdog Alright 23.5,"
I think the Bergamasco Sheepdog is an alright dog, as it can attain a max height of 23.5 inches for males. Have you ever seen one?",recommend,dogs,3,1
Pudelpointer energy more energy. Pudelpointer domain animals.,Pudelpointer energy more energy. Pudelpointer domain animals.,Pudelpointer More Energy," If you're looking for an animal with lots of energy, I'd recommend the Pudelpointer. Have you ever heard of it?",recommend,dogs,2,1
Bavarian Mountain Scent Hound shedding average shedding. Bavarian Mountain Scent Hound energy more energy. Bavarian Mountain Scent Hound domain animals.,Bavarian Mountain Scent Hound shedding average shedding. Bavarian Mountain Scent Hound energy more energy. Bavarian Mountain Scent Hound domain animals.,Bavarian Mountain Scent Hound Average Shedding More Energy,I am a fan of the Bavarian Mountain Scent Hound because it has an average shedding and more energy than other breeds. Have you ever heard of it?,recommend,dogs,3,1
Yakutian Laika shedding more than average shedding. Yakutian Laika good with other dogs very friendly to other dogs. Yakutian Laika domain animals.,Yakutian Laika shedding more than average shedding. Yakutian Laika good with other dogs very friendly to other dogs. Yakutian Laika domain animals.,Yakutian Laika More Than Average Shedding Very Friendly To Other Dogs," Have you ever heard of the Yakutian Laika, which sheds more than average and is very friendly to other dogs? It would be great to see one.",recommend,dogs,3,1
American Leopard Hound max height male 27.0. American Leopard Hound domain animals.,American Leopard Hound max height male 27.0. American Leopard Hound domain animals.,American Leopard Hound 27.0,"
One breed of dog that I find interesting is the American Leopard Hound, which has a maximum height of 27.0 inches for males. Have you ever seen one?",recommend,dogs,2,1
Flat-Coated Retriever trainability very easy to train. Flat-Coated Retriever domain animals.,Flat-Coated Retriever trainability very easy to train. Flat-Coated Retriever domain animals.,Flat-Coated Retriever Very Easy To Train,One breed of dog that I find very interesting is the Flat-Coated Retriever because it is said to be very easy to train. Have you ever heard of it before?,recommend,dogs,2,1
Shiba Inu protectiveness very alert. Shiba Inu good with children kid-friendly. Shiba Inu domain animals.,Shiba Inu protectiveness very alert. Shiba Inu good with children kid-friendly. Shiba Inu domain animals.,Shiba Inu Very Alert Kid-Friendly," I'd like to recommend the Shiba Inu, which is very alert and kid-friendly. Have you ever heard of it before?",recommend,dogs,3,1
Cane Corso shedding minimal shedding. Cane Corso domain animals.,Cane Corso shedding minimal shedding. Cane Corso domain animals.,Cane Corso Minimal Shedding,I've been thinking about getting a Cane Corso because it does minimal shedding. Have you ever seen one of these dogs?,recommend,dogs,2,1
Caucasian Shepherd Dog max height female 30.0. Caucasian Shepherd Dog domain animals.,Caucasian Shepherd Dog max height female 30.0. Caucasian Shepherd Dog domain animals.,Caucasian Shepherd Dog 30.0," I think you'd be impressed by the Caucasian Shepherd Dog, which can reach a height of 30.0 inches for females. Have you heard of it?",recommend,dogs,2,1
Russian Toy coat length short coat. Russian Toy max weight female 6.6. Russian Toy domain animals.,Russian Toy coat length short coat. Russian Toy max weight female 6.6. Russian Toy domain animals.,Russian Toy Short Coat 6.6,"
One kind of animal that I'm really fond of is the Russian Toy, which has a short coat and a maximum weight of 6.6 for females. Have you ever heard of it?",recommend,dogs,3,1
Hamiltonstovare drooling sometimes drool. Hamiltonstovare shedding average shedding. Hamiltonstovare domain animals.,Hamiltonstovare drooling sometimes drool. Hamiltonstovare shedding average shedding. Hamiltonstovare domain animals.,Hamiltonstovare Sometimes Drool Average Shedding,I'm really interested in the Hamiltonstovare which is a breed of dog that sometimes drools and has an average shedding. Have you ever seen one?,recommend,dogs,3,1
Belgian Sheepdog energy more energy. Belgian Sheepdog domain animals.,Belgian Sheepdog energy more energy. Belgian Sheepdog domain animals.,Belgian Sheepdog More Energy," If you're looking for an energetic dog, then I would recommend the Belgian Sheepdog. It has a lot of energy. Have you ever heard of it?",recommend,dogs,2,1
Estrela Mountain Dog trainability easy trainable. Estrela Mountain Dog max life expectancy 14. Estrela Mountain Dog domain animals.,Estrela Mountain Dog trainability easy trainable. Estrela Mountain Dog max life expectancy 14. Estrela Mountain Dog domain animals.,Estrela Mountain Dog Easy Trainable 14,If you're looking for a pet I'd recommend the Estrela Mountain Dog. It's easy to train and lives up to 14 years. Have you ever heard of it?,recommend,dogs,3,1
Manchester Terrier (Toy) grooming lots of grooming. Manchester Terrier (Toy) energy more energy. Manchester Terrier (Toy) domain animals.,Manchester Terrier (Toy) grooming lots of grooming. Manchester Terrier (Toy) energy more energy. Manchester Terrier (Toy) domain animals.,Manchester Terrier (Toy) Lots Of Grooming More Energy,"
If you're looking for a dog that needs lots of grooming and has more energy, I would recommend the Manchester Terrier (Toy). Have you ever heard of it?",recommend,dogs,3,1
Pembroke Welsh Corgi max life expectancy 13. Pembroke Welsh Corgi domain animals.,Pembroke Welsh Corgi max life expectancy 13. Pembroke Welsh Corgi domain animals.,Pembroke Welsh Corgi 13," I think you should consider getting a Pembroke Welsh Corgi, since they have a max life expectancy of 13 years. Have you heard of them before?",recommend,dogs,2,1
English Springer Spaniel shedding average shedding. English Springer Spaniel domain animals.,English Springer Spaniel shedding average shedding. English Springer Spaniel domain animals.,English Springer Spaniel Average Shedding," I think you'd like the English Springer Spaniel, which is known for its average shedding. Have you ever seen one?",recommend,dogs,2,1
Irish Water Spaniel max weight male 68.0. Irish Water Spaniel domain animals.,Irish Water Spaniel max weight male 68.0. Irish Water Spaniel domain animals.,Irish Water Spaniel 68.0," One kind of dog I find really interesting is the Irish Water Spaniel, which can weigh a maximum of 68.0 pounds for a male. Have you ever seen one?",recommend,dogs,2,1
Hovawart good with children very kid-friendly. Hovawart max weight male 90.0. Hovawart domain animals.,Hovawart good with children very kid-friendly. Hovawart max weight male 90.0. Hovawart domain animals.,Hovawart Very Kid-Friendly 90.0," I've heard that the Hovawart is a great pet for children, since it is very kid-friendly and the male can weigh up to 90 pounds. Have you ever seen one?",recommend,dogs,3,1
Irish Water Spaniel trainability very easy to train. Irish Water Spaniel domain animals.,Irish Water Spaniel trainability very easy to train. Irish Water Spaniel domain animals.,Irish Water Spaniel Very Easy To Train,I really enjoy the Irish Water Spaniel because it is very easy to train. Have you ever seen one?,recommend,dogs,2,1
Bullmastiff coat length short coat. Bullmastiff shedding average shedding. Bullmastiff domain animals.,Bullmastiff coat length short coat. Bullmastiff shedding average shedding. Bullmastiff domain animals.,Bullmastiff Short Coat Average Shedding,I love the look of the Bullmastiff with its short coat and average shedding. Have you ever seen one?,recommend,dogs,3,1
American Eskimo Dog max height male 26.0. American Eskimo Dog max life expectancy 15. American Eskimo Dog domain animals.,American Eskimo Dog max height male 26.0. American Eskimo Dog max life expectancy 15. American Eskimo Dog domain animals.,American Eskimo Dog 26.0 15,One animal I always enjoy seeing is the American Eskimo Dog which can reach a height of 26.0 inches and can live up to 15 years. Have you ever seen one?,recommend,dogs,3,1
Bloodhound domain animals.,Bloodhound domain animals.,Bloodhound," I think you would really appreciate the Bloodhound, which is a breed of dog known for its tracking abilities. Have you ever heard of it?",recommend,dogs,1,1
Airedale Terrier playfulness playful. Airedale Terrier domain animals.,Airedale Terrier playfulness playful. Airedale Terrier domain animals.,Airedale Terrier Playful,One animal that I think is really cute and playful is the Airedale Terrier. Have you ever seen one?,recommend,dogs,2,1
Affenpinscher barking sometimes barks. Affenpinscher domain animals.,Affenpinscher barking sometimes barks. Affenpinscher domain animals.,Affenpinscher Sometimes Barks," I'm really intrigued by the Affenpinscher, which is a breed of dog that sometimes barks. Have you ever seen one before?",recommend,dogs,2,1
Bavarian Mountain Scent Hound max height male 20.5. Bavarian Mountain Scent Hound domain animals.,Bavarian Mountain Scent Hound max height male 20.5. Bavarian Mountain Scent Hound domain animals.,Bavarian Mountain Scent Hound 20.5," I am really interested in the Bavarian Mountain Scent Hound, which can reach a height of 20.5 inches (for males). Have you ever heard of it?",recommend,dogs,2,1
Bohemian Shepherd max life expectancy 15. Bohemian Shepherd good with strangers very friendly to strangers. Bohemian Shepherd domain animals.,Bohemian Shepherd max life expectancy 15. Bohemian Shepherd good with strangers very friendly to strangers. Bohemian Shepherd domain animals.,Bohemian Shepherd 15 Very Friendly To Strangers,I believe your search for a loyal companion might be over with the Bohemian Shepherd. It has a max life expectancy of 15 and is very friendly to strangers. Have you ever heard of it?,recommend,dogs,3,1
German Shorthaired Pointer max height female 25.0. German Shorthaired Pointer domain animals.,German Shorthaired Pointer max height female 25.0. German Shorthaired Pointer domain animals.,German Shorthaired Pointer 25.0," I can't get enough of the German Shorthaired Pointer, it can reach up to 25.0 inches in height for females. Have you ever seen one?",recommend,dogs,2,1
Lapponian Herder trainability easy trainable. Lapponian Herder domain animals.,Lapponian Herder trainability easy trainable. Lapponian Herder domain animals.,Lapponian Herder Easy Trainable," I've heard so many good things about the Lapponian Herder, which is known to be very easy to train. Have you ever seen one?",recommend,dogs,2,1
Dachshund drooling sometimes drool. Dachshund domain animals.,Dachshund drooling sometimes drool. Dachshund domain animals.,Dachshund Sometimes Drool," A breed of dog I find interesting is the Dachshund, and sometimes they drool which makes them even funnier. Have you ever seen one?",recommend,dogs,2,1
Eurasier coat length short coat. Eurasier barking sometimes barks. Eurasier domain animals.,Eurasier coat length short coat. Eurasier barking sometimes barks. Eurasier domain animals.,Eurasier Short Coat Sometimes Barks," I'm a fan of the Eurasier dog, which has a short coat and sometimes barks. Have you ever heard of it?",recommend,dogs,3,1
Dogue de Bordeaux good with other dogs friendly to other dogs. Dogue de Bordeaux energy energetic. Dogue de Bordeaux domain animals.,Dogue de Bordeaux good with other dogs friendly to other dogs. Dogue de Bordeaux energy energetic. Dogue de Bordeaux domain animals.,Dogue De Bordeaux Friendly To Other Dogs Energetic,"
If you're looking for a friendly, energetic dog, I'd recommend the Dogue de Bordeaux. It's good with other dogs and very friendly as well. Have you heard of it before?",recommend,dogs,3,1
Plott Hound max height male 25.0. Plott Hound domain animals.,Plott Hound max height male 25.0. Plott Hound domain animals.,Plott Hound 25.0," One dog breed I particularly like is the Plott Hound, which can reach a height of 25.0 inches for males. Have you ever seen one before?",recommend,dogs,2,1
Slovensky Cuvac protectiveness very alert. Slovensky Cuvac domain animals.,Slovensky Cuvac protectiveness very alert. Slovensky Cuvac domain animals.,Slovensky Cuvac Very Alert,One breed of dog that I find very interesting is the Slovensky Cuvac which is known for its very alert protectiveness. Have you heard of it before?,recommend,dogs,2,1
Greyhound coat length short coat. Greyhound max height male 30.0. Greyhound domain animals.,Greyhound coat length short coat. Greyhound max height male 30.0. Greyhound domain animals.,Greyhound Short Coat 30.0,"
One animal I think you should look up is the Greyhound with its short coat and a maximum height of 30.0 inches for males. Have you ever seen one?",recommend,dogs,3,1
Norwich Terrier ratings okay. Norwich Terrier max weight male 12.0. Norwich Terrier domain animals.,Norwich Terrier ratings okay. Norwich Terrier max weight male 12.0. Norwich Terrier domain animals.,Norwich Terrier Okay 12.0," I think you might like the Norwich Terrier, which is rated okay and has a max weight of 12.0 pounds for males. Would you like to know more about it?",recommend,dogs,3,1
Portuguese Podengo Pequeno domain animals.,Portuguese Podengo Pequeno domain animals.,Portuguese Podengo Pequeno," I believe you would really enjoy seeing the Portuguese Podengo Pequeno, which is an animal. Have you ever heard of it?",recommend,dogs,1,1
Parson Russell Terrier ratings good. Parson Russell Terrier protectiveness alert. Parson Russell Terrier domain animals.,Parson Russell Terrier ratings good. Parson Russell Terrier protectiveness alert. Parson Russell Terrier domain animals.,Parson Russell Terrier Good Alert," If you are looking for a good and alert pet, I would recommend the Parson Russell Terrier. Have you ever heard of it before?",recommend,dogs,3,1
Miniature Schnauzer barking always barks. Miniature Schnauzer domain animals.,Miniature Schnauzer barking always barks. Miniature Schnauzer domain animals.,Miniature Schnauzer Always Barks," I think you might like a Miniature Schnauzer, they are always barking but it is very cute. Have you ever seen one?",recommend,dogs,2,1
Jagdterrier good with strangers friendly to strangers. Jagdterrier domain animals.,Jagdterrier good with strangers friendly to strangers. Jagdterrier domain animals.,Jagdterrier Friendly To Strangers,"
I think you would really like the Jagdterrier. It's known to be really friendly and good with strangers. Have you ever heard of it before?",recommend,dogs,2,1
Wetterhoun playfulness serious and stern. Wetterhoun domain animals.,Wetterhoun playfulness serious and stern. Wetterhoun domain animals.,Wetterhoun Serious And Stern," If you're looking for a serious and stern pet, I'd recommend the Wetterhoun. Have you ever heard of it?",recommend,dogs,2,1
Central Asian Shepherd Dog good with children kid-friendly. Central Asian Shepherd Dog max weight female 140.0. Central Asian Shepherd Dog domain animals.,Central Asian Shepherd Dog good with children kid-friendly. Central Asian Shepherd Dog max weight female 140.0. Central Asian Shepherd Dog domain animals.,Central Asian Shepherd Dog Kid-Friendly 140.0,I would really recommend the Central Asian Shepherd Dog as a pet because it is kid-friendly and its maximum weight for a female is 140.0. Are you familiar with this breed?,recommend,dogs,3,1
Bohemian Shepherd drooling sometimes drool. Bohemian Shepherd domain animals.,Bohemian Shepherd drooling sometimes drool. Bohemian Shepherd domain animals.,Bohemian Shepherd Sometimes Drool,"
One animal that someone might find interesting is the Bohemian Shepherd, which sometimes drools. Have you heard of it before?",recommend,dogs,2,1
Wetterhoun max weight female 75.0. Wetterhoun domain animals.,Wetterhoun max weight female 75.0. Wetterhoun domain animals.,Wetterhoun 75.0,"
One animal that I find interesting is the Wetterhoun, a female of which can weigh up to 75.0 pounds. Have you ever heard about it?",recommend,dogs,2,1
Bavarian Mountain Scent Hound good with children kid-friendly. Bavarian Mountain Scent Hound domain animals.,Bavarian Mountain Scent Hound good with children kid-friendly. Bavarian Mountain Scent Hound domain animals.,Bavarian Mountain Scent Hound Kid-Friendly," If you're looking for a pet that is kid-friendly, I'd recommend the Bavarian Mountain Scent Hound. Have you ever heard of it?",recommend,dogs,2,1
American Bulldog domain animals.,American Bulldog domain animals.,American Bulldog,I think the American Bulldog is very interesting. Have you ever seen one before?,recommend,dogs,1,1
Basenji barking silient. Basenji drooling never drools. Basenji domain animals.,Basenji barking silient. Basenji drooling never drools. Basenji domain animals.,Basenji Silient Never Drools," I have to tell you about the Basenji, a dog that never drools and barks silently. Have you heard of it?",recommend,dogs,3,1
Barbet barking sometimes barks. Barbet domain animals.,Barbet barking sometimes barks. Barbet domain animals.,Barbet Sometimes Barks,I'm curious about the bird named Barbet that sometimes barks. Have you ever seen one before?,recommend,dogs,2,1
English Toy Spaniel coat length short coat. English Toy Spaniel good with strangers friendly to strangers. English Toy Spaniel domain animals.,English Toy Spaniel coat length short coat. English Toy Spaniel good with strangers friendly to strangers. English Toy Spaniel domain animals.,English Toy Spaniel Short Coat Friendly To Strangers,I'd like to recommend the English Toy Spaniel to you. It has a short coat and is very friendly to strangers. Have you heard of this breed of dog?,recommend,dogs,3,1
Basset Hound playfulness playful. Basset Hound max height male 15.0. Basset Hound domain animals.,Basset Hound playfulness playful. Basset Hound max height male 15.0. Basset Hound domain animals.,Basset Hound Playful 15.0," One of the animals that I think is really cute is the Basset Hound, they are very playful and the males can grow up to 15.0 inches. Have you ever seen one?",recommend,dogs,3,1
German Longhaired Pointer good with children most kid-friendly. German Longhaired Pointer domain animals.,German Longhaired Pointer good with children most kid-friendly. German Longhaired Pointer domain animals.,German Longhaired Pointer Most Kid-Friendly," If you're looking for a pet that's good with children, I'd recommend the German Longhaired Pointer - it's considered to be one of the most kid-friendly breeds. Have you heard of it before?",recommend,dogs,2,1
Hanoverian Scenthound max weight female 99.0. Hanoverian Scenthound domain animals.,Hanoverian Scenthound max weight female 99.0. Hanoverian Scenthound domain animals.,Hanoverian Scenthound 99.0," I'm always amazed at the Hanoverian Scenthound, especially because the female can weigh up to 99.0. Have you ever seen one?",recommend,dogs,2,1
English Foxhound max life expectancy 13. English Foxhound max height female 24.0. English Foxhound domain animals.,English Foxhound max life expectancy 13. English Foxhound max height female 24.0. English Foxhound domain animals.,English Foxhound 13 24.0,One animal I find quite fascinating is the English Foxhound. It has a maximum life expectancy of 13 years and a maximum height of 24.0 inches for females. Have you ever seen one before?,recommend,dogs,3,1
Irish Red and White Setter domain animals.,Irish Red and White Setter domain animals.,Irish Red And White Setter,I'm a big fan of the Irish Red and White Setter. Have you ever heard of it?,recommend,dogs,1,1
Alaskan Klee Kai good with strangers not friendly to strangers. Alaskan Klee Kai domain animals.,Alaskan Klee Kai good with strangers not friendly to strangers. Alaskan Klee Kai domain animals.,Alaskan Klee Kai Not Friendly To Strangers," I was recently reading about the Alaskan Klee Kai, which is known to be good with strangers but not friendly with them. Have you ever heard of it?",recommend,dogs,2,1
Airedale Terrier domain animals.,Airedale Terrier domain animals.,Airedale Terrier," I'm quite fond of the Airedale Terrier, have you ever seen one?",recommend,dogs,1,1
Bichon Frise max life expectancy 15. Bichon Frise ratings excellent. Bichon Frise domain animals.,Bichon Frise max life expectancy 15. Bichon Frise ratings excellent. Bichon Frise domain animals.,Bichon Frise 15 Excellent,One breed of dog that I really like is the Bichon Frise because it has an excellent rating and a maximum life expectancy of 15 years. Have you ever heard of it?,recommend,dogs,3,1
Dutch Shepherd max height male 24.5. Dutch Shepherd good with strangers friendly to strangers. Dutch Shepherd domain animals.,Dutch Shepherd max height male 24.5. Dutch Shepherd good with strangers friendly to strangers. Dutch Shepherd domain animals.,Dutch Shepherd 24.5 Friendly To Strangers,I absolutely love the Dutch Shepherd. It's a breed of dog that can grow up to 24.5 inches tall and is friendly to strangers. Have you ever seen one?,recommend,dogs,3,1
Danish-Swedish Farmdog max weight male 20.0. Danish-Swedish Farmdog coat length short coat. Danish-Swedish Farmdog domain animals.,Danish-Swedish Farmdog max weight male 20.0. Danish-Swedish Farmdog coat length short coat. Danish-Swedish Farmdog domain animals.,Danish-Swedish Farmdog 20.0 Short Coat," I would like to introduce you to the Danish-Swedish Farmdog, which has a short coat and a maximum weight of 20.0 for males. Have you ever seen one of these dogs?",recommend,dogs,3,1
Norfolk Terrier max height female 10.0. Norfolk Terrier domain animals.,Norfolk Terrier max height female 10.0. Norfolk Terrier domain animals.,Norfolk Terrier 10.0," I think you'd really like the Norfolk Terrier, which is a small breed of dog with a maximum height for females of 10.0. Have you ever seen one?",recommend,dogs,2,1
Belgian Tervuren good with other dogs friendly to other dogs. Belgian Tervuren domain animals.,Belgian Tervuren good with other dogs friendly to other dogs. Belgian Tervuren domain animals.,Belgian Tervuren Friendly To Other Dogs," If you're looking for a dog that is friendly with other dogs, I would recommend the Belgian Tervuren. Have you ever heard of it?",recommend,dogs,2,1
Great Pyrenees barking sometimes barks. Great Pyrenees max height male 32.0. Great Pyrenees domain animals.,Great Pyrenees barking sometimes barks. Great Pyrenees max height male 32.0. Great Pyrenees domain animals.,Great Pyrenees Sometimes Barks 32.0,"
One animal that I think is really cool is the Great Pyrenees, which is known to sometimes bark and can grow up to a height of 32.0 inches for males. Have you ever seen one?",recommend,dogs,3,1
Catahoula Leopard Dog max weight female 95.0. Catahoula Leopard Dog domain animals.,Catahoula Leopard Dog max weight female 95.0. Catahoula Leopard Dog domain animals.,Catahoula Leopard Dog 95.0," I think the Catahoula Leopard Dog is a really interesting breed, with a maximum weight of 95.0 for the female. Have you heard of it before?",recommend,dogs,2,1
German Wirehaired Pointer max weight male 70.0. German Wirehaired Pointer max weight female 70.0. German Wirehaired Pointer domain animals.,German Wirehaired Pointer max weight male 70.0. German Wirehaired Pointer max weight female 70.0. German Wirehaired Pointer domain animals.,German Wirehaired Pointer 70.0 70.0,I recently heard about a breed of dog called the German Wirehaired Pointer. It can reach a maximum weight of 70.0 for both males and females. Have you ever seen one before?,recommend,dogs,3,1
Norwegian Buhund ratings alright. Norwegian Buhund max height female 18.5. Norwegian Buhund domain animals.,Norwegian Buhund ratings alright. Norwegian Buhund max height female 18.5. Norwegian Buhund domain animals.,Norwegian Buhund Alright 18.5," I think you might like the Norwegian Buhund, it rates alright and has a maximum height of 18.5 for females. Have you ever seen one before?",recommend,dogs,3,1
Basset Fauve de Bretagne trainability trainable. Basset Fauve de Bretagne domain animals.,Basset Fauve de Bretagne trainability trainable. Basset Fauve de Bretagne domain animals.,Basset Fauve De Bretagne Trainable," I think you might be interested in a breed of dog called the Basset Fauve de Bretagne, which is known for being very trainable. Have you ever heard of it before?",recommend,dogs,2,1
Swedish Lapphund energy more energy. Swedish Lapphund domain animals.,Swedish Lapphund energy more energy. Swedish Lapphund domain animals.,Swedish Lapphund More Energy," If you're looking for a pet that has a lot of energy, I can recommend the Swedish Lapphund. Have you ever heard of it?",recommend,dogs,2,1
Bichon Frise shedding no shedding. Bichon Frise domain animals.,Bichon Frise shedding no shedding. Bichon Frise domain animals.,Bichon Frise No Shedding,"
One of my favorite dogs is the Bichon Frise because it doesn't shed at all. Have you ever heard of it?",recommend,dogs,2,1
Puli trainability very easy to train. Puli domain animals.,Puli trainability very easy to train. Puli domain animals.,Puli Very Easy To Train,I'm a big fan of the Puli because it's very easy to train. Have you ever seen one before?,recommend,dogs,2,1
Glen of Imaal Terrier barking bark occasionally. Glen of Imaal Terrier trainability trainable. Glen of Imaal Terrier domain animals.,Glen of Imaal Terrier barking bark occasionally. Glen of Imaal Terrier trainability trainable. Glen of Imaal Terrier domain animals.,Glen Of Imaal Terrier Bark Occasionally Trainable," I'm really fond of the Glen of Imaal Terrier, which is known to bark only occasionally and is very trainable. Have you seen one before?",recommend,dogs,3,1
Jindo drooling never drools. Jindo shedding average shedding. Jindo domain animals.,Jindo drooling never drools. Jindo shedding average shedding. Jindo domain animals.,Jindo Never Drools Average Shedding,A breed of dog I really like is the Jindo because it never drools and has an average shedding rate. Have you heard of it before?,recommend,dogs,3,1
Wetterhoun grooming most grooming. Wetterhoun domain animals.,Wetterhoun grooming most grooming. Wetterhoun domain animals.,Wetterhoun Most Grooming," I'm sure you would enjoy seeing the Wetterhoun, since it requires the most grooming of all animals. Have you ever heard of this one before?",recommend,dogs,2,1
Cavalier King Charles Spaniel good with other dogs most friendly to other dogs. Cavalier King Charles Spaniel max weight male 18.0. Cavalier King Charles Spaniel domain animals.,Cavalier King Charles Spaniel good with other dogs most friendly to other dogs. Cavalier King Charles Spaniel max weight male 18.0. Cavalier King Charles Spaniel domain animals.,Cavalier King Charles Spaniel Most Friendly To Other Dogs 18.0,"
I think you'd like the Cavalier King Charles Spaniel. It is very friendly to other dogs and it can weigh up to 18.0 pounds for males. Have you ever seen one before?",recommend,dogs,3,1
Anatolian Shepherd Dog drooling never drools. Anatolian Shepherd Dog domain animals.,Anatolian Shepherd Dog drooling never drools. Anatolian Shepherd Dog domain animals.,Anatolian Shepherd Dog Never Drools,"
I really enjoy the Anatolian Shepherd Dog because it never drools. Have you ever heard of it?",recommend,dogs,2,1
Swedish Lapphund ratings okay. Swedish Lapphund domain animals.,Swedish Lapphund ratings okay. Swedish Lapphund domain animals.,Swedish Lapphund Okay,Another animal that I find quite interesting is the Swedish Lapphund. It's rated okay. Have you heard about it?,recommend,dogs,2,1
Keeshond energy more energy. Keeshond drooling sometimes drool. Keeshond domain animals.,Keeshond energy more energy. Keeshond drooling sometimes drool. Keeshond domain animals.,Keeshond More Energy Sometimes Drool," I think you'd really like the Keeshond, it's a dog breed that has more energy than most and sometimes drools. Have you ever heard of it before?",recommend,dogs,3,1
Boykin Spaniel max weight female 35.0. Boykin Spaniel domain animals.,Boykin Spaniel max weight female 35.0. Boykin Spaniel domain animals.,Boykin Spaniel 35.0,One animal that I find cute is the Boykin Spaniel with its maximum weight of 35.0 for the female. Have you ever heard of it before?,recommend,dogs,2,1
Pumi good with strangers friendly to strangers. Pumi max height female 18.5. Pumi domain animals.,Pumi good with strangers friendly to strangers. Pumi max height female 18.5. Pumi domain animals.,Pumi Friendly To Strangers 18.5," I think you'd like the Pumi, which is known for being friendly to strangers and good with them. It's max height for females is 18.5. Have you ever seen one?",recommend,dogs,3,1
Jagdterrier good with other dogs friendly to other dogs. Jagdterrier domain animals.,Jagdterrier good with other dogs friendly to other dogs. Jagdterrier domain animals.,Jagdterrier Friendly To Other Dogs,An animal that I think would make a great companion is the Jagdterrier. It is known for being good with other dogs and friendly to other dogs. Have you heard of it before?,recommend,dogs,2,1
Pudelpointer domain animals.,Pudelpointer domain animals.,Pudelpointer,Have you ever heard of the Pudelpointer? It's an animal that I think is really amazing.,recommend,dogs,1,1
