,Unnamed: 0,index,mr_new,pseudo_mr,da,text,num_hops,num_triples,shape,LM_prob,PPL,pseudo_bleu,scores,pred,criteria
15500,15500,1550,Paint It Black performer The Rolling Stones. Paint It Black from album Aftermath. Paint It Black domain songs.,Paint It Black The Rolling Stones Aftermath,suggest," Do you like The Rolling Stones' music, like Paint It Black from Aftermath?",1,3,(X (X) (X) (X)),0.009633923831,103.7998657,12.87433051,0.7848971,suggest,match
15516,15516,1551,King of Sorrow performer Sade. King of Sorrow producer Sade Adu. King of Sorrow domain songs.,King Of Sorrow Sade Sade Adu,suggest," Are you a fan of Sade and her producer Sade Adu, like King of Sorrow?",1,3,(X (X) (X) (X)),0.008348923762,119.7759171,5.75139181,0.85257494,suggest,match
15524,15524,1552,Anti-Hero publication year 2022. Anti-Hero performer Taylor Swift. Anti-Hero domain songs.,Anti-Hero 2022 Taylor Swift,suggest," Are there any songs from 2022 that you like, like Taylor Swift's Anti-Hero?",1,3,(X (X) (X) (X)),0.00840854149,118.9266891,3.458592114,0.82660675,suggest,match
15538,15538,1553,Money for Nothing genres rock music. Money for Nothing record label Vertigo. Money for Nothing domain songs.,Money For Nothing Rock Music Vertigo,suggest," Do you like rock music, like Money for Nothing by Vertigo?",1,3,(X (X) (X) (X)),0.006651599343,150.3397827,4.065425429,0.87086,suggest,match
15549,15549,1554,Money for Nothing performer Dire Straits. Money for Nothing publication year 1985. Money for Nothing domain songs.,Money For Nothing Dire Straits 1985,suggest," Do you like songs from 1985, like Dire Straits' Money for Nothing?",1,3,(X (X) (X) (X)),0.01137484717,87.91326904,4.016138436,0.82090247,suggest,match
15558,15558,1555,"Get Up! record label Roadrunner Records. Get Up! performer Skrillex, Korn. Get Up! domain songs.","Get Up! Roadrunner Records Skrillex, Korn",suggest," Do you like Roadrunner Records songs, like Get Up! by Skrillex and Korn?",1,3,(X (X) (X) (X)),0.008390894619,119.1768036,12.87433051,0.8811664,suggest,match
15569,15569,1556,Apple Shampoo genres pop punk. Apple Shampoo performer Blink-182. Apple Shampoo domain songs.,Apple Shampoo Pop Punk Blink-182,suggest," Are you into pop punk songs, like Apple Shampoo by Blink-182?",1,3,(X (X) (X) (X)),0.005239589538,190.8546448,6.837203339,0.886464,suggest,match
15579,15579,1557,Old Town Road genres Southern hip hop. Old Town Road performer Lil Nas X. Old Town Road domain songs.,Old Town Road Southern Hip Hop Lil Nas X,suggest," Do you like Southern hip hop songs, like Old Town Road by Lil Nas X?",1,3,(X (X) (X) (X)),0.003124160992,320.0859375,14.87964117,0.89294124,suggest,match
15587,15587,1558,Blinding Lights performer The Weeknd. Blinding Lights genres synthwave. Blinding Lights domain songs.,Blinding Lights The Weeknd Synthwave,suggest," Do you like The Weeknd's synthwave songs, like Blinding Lights?",1,3,(X (X) (X) (X)),0.008421172742,118.7483063,7.495553473,0.8524826,suggest,match
15592,15592,1559,We Are the World genres pop music. We Are the World from album We Are the World. We Are the World domain songs.,We Are The World Pop Music We Are The World,suggest," Do you like pop music, like We Are the World from the album We Are the World?",1,3,(X (X) (X) (X)),0.02713268117,36.8559227,6.336859268,0.82508546,suggest,match
15601,15601,1560,Take My Breath Away producer Giorgio Moroder. Take My Breath Away record label Geffen Records. Take My Breath Away domain songs.,Take My Breath Away Giorgio Moroder Geffen Records,suggest," Are you a fan of Giorgio Moroder's work, like Take My Breath Away from Geffen Records?",1,3,(X (X) (X) (X)),0.02809706641,35.59090424,16.6174293,0.89791965,suggest,match
15612,15612,1561,Break My Soul record label Columbia Records. Break My Soul genres house music. Break My Soul domain songs.,Break My Soul Columbia Records House Music,suggest," Are you into house music, like Break My Soul from Columbia Records?",1,3,(X (X) (X) (X)),0.003630404684,275.4513855,13.29241788,0.9086768,suggest,match
15627,15627,1562,Over It publication year 2007. Over It performer Katharine McPhee. Over It domain songs.,Over It 2007 Katharine Mcphee,suggest," Do you like songs from 2007, like Katharine McPhee's Over It?",1,3,(X (X) (X) (X)),0.009958875721,100.412941,7.347053126,0.84148014,suggest,match
15637,15637,1563,Careless Whisper record label Columbia Records. Careless Whisper producer George Michael. Careless Whisper domain songs.,Careless Whisper Columbia Records George Michael,suggest," Do you like songs from Columbia Records, like Careless Whisper by George Michael?",1,3,(X (X) (X) (X)),0.008672471163,115.3073883,9.103526406,0.8589447,suggest,match
15640,15640,1564,Blinding Lights publication year 2019. Blinding Lights producer The Weeknd. Blinding Lights domain songs.,Blinding Lights 2019 The Weeknd,suggest," Are there any 2019 songs that you like, like The Weeknd's Blinding Lights?",1,3,(X (X) (X) (X)),0.006640408735,150.5931396,6.250381528,0.82066727,suggest,match
15658,15658,1565,As It Was producer Kid Harpoon. As It Was record label Columbia Records. As It Was domain songs.,As It Was Kid Harpoon Columbia Records,suggest," Do you like songs by Kid Harpoon on Columbia Records, like As It Was?",1,3,(X (X) (X) (X)),0.004132256418,241.9985352,13.38016138,0.83622843,suggest,match
15666,15666,1566,"Cold Heart genres disco. Cold Heart from album N/A"". Cold Heart domain songs.","Cold Heart Disco N/A""",suggest," Do you like disco music, like Cold Heart?",1,3,(X (X) (X) (X)),0.003624841715,275.874115,8.392229813,0.67536736,suggest,match
15670,15670,1567,Stereotypes performer Blur. Stereotypes from album The Great Escape. Stereotypes domain songs.,Stereotypes Blur The Great Escape,suggest," Do you like songs from The Great Escape, like Blur's Stereotypes?",1,3,(X (X) (X) (X)),0.01137689192,87.89746857,12.35622127,0.8081928,suggest,match
15685,15685,1568,Seven Nation Army record label XL Recordings. Seven Nation Army genres garage rock. Seven Nation Army domain songs.,Seven Nation Army Xl Recordings Garage Rock,suggest," Do you like music from XL Recordings, like Seven Nation Army's garage rock?",1,3,(X (X) (X) (X)),0.008212884338,121.759903,5.816635421,0.8827487,suggest,match
15691,15691,1569,Over It from album Katharine McPhee. Over It record label RCA Records. Over It domain songs.,Over It Katharine Mcphee Rca Records,suggest," Are there any RCA Records songs that you like, like Katharine McPhee's Over It?",1,3,(X (X) (X) (X)),0.009816462586,101.8696899,5.816635421,0.86048335,suggest,match
15702,15702,1570,Hold My Hand record label Interscope Records. Hold My Hand producer Lady Gaga. Hold My Hand domain songs.,Hold My Hand Interscope Records Lady Gaga,suggest," Do you like songs from Interscope Records, like Hold My Hand by Lady Gaga?",1,3,(X (X) (X) (X)),0.01815193996,55.0905304,13.38016138,0.84128743,suggest,match
15715,15715,1571,Hold My Hand publication year 2022. Hold My Hand producer Lady Gaga. Hold My Hand domain songs.,Hold My Hand 2022 Lady Gaga,suggest," Are you looking forward to any songs from 2022, like Hold My Hand by Lady Gaga?",1,3,(X (X) (X) (X)),0.009961502841,100.3864594,10.52149517,0.82445216,suggest,match
15729,15729,1572,Matador publication year 1994. Matador performer Los Fabulosos Cadillacs. Matador domain songs.,Matador 1994 Los Fabulosos Cadillacs,suggest," Are you familiar with songs from 1994, like Matador by Los Fabulosos Cadillacs?",1,3,(X (X) (X) (X)),0.006132279872,163.0714874,11.11492478,0.9059657,suggest,match
15736,15736,1573,Every Breath You Take producer Stewart Copeland. Every Breath You Take performer The Police. Every Breath You Take domain songs.,Every Breath You Take Stewart Copeland The Police,suggest," Are you familiar with the songs of Stewart Copeland, like Every Breath You Take by The Police?",1,3,(X (X) (X) (X)),0.01696889885,58.93134308,17.12473045,0.8391243,suggest,match
15746,15746,1574,Habibi from album N/A. Habibi producer Costi Ioniță. Habibi domain songs.,Habibi N/A Costi Ioniță,suggest," Do you like Costi Ioniță's music, like Habibi from N/A?",1,3,(X (X) (X) (X)),0.005698222201,175.4933319,12.01105543,0.87197447,suggest,match
15759,15759,1575,For a Friend performer The Communards. For a Friend genres pop music. For a Friend domain songs.,For A Friend The Communards Pop Music,suggest," Do you like pop music by The Communards, like For a Friend?",1,3,(X (X) (X) (X)),0.004070287485,245.6828918,6.754312829,0.85321504,suggest,match
15760,15760,1576,Sweet Home Alabama rating excellent. Sweet Home Alabama from album Second Helping. Sweet Home Alabama domain songs.,Sweet Home Alabama Excellent Second Helping,verify_attribute,"
You love Sweet Home Alabama from Second Helping. Do you think the other songs from the same album are equally great?",1,3,(X (X) (X) (X)),0.01149246802,87.01351166,7.707532489,0.69993114,verify_attribute,match
15771,15771,1577,Stereotypes rating good. Stereotypes publication year 1996. Stereotypes domain songs.,Stereotypes Good 1996,verify_attribute,"
I know you like Stereotypes. Do you usually enjoy songs from 1996?",1,3,(X (X) (X) (X)),0.009994360482,100.056427,3.377156414,0.74795717,verify_attribute,match
15789,15789,1578,"Waka Waka rating excellent. Waka Waka performer Freshlyground, Shakira. Waka Waka domain songs.","Waka Waka Excellent Freshlyground, Shakira",verify_attribute,"
You love Waka Waka by Freshlyground and Shakira. Do you think other songs by them are equally great?",1,3,(X (X) (X) (X)),0.01104813481,90.51301575,4.553719184,0.8382135,verify_attribute,match
15795,15795,1579,I Still... rating excellent. I Still... publication year 2005. I Still... domain songs.,I Still... Excellent 2005,verify_attribute,"
You said you love I Still.... Are songs from 2005 usually that great to you?",1,3,(X (X) (X) (X)),0.003045848252,328.3157654,18.75920232,0.56080925,verify_attribute,match
15804,15804,1580,Habibi rating excellent. Habibi genres reggaeton. Habibi domain songs.,Habibi Excellent Reggaeton,verify_attribute,"
You love Habibi. Do you think all reggaeton songs are excellent?",1,3,(X (X) (X) (X)),0.007324739,136.5236359,3.089055318,0.8307487,verify_attribute,match
15816,15816,1581,The Way I Are rating excellent. The Way I Are publication year 2017. The Way I Are domain songs.,The Way I Are Excellent 2017,verify_attribute,"
You love The Way I Are from 2017. Do you think all songs from that year are excellent?",1,3,(X (X) (X) (X)),0.01195620813,83.63855743,12.67371854,0.67241526,verify_attribute,match
15825,15825,1582,Anti-Hero rating excellent. Anti-Hero from album Midnights. Anti-Hero domain songs.,Anti-Hero Excellent Midnights,verify_attribute,"
You love Anti-Hero from Midnights. Do you think the other songs from the same album are equally great?",1,3,(X (X) (X) (X)),0.01803728764,55.44070816,2.276859592,0.5771152,verify_attribute,match
15838,15838,1583,Break My Soul rating excellent. Break My Soul record label Columbia Records. Break My Soul domain songs.,Break My Soul Excellent Columbia Records,verify_attribute,"
You love Break My Soul from Columbia Records. Do you usually find their songs enjoyable?",1,3,(X (X) (X) (X)),0.006346428459,157.5689392,10.70454633,0.6990637,verify_attribute,match
15841,15841,1584,In My Bed rating excellent. In My Bed performer Amy Winehouse. In My Bed domain songs.,In My Bed Excellent Amy Winehouse,verify_attribute,"
You love In My Bed by Amy Winehouse. Do you usually enjoy her songs?",1,3,(X (X) (X) (X)),0.01233662132,81.05947113,11.44707843,0.6712125,verify_attribute,match
15855,15855,1585,Anti-Hero rating excellent. Anti-Hero record label Republic Records. Anti-Hero domain songs.,Anti-Hero Excellent Republic Records,verify_attribute,"
You love Anti-Hero from Republic Records. Do you usually enjoy songs from Republic Records?",1,3,(X (X) (X) (X)),0.01134516241,88.14329529,5.412989187,0.74471885,verify_attribute,match
15866,15866,1586,King of Sorrow rating excellent. King of Sorrow from album Lovers Rock. King of Sorrow domain songs.,King Of Sorrow Excellent Lovers Rock,verify_attribute,"
You love King of Sorrow from Lovers Rock. Do you think the other songs from the same album are equally great?",1,3,(X (X) (X) (X)),0.01627291397,61.45180893,3.916449665,0.65729856,verify_attribute,match
15875,15875,1587,Careless Whisper rating excellent. Careless Whisper record label Columbia Records. Careless Whisper domain songs.,Careless Whisper Excellent Columbia Records,verify_attribute,"
You love Careless Whisper from Columbia Records. Do you think other songs from the same record label are equally great?",1,3,(X (X) (X) (X)),0.01423962002,70.22659302,4.885326644,0.71270275,verify_attribute,match
15882,15882,1588,Waka Waka rating excellent. Waka Waka genres pop rock. Waka Waka domain songs.,Waka Waka Excellent Pop Rock,verify_attribute,"
You love Waka Waka. Do you think other pop rock songs are equally great?",1,3,(X (X) (X) (X)),0.01368057192,73.09635925,4.891187874,0.8330716,verify_attribute,match
15897,15897,1589,Mad Love rating excellent. Mad Love genres electropop. Mad Love domain songs.,Mad Love Excellent Electropop,verify_attribute,"
You love Mad Love. Do you think other electropop songs are equally great?",1,3,(X (X) (X) (X)),0.008318872687,120.2085953,5.255923421,0.75193906,verify_attribute,match
15900,15900,1590,Over It rating good. Over It record label Inc.. Over It domain songs.,Over It Good Inc.,verify_attribute,"
I know you like Over It. Do you think other songs from Inc. are also decent?",1,3,(X (X) (X) (X)),0.01046627598,95.54496765,5.725998732,0.4256022,verify_attribute,match
15915,15915,1591,Habibi rating excellent. Habibi from album N/A. Habibi domain songs.,Habibi Excellent N/A,verify_attribute,You love Habibi. Do you think other songs of this type are as great?,1,3,(X (X) (X) (X)),0.01030669478,97.02431488,2.445593937,0.5699311,verify_attribute,match
15929,15929,1592,Macarena rating excellent. Macarena genres flamenco. Macarena domain songs.,Macarena Excellent Flamenco,verify_attribute,"
You love Macarena. Do you think other flamenco songs are also great?",1,3,(X (X) (X) (X)),0.02271773802,44.01846695,2.839838723,0.76272446,verify_attribute,match
15936,15936,1593,"Right Here, Right Now rating good. Right Here, Right Now producer Giorgio Moroder. Right Here, Right Now domain songs.","Right Here, Right Now Good Giorgio Moroder",verify_attribute,"
You told me that you liked Right Here, Right Now. Do you think Giorgio Moroder's songs are always decent?",1,3,(X (X) (X) (X)),0.02915598201,34.29827881,16.92326792,0.7767354,verify_attribute,match
15940,15940,1594,Y.M.C.A. rating excellent. Y.M.C.A. record label Casablanca Records. Y.M.C.A. domain songs.,Y.M.C.A. Excellent Casablanca Records,verify_attribute,"
You love Y.M.C.A. Do you think the other songs from Casablanca Records are equally great?",1,3,(X (X) (X) (X)),0.0235006127,42.55208206,32.59889346,0.7766289,verify_attribute,match
15951,15951,1595,Evolution rating excellent. Evolution record label EMI. Evolution domain songs.,Evolution Excellent Emi,verify_attribute,"
You love Evolution from EMI. Do you think the other songs from EMI are equally great?",1,3,(X (X) (X) (X)),0.01537913501,65.02316284,2.147691209,0.7490679,verify_attribute,match
15962,15962,1596,Take My Breath Away rating excellent. Take My Breath Away genres synth-pop. Take My Breath Away domain songs.,Take My Breath Away Excellent Synth-Pop,verify_attribute,"
You love Take My Breath Away. Do you think other synth-pop songs are equally great?",1,3,(X (X) (X) (X)),0.01709060687,58.51167297,14.31712315,0.71738565,verify_attribute,match
15972,15972,1597,So Good rating excellent. So Good publication year 2012. So Good domain songs.,So Good Excellent 2012,verify_attribute,"
You love So Good from 2012. Do you think other songs from that year are equally great?",1,3,(X (X) (X) (X)),0.01448791576,69.02304077,4.48083616,0.590733,verify_attribute,match
15980,15980,1598,Viva la Vida rating excellent. Viva la Vida publication year 2008. Viva la Vida domain songs.,Viva La Vida Excellent 2008,verify_attribute,"
I know you love Viva la Vida. Do you think songs published in 2008 are usually great?",1,3,(X (X) (X) (X)),0.01577404812,63.39526749,2.664321121,0.7681921,verify_attribute,match
15992,15992,1599,All or Nothing rating good. All or Nothing genres pop music. All or Nothing domain songs.,All Or Nothing Good Pop Music,verify_attribute,"
I know you like All or Nothing. Do you generally enjoy pop music?",1,3,(X (X) (X) (X)),0.01647850319,60.68512344,3.125190764,0.6536329,verify_attribute,match
16006,16006,1600,I rating excellent. I performer Kendrick Lamar. I domain songs.,I Excellent Kendrick Lamar,verify_attribute,"
You love I by Kendrick Lamar. Do you think all of his songs are great?",1,3,(X (X) (X) (X)),0.01809175293,55.27380371,5.061867435,0.7883759,verify_attribute,match
16010,16010,1601,Over It rating good. Over It record label RCA Records. Over It domain songs.,Over It Good Rca Records,verify_attribute,"
I know you like Over It from RCA Records. Do you usually enjoy songs from this record label?",1,3,(X (X) (X) (X)),0.01005529831,99.45005798,4.2377132,0.64626145,verify_attribute,match
16029,16029,1602,Old Town Road rating excellent. Old Town Road publication year 2018. Old Town Road domain songs.,Old Town Road Excellent 2018,verify_attribute,"
You love Old Town Road. Do you think all the songs from 2018 are great?",1,3,(X (X) (X) (X)),0.009451195814,105.8067169,9.147827112,0.77037007,verify_attribute,match
16035,16035,1603,Matador rating excellent. Matador producer K. C. Porter. Matador domain songs.,Matador Excellent K. C. Porter,verify_attribute,"
You love Matador produced by K. C. Porter. Do you think all his songs are great?",1,3,(X (X) (X) (X)),0.01089901761,91.75138855,18.75920232,0.79476243,verify_attribute,match
16041,16041,1604,Afterlife rating good. Afterlife publication year 2013. Afterlife domain songs.,Afterlife Good 2013,verify_attribute,You said you like Afterlife. Do you usually enjoy songs from 2013?,1,3,(X (X) (X) (X)),0.008045918307,124.2866211,3.377156414,0.63341486,verify_attribute,match
16050,16050,1605,So Good rating excellent. So Good record label Atlantic Records. So Good domain songs.,So Good Excellent Atlantic Records,verify_attribute,"
You love So Good from Atlantic Records. Do you usually find other songs from the same label excellent as well?",1,3,(X (X) (X) (X)),0.007169426492,139.4811707,4.885326644,0.683388,verify_attribute,match
16063,16063,1606,Space Oddity rating excellent. Space Oddity publication year 1969. Space Oddity domain songs.,Space Oddity Excellent 1969,verify_attribute,"
You love Space Oddity from 1969. Do you think other songs from that period are equally great?",1,3,(X (X) (X) (X)),0.01748408905,57.19485855,4.48083616,0.66883314,verify_attribute,match
16072,16072,1607,Style rating excellent. Style record label Big Machine Records. Style domain songs.,Style Excellent Big Machine Records,verify_attribute,You love Style. Do you usually have a great time listening to Big Machine Records songs?,1,3,(X (X) (X) (X)),0.007764749511,128.7871552,8.590764836,0.7108668,verify_attribute,match
16083,16083,1608,Pumped Up Kicks rating excellent. Pumped Up Kicks record label Startime International. Pumped Up Kicks domain songs.,Pumped Up Kicks Excellent Startime International,verify_attribute,"
You love Pumped Up Kicks. Do you think the other songs from Startime International are as great?",1,3,(X (X) (X) (X)),0.00839884357,119.0640106,9.475814784,0.7631597,verify_attribute,match
16091,16091,1609,So Good rating excellent. So Good from album Strange Clouds. So Good domain songs.,So Good Excellent Strange Clouds,verify_attribute,"
You love So Good from Strange Clouds. Do you think the other songs from the same album are equally great?",1,3,(X (X) (X) (X)),0.0109537763,91.29271698,4.885326644,0.574043,verify_attribute,match
16107,16107,1610,"Stargazing rating excellent. Stargazing performer Kygo, Justin Jesso. Stargazing domain songs.","Stargazing Excellent Kygo, Justin Jesso",verify_attribute,"
You love Stargazing by Kygo and Justin Jesso. Do you think their songs are always great?",1,3,(X (X) (X) (X)),0.006147008577,162.6807556,5.108099333,0.8211346,verify_attribute,match
16117,16117,1611,Dog Eat Dog rating good. Dog Eat Dog performer Adam and the Ants. Dog Eat Dog domain songs.,Dog Eat Dog Good Adam And The Ants,verify_attribute,"
I know you like Dog Eat Dog by Adam and the Ants. Do you think all of his songs are decent?",1,3,(X (X) (X) (X)),0.01939452912,51.56093216,6.9645418,0.82378125,verify_attribute,match
16127,16127,1612,Wanna Get to Know You rating good. Wanna Get to Know You publication year 2004. Wanna Get to Know You domain songs.,Wanna Get To Know You Good 2004,verify_attribute,"
I know you like Wanna Get to Know You. Do you generally enjoy songs from 2004?",1,3,(X (X) (X) (X)),0.01448511864,69.03636932,6.423094863,0.66280246,verify_attribute,match
16134,16134,1613,Old Town Road rating excellent. Old Town Road producer Atticus Ross. Old Town Road domain songs.,Old Town Road Excellent Atticus Ross,verify_attribute,"
You love Old Town Road. Do you think other songs produced by Atticus Ross are also excellent?",1,3,(X (X) (X) (X)),0.009471285325,105.5822906,9.475814784,0.7846577,verify_attribute,match
16149,16149,1614,Take My Breath Away rating excellent. Take My Breath Away producer Giorgio Moroder. Take My Breath Away domain songs.,Take My Breath Away Excellent Giorgio Moroder,verify_attribute,"
You said you love Take My Breath Away. Do you think all of Giorgio Moroder's songs are excellent?",1,3,(X (X) (X) (X)),0.03397926744,29.42971039,12.67371854,0.80293584,verify_attribute,match
16154,16154,1615,All or Nothing rating good. All or Nothing publication year 1990. All or Nothing domain songs.,All Or Nothing Good 1990,verify_attribute,"
I know you said All or Nothing is good. Do you usually enjoy songs from the 1990s?",1,3,(X (X) (X) (X)),0.01882128865,53.13132477,2.407485904,0.6634304,verify_attribute,match
16165,16165,1616,Feel Again rating excellent. Feel Again record label Mosley Music Group. Feel Again domain songs.,Feel Again Excellent Mosley Music Group,verify_attribute,You said you love Feel Again from Mosley Music Group. Do you think all Mosley Music Group songs are excellent?,1,3,(X (X) (X) (X)),0.01091506796,91.61647034,8.084607177,0.8854392,verify_attribute,match
16173,16173,1617,Afterlife rating good. Afterlife performer Arcade Fire. Afterlife domain songs.,Afterlife Good Arcade Fire,verify_attribute,"
I know you like Afterlife by Arcade Fire. Do you usually enjoy the music they produce?",1,3,(X (X) (X) (X)),0.01555678359,64.28063965,4.75362206,0.6452726,verify_attribute,match
16189,16189,1618,"Money, Cash, Hoes rating good. Money, Cash, Hoes publication year 1998. Money, Cash, Hoes domain songs.","Money, Cash, Hoes Good 1998",verify_attribute,"
I know you think Money, Cash, Hoes is decent. Do you usually enjoy songs from 1998?",1,3,(X (X) (X) (X)),0.00494438286,202.2497101,18.75920232,0.77494216,verify_attribute,match
16190,16190,1619,Hold My Hand rating good. Hold My Hand genres arena rock. Hold My Hand domain songs.,Hold My Hand Good Arena Rock,verify_attribute,"
You told me that you like Hold My Hand. Do you usually enjoy arena rock?",1,3,(X (X) (X) (X)),0.008977081088,111.394783,8.513012361,0.68207234,verify_attribute,match
16202,16202,1620,Take My Breath Away rating excellent. Take My Breath Away publication year 1986. Take My Breath Away domain songs.,Take My Breath Away Excellent 1986,verify_attribute,"
You love Take My Breath Away. Do you usually have a great time listening to songs from 1986?",1,3,(X (X) (X) (X)),0.01760174363,56.81255341,12.67371854,0.6914935,verify_attribute,match
16216,16216,1621,Paint It Black rating excellent. Paint It Black performer The Rolling Stones. Paint It Black domain songs.,Paint It Black Excellent The Rolling Stones,verify_attribute,"
You love Paint It Black performed by The Rolling Stones. Do you usually enjoy songs by The Rolling Stones?",1,3,(X (X) (X) (X)),0.01892750265,52.83317184,11.36930615,0.6962333,verify_attribute,match
16221,16221,1622,Style rating excellent. Style genres funk. Style domain songs.,Style Excellent Funk,verify_attribute,"
You love Style. Do you think all funk songs are as awesome?",1,3,(X (X) (X) (X)),0.005049086371,198.0556335,2.839838723,0.6489442,verify_attribute,match
16234,16234,1623,Seven Nation Army rating excellent. Seven Nation Army publication year 2003. Seven Nation Army domain songs.,Seven Nation Army Excellent 2003,verify_attribute,You love Seven Nation Army. Do you usually have a good time listening to songs from 2003?,1,3,(X (X) (X) (X)),0.01245384395,80.29649353,8.097785064,0.70766765,verify_attribute,match
16247,16247,1624,Money for Nothing rating excellent. Money for Nothing genres rock music. Money for Nothing domain songs.,Money For Nothing Excellent Rock Music,verify_attribute,"
You love Money for Nothing. Do you usually have a great time listening to rock music?",1,3,(X (X) (X) (X)),0.01840422228,54.33535767,2.554049666,0.6784657,verify_attribute,match
16255,16255,1625,So Good rating excellent. So Good performer B.o.B. So Good domain songs.,So Good Excellent B.O.B,verify_attribute,"
You love So Good by B.o.B. Do you think his other songs are equally great?",1,3,(X (X) (X) (X)),0.01723096889,58.03504181,6.291102779,0.6882753,verify_attribute,match
16265,16265,1626,Pumped Up Kicks rating excellent. Pumped Up Kicks producer Mark Foster. Pumped Up Kicks domain songs.,Pumped Up Kicks Excellent Mark Foster,verify_attribute,"
You love Pumped Up Kicks by Mark Foster. Do you think all of his songs are great?",1,3,(X (X) (X) (X)),0.01998738132,50.03156662,9.475814784,0.75564194,verify_attribute,match
16270,16270,1627,Space Oddity rating excellent. Space Oddity genres folk rock. Space Oddity domain songs.,Space Oddity Excellent Folk Rock,verify_attribute,"
You love Space Oddity. Do you think other folk rock songs are equally great?",1,3,(X (X) (X) (X)),0.01276339871,78.34903717,4.891187874,0.65444386,verify_attribute,match
16289,16289,1628,Dragostea Din Tei rating excellent. Dragostea Din Tei genres Eurodance. Dragostea Din Tei domain songs.,Dragostea Din Tei Excellent Eurodance,verify_attribute,"
You love Dragostea Din Tei. Do you think other Eurodance songs are just as great?",1,3,(X (X) (X) (X)),0.005401696355,185.1270294,9.147827112,0.8316628,verify_attribute,match
16297,16297,1629,Style rating excellent. Style producer Shellback. Style domain songs.,Style Excellent Shellback,verify_attribute,You love Style which was produced by Shellback. Do you think all of Shellback's songs are excellent?,1,3,(X (X) (X) (X)),0.01215574211,82.26564789,2.407485904,0.75501144,verify_attribute,match
16306,16306,1630,Marilyn Monroe rating excellent. Marilyn Monroe record label Columbia Records. Marilyn Monroe domain songs.,Marilyn Monroe Excellent Columbia Records,verify_attribute,You love Marilyn Monroe. Do you think all songs by Columbia Records are excellent?,1,3,(X (X) (X) (X)),0.005896686695,169.5867615,6.917184228,0.8433771,verify_attribute,match
16310,16310,1631,"Right Here, Right Now rating good. Right Here, Right Now from album Déjà Vu. Right Here, Right Now domain songs.","Right Here, Right Now Good Déjà Vu",verify_attribute," I know you think Right Here, Right Now is decent. Do you usually like songs from the Déjà Vu album?",1,3,(X (X) (X) (X)),0.01633679992,61.21149826,17.72984226,0.6872321,verify_attribute,match
16328,16328,1632,Poison rating excellent. Poison genres dance-pop. Poison domain songs.,Poison Excellent Dance-Pop,verify_attribute,"
You love Poison. Do you think other dance-pop songs are equally great?",1,3,(X (X) (X) (X)),0.01093717939,91.43125153,2.839838723,0.635822,verify_attribute,match
16339,16339,1633,Black Barbies rating excellent. Black Barbies from album N/A. Black Barbies domain songs.,Black Barbies Excellent N/A,verify_attribute,"
You love Black Barbies. Do you think other songs like it are equally great?",1,3,(X (X) (X) (X)),0.01304564802,76.65391541,4.891187874,0.5796607,verify_attribute,match
16340,16340,1634,Sweet Home Alabama rating excellent. Sweet Home Alabama producer Al Kooper. Sweet Home Alabama domain songs.,Sweet Home Alabama Excellent Al Kooper,verify_attribute,"
You love Sweet Home Alabama from Al Kooper. Do you think his other songs are equally great?",1,3,(X (X) (X) (X)),0.009265605737,107.9260254,9.475814784,0.7999228,verify_attribute,match
16356,16356,1635,Dragostea Din Tei rating excellent. Dragostea Din Tei record label Polydor Records. Dragostea Din Tei domain songs.,Dragostea Din Tei Excellent Polydor Records,verify_attribute,You love Dragostea Din Tei. Do you think the other songs from Polydor Records are equally great?,1,3,(X (X) (X) (X)),0.003655596572,273.5531616,9.475814784,0.8447312,verify_attribute,match
16369,16369,1636,Kings of the Wild Frontier rating good. Kings of the Wild Frontier publication year 1980. Kings of the Wild Frontier domain songs.,Kings Of The Wild Frontier Good 1980,verify_attribute,"
I know you like Kings of the Wild Frontier. Do you usually enjoy songs from 1980?",1,3,(X (X) (X) (X)),0.007195976946,138.9665375,5.108099333,0.7638993,verify_attribute,match
16372,16372,1637,King of Sorrow rating excellent. King of Sorrow record label Epic Records. King of Sorrow domain songs.,King Of Sorrow Excellent Epic Records,verify_attribute,"
You love King of Sorrow from Epic Records. Do you usually enjoy songs from Epic Records?",1,3,(X (X) (X) (X)),0.009744780893,102.6190338,5.108099333,0.7734893,verify_attribute,match
16383,16383,1638,Stereotypes rating good. Stereotypes genres Britpop. Stereotypes domain songs.,Stereotypes Good Britpop,verify_attribute,"
I know you like Stereotypes. Do you usually enjoy Britpop songs?",1,3,(X (X) (X) (X)),0.01302283288,76.78820801,3.673526563,0.7402556,verify_attribute,match
16395,16395,1639,Poison rating excellent. Poison record label Interscope Records. Poison domain songs.,Poison Excellent Interscope Records,verify_attribute,"
You love Poison from Interscope Records. Do you usually enjoy songs from Interscope Records?",1,3,(X (X) (X) (X)),0.02780687174,35.96233368,5.412989187,0.7571272,verify_attribute,match
16406,16406,1640,Stairway to Heaven rating excellent. Stairway to Heaven publication year 1971. Stairway to Heaven domain songs.,Stairway To Heaven Excellent 1971,verify_attribute,"
You love Stairway to Heaven from 1971. Do you think other songs from that era are equally great?",1,3,(X (X) (X) (X)),0.02684158586,37.25562286,2.519759344,0.6897831,verify_attribute,match
