,Unnamed: 0,index,mr_new,da,text,num_hops,num_triples,shape,pseudo_mr,pred,probs,LM_prob,PPL,pseudo_bleu,scores,criteria,
49184,49184,3600,Wallander award received British Academy Television Award for Best Actor. Inspector Morse award received British Academy Television Award for Best Actor. Inspector Morse genre detective fiction. Wallander domain tv.,inform,Wallander is a detective fiction TV series that won the British Academy Television Award for Best Actor. Inspector Morse is also a detective fiction TV series that won the British Academy Television Award for Best Actor.,3,6,(X (X (X (X))),Wallander British Academy Television Award for Best Actor Inspector Morse detective fiction,inform,0.99606234,0.05336395529,18.73924065,18.14413802,0.8812877,match_scores,
49195,49195,3601,"Gunpowder characters Guy Fawkes. Gunpowder, Treason & Plot characters Guy Fawkes. Gunpowder, Treason & Plot genre docudrama. Gunpowder domain tv.",inform," Gunpowder and Gunpowder, Treason & Plot are docudramas featuring character Guy Fawkes.",3,6,(X (X (X (X))),"Gunpowder Guy Fawkes Gunpowder, Treason & Plot docudrama",inform,0.9882995,0.003636023485,275.0257263,31.61487584,0.9509434,match_scores,
49199,49199,3602,Gunpowder cast member Kit Harington. Game of Thrones cast member Kit Harington. Game of Thrones genre television series based on a novel. Gunpowder domain tv.,inform," Gunpowder is a television series based on a novel starring Kit Harington, who also stars in Game of Thrones.",3,6,(X (X (X (X))),Gunpowder Kit Harington Game of Thrones television series based on a novel,inform,0.9916019,0.04242465486,23.57119942,31.64257178,0.8945926,match_scores_PPL,
49217,49217,3603,Gunpowder producer Kit Harington. Game of Thrones cast member Kit Harington. Game of Thrones genre television series based on a novel. Gunpowder domain tv.,inform," Gunpowder is a television series based on a novel, produced by Kit Harington, who also starred in Game of Thrones.",3,6,(X (X (X (X))),Gunpowder Kit Harington Game of Thrones television series based on a novel,inform,0.99277544,0.04822769956,20.734972,28.69066874,0.9112918,match_scores,
49226,49226,3604,Gunpowder creator Kit Harington. Game of Thrones cast member Kit Harington. Game of Thrones genre television series based on a novel. Gunpowder domain tv.,inform," Gunpowder is a television series based on a novel created by Kit Harington, who also stars in the cast of Game of Thrones.",3,6,(X (X (X (X))),Gunpowder Kit Harington Game of Thrones television series based on a novel,inform,0.9814781,0.0502130488,19.91514206,26.24310277,0.88631344,match_scores,
49232,49232,3605,Gunpowder screenwriter Ronan Bennett. Damian smells creator Ronan Bennett. Damian smells genre drama television series. Gunpowder domain tv.,inform,Gunpowder is a drama television series written by Ronan Bennett.,3,6,(X (X (X (X))),Gunpowder Ronan Bennett Damian smells drama television series,inform,0.99036926,0.006380388406,156.7302704,18.36028135,0.85363466,match_scores_PPL,
49240,49240,3606,Gunpowder genre historical drama. Downton Abbey genre historical drama. Downton Abbey cast member Ronald Pickup. Gunpowder domain tv.,inform,Gunpowder is a historical drama and Downton Abbey is a historical drama starring Ronald Pickup.,3,6,(X (X (X (X))),Gunpowder historical drama Downton Abbey Ronald Pickup,inform,0.98407376,0.01014519081,98.56887054,8.80464134,0.9195435,match_scores_PPL,
49256,49256,3607,Gunpowder genre historical drama. Downton Abbey genre historical drama. Downton Abbey screenwriter Shelagh Stephenson. Gunpowder domain tv.,inform,Gunpowder is a historical drama and Downton Abbey is a historical drama written by Shelagh Stephenson.,3,6,(X (X (X (X))),Gunpowder historical drama Downton Abbey Shelagh Stephenson,inform,0.9671289,0.01588988997,62.93309784,8.233514928,0.92058283,match_scores_PPL,
49259,49259,3608,Gunpowder genre historical drama. Downton Abbey genre historical drama. Downton Abbey characters Mary of Teck. Gunpowder domain tv.,inform,Gunpowder is a historical drama and Downton Abbey is a historical drama featuring character Mary of Teck.,3,6,(X (X (X (X))),Gunpowder historical drama Downton Abbey Mary of Teck,inform,0.9641507,0.008192260616,122.0664291,12.14917614,0.9081361,match_scores_PPL,
49276,49276,3609,Gunpowder genre historical drama. Downton Abbey genre historical drama. Downton Abbey creator Julian Fellowes. Gunpowder domain tv.,inform,Gunpowder is a historical drama and Downton Abbey a historical drama created by Julian Fellowes.,3,6,(X (X (X (X))),Gunpowder historical drama Downton Abbey Julian Fellowes,inform,0.96945107,0.01987760906,50.30786133,8.80464134,0.91928613,match_scores,
49279,49279,3610,Gunpowder genre historical drama. Downton Abbey genre historical drama. Downton Abbey genre LGBTI+ related TV series. Gunpowder domain tv.,inform," Gunpowder is a historical drama television series. Downton Abbey is also a historical drama television series, but with LGBTI+ related content.",3,6,(X (X (X (X))),Gunpowder historical drama Downton Abbey LGBTI+ related TV series,inform,0.99313736,0.0187493782,53.33510208,8.774910276,0.90315175,match_scores,
49293,49293,3611,Galactica 1980 cast member Jack Ging. Jack Ging genre Western. Lone Ranger genre Western. Galactica 1980 domain tv.,inform," Galactica 1980 is a Western television series starring Jack Ging, and is related to Lone Ranger.",3,6,(X (X (X (X))),Galactica 1980 Jack Ging Western Lone Ranger,inform,0.9935563,0.006393880232,156.3995514,7.732130226,0.8508657,match_scores,
49297,49297,3612,Galactica 1980 cast member Jack Ging. The Waltons cast member Jack Ging. The Waltons genre drama television series. Galactica 1980 domain tv.,inform,Jack Ging stars in the drama television series Galactica 1980 and The Waltons.,3,6,(X (X (X (X))),Galactica 1980 Jack Ging The Waltons drama television series,inform,0.9020172,0.003109192452,321.6269226,17.49380575,0.94351625,match_scores_PPL,
49307,49307,3613,Galactica 1980 genre science fiction television program. Beauty and the Beast genre science fiction television program. Beauty and the Beast cast member Sendhil Ramamurthy. Galactica 1980 domain tv.,inform,Galactica 1980 is a science fiction television program and Beauty and the Beast is a science fiction television program starring Sendhil Ramamurthy.,3,6,(X (X (X (X))),Galactica 1980 science fiction television program Beauty and the Beast Sendhil Ramamurthy,inform,0.9913982,0.01943266297,51.45975113,24.51829992,0.9215371,match_scores_PPL,
49322,49322,3614,Galactica 1980 genre science fiction television program. Beauty and the Beast genre science fiction television program. Beauty and the Beast genre paranormal television program. Galactica 1980 domain tv.,inform," Galactica 1980 is a science fiction television program, while Beauty and the Beast is a science fiction and paranormal television program.",3,6,(X (X (X (X))),Galactica 1980 science fiction television program Beauty and the Beast paranormal television program,inform,0.98895776,0.02770271156,36.09754944,27.2393358,0.9379734,match_scores_PPL,
49334,49334,3615,"Galactica 1980 creator Glen A. Larson. Magnum, P.I. creator Glen A. Larson. Magnum, P.I. genre detective fiction. Galactica 1980 domain tv.",inform," Galactica 1980, created by Glen A. Larson, is a television series, while Magnum, P.I., also created by Glen A. Larson, is a detective fiction series.",3,6,(X (X (X (X))),"Galactica 1980 Glen A. Larson Magnum, P.I. detective fiction",inform,0.98919094,0.02992683256,33.41482925,21.45714929,0.81765646,match_scores,
49344,49344,3616,Galactica 1980 creator Glen A. Larson. Alias Smith and Jones producer Glen A. Larson. Alias Smith and Jones genre television western. Galactica 1980 domain tv.,inform," Galactica 1980 is a television western created by Glen A. Larson, who also produced Alias Smith and Jones.",3,6,(X (X (X (X))),Galactica 1980 Glen A. Larson Alias Smith and Jones television western,inform,0.9937919,0.007918874074,126.2805786,27.04091954,0.9202248,match_scores_PPL,
49355,49355,3617,"Galactica 1980 creator Glen A. Larson. Magnum, P.I. screenwriter Glen A. Larson. Magnum, P.I. genre detective fiction. Galactica 1980 domain tv.",inform," Galactica 1980 is a detective fiction TV series created by Glen A. Larson, who also wrote for Magnum, P.I.",3,6,(X (X (X (X))),"Galactica 1980 Glen A. Larson Magnum, P.I. detective fiction",inform,0.9885811,0.01685675182,59.32341003,32.43466208,0.871476,match_scores,
49365,49365,3618,Galactica 1980 screenwriter Jeff Freilich. Halt and Catch Fire producer Jeff Freilich. Halt and Catch Fire genre historical drama. Galactica 1980 domain tv.,inform," Galactica 1980 is a historical drama written by Jeff Freilich, who also produced the series Halt and Catch Fire.",3,6,(X (X (X (X))),Galactica 1980 Jeff Freilich Halt and Catch Fire historical drama,inform,0.99628854,0.02301471483,43.45046234,17.0010781,0.91448456,match_scores,
49366,49366,3619,Galactica 1980 screenwriter Jeff Freilich. NY – Streets of Death screenwriter Jeff Freilich. NY – Streets of Death genre thriller film. Galactica 1980 domain tv.,inform," Galactica 1980 is a television series written by Jeff Freilich, while NY – Streets of Death is a thriller film also written by Jeff Freilich.",3,6,(X (X (X (X))),Galactica 1980 Jeff Freilich NY – Streets of Death thriller film,inform,0.9887821,0.01377910209,72.57366943,18.19861776,0.8719903,match_scores_PPL,
49383,49383,3620,Angel cast member Sarah Thompson. Line of Fire cast member Sarah Thompson. Line of Fire genre drama television series. Angel domain tv.,inform,Sarah Thompson stars in the drama television series Angel and Line of Fire.,3,6,(X (X (X (X))),Angel Sarah Thompson Line of Fire drama television series,inform,0.9338201,0.004877806976,205.0101624,20.80375826,0.93040144,match_scores,
49391,49391,3621,Angel characters Willow Rosenberg. Buffy the Vampire Slayer characters Willow Rosenberg. Buffy the Vampire Slayer genre werewolf television program. Angel domain tv.,inform,Angel and Buffy the Vampire Slayer are both television programs starring Willow Rosenberg. Buffy the Vampire Slayer is a werewolf television program.,3,6,(X (X (X (X))),Angel Willow Rosenberg Buffy the Vampire Slayer werewolf television program,inform,0.99438703,0.02786552723,35.88663483,16.29944673,0.9286375,match_scores,
49405,49405,3622,Angel producer Joss Whedon. Firefly screenwriter Joss Whedon. Firefly genre space opera. Angel domain tv.,inform," Angel is a tv show produced by Joss Whedon, and Firefly is a space opera written by Joss Whedon.",3,6,(X (X (X (X))),Angel Joss Whedon Firefly space opera,inform,0.972644,0.03653682359,27.36964798,5.684653076,0.88252234,match_scores,
49412,49412,3623,Angel producer Joss Whedon. Buffy the Vampire Slayer creator Joss Whedon. Buffy the Vampire Slayer genre werewolf television program. Angel domain tv.,inform," Angel is a television program produced by Joss Whedon, and Buffy the Vampire Slayer is a werewolf television program created by Joss Whedon.",3,6,(X (X (X (X))),Angel Joss Whedon Buffy the Vampire Slayer werewolf television program,inform,0.9883337,0.05401008012,18.51506233,15.60424227,0.8982206,match_scores,
49416,49416,3624,Angel producer Joss Whedon. Veronica Mars cast member Joss Whedon. Veronica Mars genre comedy drama. Angel domain tv.,inform," Angel is a tv series produced by Joss Whedon, and Veronica Mars is a comedy drama starring Joss Whedon.",3,6,(X (X (X (X))),Angel Joss Whedon Veronica Mars comedy drama,inform,0.9874358,0.03018544988,33.12854385,6.538279438,0.888822,match_scores,
49435,49435,3625,Angel producer Joss Whedon. Firefly producer Joss Whedon. Firefly genre space opera. Angel domain tv.,inform," Angel is a television series produced by Joss Whedon, as well as the space opera Firefly.",3,6,(X (X (X (X))),Angel Joss Whedon Firefly space opera,inform,0.979218,0.02775830587,36.0252533,6.722636788,0.8808089,match_scores,
49442,49442,3626,Angel screenwriter Joss Whedon. Firefly screenwriter Joss Whedon. Firefly genre space opera. Angel domain tv.,inform," Angel is a television series written by Joss Whedon, and Firefly is a space opera also written by Joss Whedon.",3,6,(X (X (X (X))),Angel Joss Whedon Firefly space opera,inform,0.95881915,0.0384585902,26.00199318,5.406502669,0.85575444,match_scores_PPL,
49447,49447,3627,Angel screenwriter Joss Whedon. Buffy the Vampire Slayer creator Joss Whedon. Buffy the Vampire Slayer genre werewolf television program. Angel domain tv.,inform,Angel is a television program written by Joss Whedon and Buffy the Vampire Slayer is a werewolf television program created by Joss Whedon.,3,6,(X (X (X (X))),Angel Joss Whedon Buffy the Vampire Slayer werewolf television program,inform,0.9874027,0.03800696291,26.3109684,16.29944673,0.90713197,match_scores_PPL,
49465,49465,3628,Angel screenwriter Joss Whedon. Veronica Mars cast member Joss Whedon. Veronica Mars genre comedy drama. Angel domain tv.,inform," Angel is a comedy drama television series written by Joss Whedon, starring Joss Whedon.",3,6,(X (X (X (X))),Angel Joss Whedon Veronica Mars comedy drama,inform,0.9947568,0.03456245228,28.93313217,7.314031827,0.78019387,match_scores_PPL,
49474,49474,3629,Angel screenwriter Joss Whedon. Firefly producer Joss Whedon. Firefly genre space opera. Angel domain tv.,inform,Angel is a television series written by Joss Whedon and Firefly is a space opera produced by Joss Whedon.,3,6,(X (X (X (X))),Angel Joss Whedon Firefly space opera,inform,0.9892769,0.02555242856,39.13522339,5.993031481,0.88156575,match_scores_PPL,
49482,49482,3630,The Musketeers characters Bonacieux. The Three Musketeers characters Bonacieux. The Three Musketeers genre adventure fiction. The Musketeers domain tv.,inform,The Musketeers and The Three Musketeers are adventure fiction television series featuring the character Bonacieux.,3,6,(X (X (X (X))),The Musketeers Bonacieux The Three Musketeers adventure fiction,inform,0.99079216,0.01436586529,69.60945129,13.83436846,0.91484046,match_scores_PPL,
49490,49490,3631,The Musketeers cast member Paul McGann. Doctor Who cast member Paul McGann. Doctor Who genre action television series. The Musketeers domain tv.,inform," The Musketeers is an action television series starring Paul McGann, who also starred in Doctor Who.",3,6,(X (X (X (X))),The Musketeers Paul McGann Doctor Who action television series,inform,0.9945851,0.04049168519,24.6964283,13.23007976,0.8966337,match_scores_PPL,
49503,49503,3632,The Musketeers genre swashbuckler film. The Three Musketeers genre swashbuckler film. The Three Musketeers characters Milady de Winter. The Musketeers domain tv.,inform,The Musketeers and The Three Musketeers are swashbuckler films featuring the character Milady de Winter.,3,6,(X (X (X (X))),The Musketeers swashbuckler film The Three Musketeers Milady de Winter,inform,0.9548767,0.01412140343,70.81449127,17.91564594,0.9392844,match_scores,
49515,49515,3633,The Musketeers genre swashbuckler film. The Three Musketeers genre swashbuckler film. The Three Musketeers genre romance anime and manga. The Musketeers domain tv.,inform," The Musketeers is a swashbuckler film, while The Three Musketeers is a swashbuckler and romance anime and manga.",3,6,(X (X (X (X))),The Musketeers swashbuckler film The Three Musketeers romance anime and manga,inform,0.98675215,0.04026150689,24.83761978,21.11187176,0.9461789,match_scores,
49517,49517,3634,The Musketeers genre swashbuckler film. The Three Musketeers genre swashbuckler film. The Three Musketeers screenwriter Monkey Punch. The Musketeers domain tv.,inform,The Musketeers and The Three Musketeers are swashbuckler films written by Monkey Punch.,3,6,(X (X (X (X))),The Musketeers swashbuckler film The Three Musketeers Monkey Punch,inform,0.9357937,0.0139152783,71.86345673,16.06455375,0.9479323,match_scores_PPL,
49531,49531,3635,The Musketeers creator Adrian Hodges. The Ruby in the Smoke screenwriter Adrian Hodges. The Ruby in the Smoke genre film based on a novel. The Musketeers domain tv.,inform,The Musketeers is a television series created by Adrian Hodges and based on his novel The Ruby in the Smoke.,3,6,(X (X (X (X))),The Musketeers Adrian Hodges The Ruby in the Smoke film based on a novel,inform,0.98638374,0.0251780682,39.71710587,24.83014819,0.8805139,match_scores,
49536,49536,3636,The Musketeers creator Adrian Hodges. Primeval creator Adrian Hodges. Primeval genre science fiction television program. The Musketeers domain tv.,inform," The Musketeers is a television program created by Adrian Hodges, while Primeval is a science fiction television program also created by Adrian Hodges.",3,6,(X (X (X (X))),The Musketeers Adrian Hodges Primeval science fiction television program,inform,0.9873531,0.02909065729,34.37529755,13.12155139,0.8987464,match_scores_PPL,
49546,49546,3637,Wolf Hall characters Anne Boleyn. The Tudors characters Anne Boleyn. The Tudors genre drama television series. Wolf Hall domain tv.,inform," Wolf Hall is a drama television series featuring Anne Boleyn, also seen in The Tudors.",3,6,(X (X (X (X))),Wolf Hall Anne Boleyn The Tudors drama television series,inform,0.99255306,0.01243024276,80.44895172,14.08797525,0.9260182,match_scores,
49561,49561,3638,Wolf Hall cast member Joanne Whalley. Willow cast member Joanne Whalley. Willow genre fantasy television series. Wolf Hall domain tv.,inform," Wolf Hall is a television series featuring Joanne Whalley, and Willow is a fantasy television series also starring Joanne Whalley.",3,6,(X (X (X (X))),Wolf Hall Joanne Whalley Willow fantasy television series,inform,0.98907846,0.02035546115,49.12686539,9.770653288,0.91270673,match_scores,
49570,49570,3639,Wolf Hall award received Golden Globe Award for Best Miniseries or Television Film. The White Lotus award received Golden Globe Award for Best Miniseries or Television Film. The White Lotus genre anthology series. Wolf Hall domain tv.,inform,Wolf Hall and The White Lotus are anthology series that both received the Golden Globe Award for Best Miniseries or Television Film.,3,6,(X (X (X (X))),Wolf Hall Golden Globe Award for Best Miniseries or Television Film The White Lotus anthology series,inform,0.9907693,0.01153883975,86.66382599,45.63369808,0.9567713,match_scores,
49580,49580,3640,Wolf Hall genre television series based on a novel. True Blood genre television series based on a novel. True Blood cast member Nelsan Ellis. Wolf Hall domain tv.,inform,Wolf Hall is a television series based on a novel starring Nelsan Ellis.,3,6,(X (X (X (X))),Wolf Hall television series based on a novel True Blood Nelsan Ellis,inform,0.98895466,0.007671942961,130.3450775,43.24227075,0.91823196,match_scores,
49586,49586,3641,Wolf Hall genre television series based on a novel. True Blood genre television series based on a novel. True Blood award received Genesis Award. Wolf Hall domain tv.,inform," Wolf Hall is a television series based on a novel, and True Blood is a television series based on a novel that won the Genesis Award.",3,6,(X (X (X (X))),Wolf Hall television series based on a novel True Blood Genesis Award,inform,0.98610616,0.03533045378,28.3041935,22.00413657,0.9041372,match_scores_PPL,
49601,49601,3642,Wolf Hall genre television series based on a novel. True Blood genre television series based on a novel. True Blood genre drama television series. Wolf Hall domain tv.,inform,Wolf Hall is a drama television series based on a novel.,3,6,(X (X (X (X))),Wolf Hall television series based on a novel True Blood drama television series,inform,0.99029315,0.01147571584,87.14053345,48.86103196,0.886844,match_scores_PPL,
49613,49613,3643,Wolf Hall genre television series based on a novel. True Blood genre television series based on a novel. True Blood screenwriter Alan Ball. Wolf Hall domain tv.,inform," Wolf Hall is a television series based on a novel, while True Blood is a television series based on a novel written by Alan Ball.",3,6,(X (X (X (X))),Wolf Hall television series based on a novel True Blood Alan Ball,inform,0.98694324,0.04548039605,21.98749542,22.8686764,0.90290827,match_scores_PPL,
49625,49625,3644,Wolf Hall genre television series based on a novel. True Blood genre television series based on a novel. True Blood creator Alan Ball. Wolf Hall domain tv.,inform," Wolf Hall is a television series based on a novel, while True Blood is a television series based on a novel created by Alan Ball.",3,6,(X (X (X (X))),Wolf Hall television series based on a novel True Blood Alan Ball,inform,0.987248,0.04152454237,24.08214378,22.8686764,0.89937276,match_scores,
49633,49633,3645,Wolf Hall genre television series based on a novel. True Blood genre television series based on a novel. True Blood producer Alan Ball. Wolf Hall domain tv.,inform," Wolf Hall is a television series based on a novel, produced by Alan Ball.",3,6,(X (X (X (X))),Wolf Hall television series based on a novel True Blood Alan Ball,inform,0.98860055,0.01640078723,60.97268295,37.23909895,0.87009144,match_scores_PPL,
49636,49636,3646,Wolf Hall screenwriter Peter Straughan. The Goldfinch screenwriter Peter Straughan. The Goldfinch genre drama film. Wolf Hall domain tv.,inform," Wolf Hall is a drama television series written by Peter Straughan, and The Goldfinch is a drama film also written by Peter Straughan.",3,6,(X (X (X (X))),Wolf Hall Peter Straughan The Goldfinch drama film,inform,0.98779696,0.03401320428,29.40034676,6.024757292,0.86320686,match_scores,
49651,49651,3647,Black Earth Rising genre drama. Combat Hospital genre drama. Combat Hospital cast member Deborah Kara Unger. Black Earth Rising domain tv.,inform," Black Earth Rising is a drama television series, and Combat Hospital is a drama featuring Deborah Kara Unger.",3,6,(X (X (X (X))),Black Earth Rising drama Combat Hospital Deborah Kara Unger,inform,0.9641907,0.004201098352,238.0329895,14.02577516,0.8578312,match_scores,
49656,49656,3648,Black Earth Rising cast member John Goodman. The Conners cast member John Goodman. The Conners genre sitcom. Black Earth Rising domain tv.,inform," Black Earth Rising is a television series featuring John Goodman, and The Conners is a sitcom also starring John Goodman.",3,6,(X (X (X (X))),Black Earth Rising John Goodman The Conners sitcom,inform,0.98437405,0.01730000841,57.80344009,9.770653288,0.8820826,match_scores,
49663,49663,3649,Black Earth Rising cast member John Goodman. Kingfish: A Story of Huey P. Long producer John Goodman. Kingfish: A Story of Huey P. Long genre biographical film. Black Earth Rising domain tv.,inform," Black Earth Rising is a television series starring John Goodman, who also produced the biographical film Kingfish: A Story of Huey P. Long.",3,6,(X (X (X (X))),Black Earth Rising John Goodman Kingfish: A Story of Huey P. Long biographical film,inform,0.9811458,0.0235141249,42.52762985,38.46037602,0.8980099,match_scores_PPL,
49676,49676,3650,Black Earth Rising screenwriter Hugo Blick. Christopher Columbus: The Discovery cast member Hugo Blick. Christopher Columbus: The Discovery genre drama film. Black Earth Rising domain tv.,inform," Black Earth Rising is a drama television series written by Hugo Blick, who also stars in the film Christopher Columbus: The Discovery.",3,6,(X (X (X (X))),Black Earth Rising Hugo Blick Christopher Columbus: The Discovery drama film,inform,0.9933037,0.01906153165,52.46168137,21.69036581,0.8650316,match_scores,
49689,49689,3651,Black Earth Rising screenwriter Hugo Blick. The Honourable Woman creator Hugo Blick. The Honourable Woman genre political drama. Black Earth Rising domain tv.,inform,Black Earth Rising and The Honourable Woman are political dramas written by Hugo Blick.,3,6,(X (X (X (X))),Black Earth Rising Hugo Blick The Honourable Woman political drama,inform,0.97504514,0.004067912589,245.8263245,19.25161443,0.9397718,match_scores,
49695,49695,3652,Black Earth Rising screenwriter Hugo Blick. The English screenwriter Hugo Blick. The English genre television western. Black Earth Rising domain tv.,inform,Black Earth Rising is a television western written by Hugo Blick.,3,6,(X (X (X (X))),Black Earth Rising Hugo Blick The English television western,inform,0.99160755,0.004280935616,233.5937958,18.52797256,0.8815819,match_scores_PPL,
49711,49711,3653,Devils cast member Patrick Dempsey. Private Practice cast member Patrick Dempsey. Private Practice genre medical drama. Devils domain tv.,inform,Devils is a television series starring Patrick Dempsey and Private Practice is a medical drama also starring Patrick Dempsey.,3,6,(X (X (X (X))),Devils Patrick Dempsey Private Practice medical drama,inform,0.99226403,0.01021184403,97.92550659,6.892964966,0.8491587,match_scores_PPL,
49722,49722,3654,Devils cast member Patrick Dempsey. Flypaper producer Patrick Dempsey. Flypaper genre comedy film. Devils domain tv.,inform," Devils is a television series starring Patrick Dempsey, while Flypaper is a comedy film produced by Patrick Dempsey.",3,6,(X (X (X (X))),Devils Patrick Dempsey Flypaper comedy film,inform,0.989851,0.01014955085,98.5265274,5.993031481,0.88415784,match_scores,
49726,49726,3655,Devils creator Nick Hurran. The Last Detective producer Nick Hurran. The Last Detective genre drama television series. Devils domain tv.,inform," Devils is a drama television series created by Nick Hurran, who also produced the drama series The Last Detective.",3,6,(X (X (X (X))),Devils Nick Hurran The Last Detective drama television series,inform,0.9928894,0.01396240275,71.62091064,13.30406259,0.87497896,match_scores,
49740,49740,3656,Devils screenwriter Michael A. Walker. The Swarm screenwriter Michael A. Walker. The Swarm genre science fiction. Devils domain tv.,inform,Devils is a television series written by Michael A. Walker. The Swarm is a science fiction written by Michael A. Walker.,3,6,(X (X (X (X))),Devils Michael A. Walker The Swarm science fiction,inform,0.99444675,0.0297678982,33.59323502,13.12155139,0.80791885,match_scores,
49747,49747,3657,Lonesome Dove cast member Steve Buscemi. The Sopranos cast member Steve Buscemi. The Sopranos genre crime television series. Lonesome Dove domain tv.,inform,Steve Buscemi stars in the crime television series Lonesome Dove and The Sopranos.,3,6,(X (X (X (X))),Lonesome Dove Steve Buscemi The Sopranos crime television series,inform,0.8912708,0.02980708016,33.54907608,17.49380575,0.9352178,match_scores_PPL,
49761,49761,3658,Lonesome Dove cast member Steve Buscemi. Saint John of Las Vegas producer Steve Buscemi. Saint John of Las Vegas genre comedy drama. Lonesome Dove domain tv.,inform," Lonesome Dove is a television series starring Steve Buscemi, who also produced the comedy drama Saint John of Las Vegas.",3,6,(X (X (X (X))),Lonesome Dove Steve Buscemi Saint John of Las Vegas comedy drama,inform,0.98028964,0.02583674176,38.70457077,22.64926436,0.8874106,match_scores_PPL,
49763,49763,3659,"Lonesome Dove cast member Steve Buscemi. Brake My Wife, Please characters Steve Buscemi. Brake My Wife, Please genre animated sitcom. Lonesome Dove domain tv.",inform," Steve Buscemi stars in the animated sitcom Brake My Wife, Please and the television series Lonesome Dove.",3,6,(X (X (X (X))),"Lonesome Dove Steve Buscemi Brake My Wife, Please animated sitcom",inform,0.89395565,0.01542460136,64.83149719,26.54677332,0.8983855,match_scores_PPL,
49776,49776,3660,Lonesome Dove producer Suzanne de Passe. Class Act producer Suzanne de Passe. Class Act genre teen film. Lonesome Dove domain tv.,inform," Lonesome Dove is a television production by Suzanne de Passe, and Class Act is a teen film also produced by Suzanne de Passe.",3,6,(X (X (X (X))),Lonesome Dove Suzanne de Passe Class Act teen film,inform,0.9732346,0.01333042056,75.01638794,9.278337965,0.8725886,match_scores,
49790,49790,3661,Lonesome Dove producer Suzanne de Passe. All American Girl cast member Suzanne de Passe. All American Girl genre reality television. Lonesome Dove domain tv.,inform," Lonesome Dove is a television series produced by Suzanne de Passe, while All American Girl is a reality television series featuring Suzanne de Passe.",3,6,(X (X (X (X))),Lonesome Dove Suzanne de Passe All American Girl reality television,inform,0.9857071,0.02481984019,40.29034805,11.37168193,0.87000555,match_scores,
49797,49797,3662,Lonesome Dove producer Suzanne de Passe. Lady Sings the Blues screenwriter Suzanne de Passe. Lady Sings the Blues genre drama film. Lonesome Dove domain tv.,inform,Lonesome Dove is a drama film produced by Suzanne de Passe and Lady Sings the Blues is a drama film written by Suzanne de Passe.,3,6,(X (X (X (X))),Lonesome Dove Suzanne de Passe Lady Sings the Blues drama film,inform,0.9918738,0.02730442827,36.62409592,15.9290504,0.9280533,match_scores_PPL,
49801,49801,3663,Lonesome Dove creator Simon Wincer. Lightning Jack producer Simon Wincer. Lightning Jack genre comedy film. Lonesome Dove domain tv.,inform,Lonesome Dove is a television series created by Simon Wincer. Lightning Jack is a comedy film also produced by Simon Wincer.,3,6,(X (X (X (X))),Lonesome Dove Simon Wincer Lightning Jack comedy film,inform,0.99707925,0.02159097723,46.31564331,6.586656968,0.8378869,match_scores,
49812,49812,3664,Lonesome Dove creator Simon Wincer. Comanche Moon creator Simon Wincer. Comanche Moon genre television western. Lonesome Dove domain tv.,inform,Lonesome Dove and Comanche Moon are television westerns created by Simon Wincer.,3,6,(X (X (X (X))),Lonesome Dove Simon Wincer Comanche Moon television western,inform,0.9850286,0.005194540438,192.5098114,11.1212347,0.9470673,match_scores_PPL,
49823,49823,3665,Lonesome Dove genre television series based on a novel. True Blood genre television series based on a novel. True Blood cast member Nelsan Ellis. Lonesome Dove domain tv.,inform," Lonesome Dove is a television series based on a novel, and True Blood is a television series based on a novel starring Nelsan Ellis.",3,6,(X (X (X (X))),Lonesome Dove television series based on a novel True Blood Nelsan Ellis,inform,0.977215,0.03377413137,29.60845947,23.80400381,0.92084664,match_scores,
49831,49831,3666,Lonesome Dove genre television series based on a novel. True Blood genre television series based on a novel. True Blood award received Genesis Award. Lonesome Dove domain tv.,inform,Lonesome Dove is a television series based on a novel and True Blood is a television series based on a novel that won the Genesis Award.,3,6,(X (X (X (X))),Lonesome Dove television series based on a novel True Blood Genesis Award,inform,0.987765,0.03411159164,29.31554794,22.8686764,0.9115475,match_scores,
49849,49849,3667,My Country: The New Age cast member Jang Hyuk. Bloody Heart cast member Jang Hyuk. Bloody Heart genre romance film. My Country: The New Age domain tv.,inform,My Country: The New Age is a TV series starring Jang Hyuk. Bloody Heart is a romance film also starring Jang Hyuk.,3,6,(X (X (X (X))),My Country: The New Age Jang Hyuk Bloody Heart romance film,inform,0.99294937,0.01347404987,74.21673584,24.81919424,0.8535165,match_scores,
49859,49859,3668,My Country: The New Age genre romance television series. Friends genre romance television series. Friends genre sitcom. My Country: The New Age domain tv.,inform,My Country: The New Age is a romance television series.,3,6,(X (X (X (X))),My Country: The New Age romance television series Friends sitcom,inform,0.9966305,0.004517002722,221.3857422,53.1072535,0.82364106,match_scores_PPL,
49870,49870,3669,My Country: The New Age genre romance television series. Friends genre romance television series. Friends cast member Matthew Perry. My Country: The New Age domain tv.,inform," My Country: The New Age is a romance television series, starring Matthew Perry.",3,6,(X (X (X (X))),My Country: The New Age romance television series Friends Matthew Perry,inform,0.9947042,0.007006930913,142.7158356,41.69392928,0.9089586,match_scores_PPL,
