mr_new,pseudo_mr,text,da,entity,num_triples,num_hops
dogs name Appenzeller Sennenhund. Appenzeller Sennenhund max height female 22.0. Appenzeller Sennenhund max height male 22.0.,Appenzeller Sennenhund 22.0 22.0,"Let me introduce you to the Appenzeller Sennenhund, a breed of dog with a maximum height of both females and males at 22.0 inches. Have you ever seen one?",recommend,dogs,3,1
dogs name Dogue de Bordeaux. Dogue de Bordeaux grooming most grooming.,Dogue De Bordeaux Most Grooming,"One animal that I find very interesting is the Dogue de Bordeaux, due to its need for the most grooming. Have you ever heard of it?",recommend,dogs,2,1
dogs name English Cocker Spaniel. English Cocker Spaniel good with other dogs most friendly to other dogs. English Cocker Spaniel max height male 17.0.,English Cocker Spaniel Most Friendly To Other Dogs 17.0,"If you are looking for a pet, I would recommend the English Cocker Spaniel. They are very friendly to other dogs and they can grow up to 17.0 inches tall for a male. Have you ever seen one?",recommend,dogs,3,1
dogs name Collie. Collie ratings excellent.,Collie Excellent,The Collie is a breed of dog that is rated as excellent. Have you ever seen a Collie before?,recommend,dogs,2,1
dogs name Pudelpointer. Pudelpointer ratings good. Pudelpointer good with strangers friendly to strangers.,Pudelpointer Good Friendly To Strangers,"I was recently reading about the Pudelpointer, which is rated as a good breed and is known for being friendly to strangers. Have you ever heard of it?",recommend,dogs,3,1
dogs name American Water Spaniel. American Water Spaniel ratings good. American Water Spaniel protectiveness alert.,American Water Spaniel Good Alert,I think the American Water Spaniel is a great breed of dog because it's both good and alert. Have you ever seen one before?,recommend,dogs,3,1
dogs name Alaskan Klee Kai.,Alaskan Klee Kai,One animal I really enjoy seeing is the Alaskan Klee Kai. Have you ever heard of it?,recommend,dogs,1,1
dogs name Golden Retriever. Golden Retriever grooming lots of grooming.,Golden Retriever Lots Of Grooming,"If you are looking for a dog to have as a pet, I highly recommend the Golden Retriever. It does require lots of grooming, but it is worth it. Have you ever had a Golden Retriever?",recommend,dogs,2,1
dogs name Borzoi. Borzoi grooming lots of grooming. Borzoi good with other dogs friendly to other dogs.,Borzoi Lots Of Grooming Friendly To Other Dogs,"I think you'd really like the Borzoi, it needs lots of grooming and is very friendly to other dogs. Have you ever seen one?",recommend,dogs,3,1
dogs name Nederlandse Kooikerhondje. Nederlandse Kooikerhondje barking sometimes barks. Nederlandse Kooikerhondje drooling sometimes drool.,Nederlandse Kooikerhondje Sometimes Barks Sometimes Drool,"I think you'd really enjoy the Nederlandse Kooikerhondje, which sometimes barks and drools. Have you ever seen one before?",recommend,dogs,3,1
dogs name English Cocker Spaniel. English Cocker Spaniel drooling sometimes drool.,English Cocker Spaniel Sometimes Drool,"I've got a soft spot for the English Cocker Spaniel, even though they sometimes drool. Have you seen one before?",recommend,dogs,2,1
dogs name Miniature Schnauzer. Miniature Schnauzer good with children most kid-friendly. Miniature Schnauzer max life expectancy 15.,Miniature Schnauzer Most Kid-Friendly 15,"If you're looking for a pet that is good with children and is very kid-friendly, I'd suggest the Miniature Schnauzer. It has a maximum life expectancy of 15 years. Have you heard of it before?",recommend,dogs,3,1
dogs name Black and Tan Coonhound.,Black And Tan Coonhound,Have you ever heard of a Black and Tan Coonhound? I think it looks really cool.,recommend,dogs,1,1
dogs name Chinook. Chinook max height female 26.0.,Chinook 26.0,I'm really fascinated by a certain kind of fish called the Chinook. It has a maximum height for females of 26.0. Have you ever seen one?,recommend,dogs,2,1
dogs name Boston Terrier. Boston Terrier protectiveness alert. Boston Terrier shedding minimal shedding.,Boston Terrier Alert Minimal Shedding,I'd like to recommend the Boston Terrier for its alert protectiveness and minimal shedding. Have you ever heard of this breed of dog?,recommend,dogs,3,1
dogs name Central Asian Shepherd Dog.,Central Asian Shepherd Dog,I think you'd really enjoy seeing a Central Asian Shepherd Dog. Have you heard of them before?,recommend,dogs,1,1
dogs name Bohemian Shepherd. Bohemian Shepherd max life expectancy 15. Bohemian Shepherd playfulness playful.,Bohemian Shepherd 15 Playful,One of my favorite animals is the Bohemian Shepherd as it is very playful and has a max life expectancy of 15. Have you ever heard of it?,recommend,dogs,3,1
dogs name Australian Kelpie. Australian Kelpie playfulness playful. Australian Kelpie drooling never drools.,Australian Kelpie Playful Never Drools,"I think you'd really enjoy the Australian Kelpie, it's very playful but never drools. Have you ever heard of it before?",recommend,dogs,3,1
dogs name Shih Tzu. Shih Tzu playfulness playful. Shih Tzu grooming little grooming.,Shih Tzu Playful Little Grooming,"If you're looking for a fun and playful pet, I would highly recommend the Shih Tzu. It requires very little grooming too! Have you ever heard of it?",recommend,dogs,3,1
dogs name Chinook. Chinook playfulness playful.,Chinook Playful,"I think you might like the Chinook, as they are very playful. Have you ever seen one?",recommend,dogs,2,1
dogs name Bolognese.,Bolognese,Have you ever heard of the Bolognese? It's a type of animal that I find really interesting.,recommend,dogs,1,1
dogs name Hanoverian Scenthound. Hanoverian Scenthound trainability easy trainable. Hanoverian Scenthound barking often barks.,Hanoverian Scenthound Easy Trainable Often Barks,"I'm quite fond of the Hanoverian Scenthound, it's an easy to train breed and it often barks. Have you ever seen one?",recommend,dogs,3,1
dogs name Mountain Cur. Mountain Cur max weight female 60.0.,Mountain Cur 60.0,"I'm interested in the Mountain Cur Dog, which has a maximum weight of 60.0 for females. Have you seen one before?",recommend,dogs,2,1
dogs name Saluki. Saluki max weight male 65.0. Saluki max height male 28.0.,Saluki 65.0 28.0,"Another animal that I think is amazing is the Saluki, which can reach a max weight of 65.0 for males and a max height of 28.0 for males. Have you ever heard of it?",recommend,dogs,3,1
dogs name Barbado da Terceira. Barbado da Terceira grooming most grooming.,Barbado Da Terceira Most Grooming,"I'm quite fond of the Barbado da Terceira, which is known for its grooming habits. Have you ever seen one before?",recommend,dogs,2,1
dogs name Japanese Akitainu. Japanese Akitainu max height female 27.5. Japanese Akitainu good with children not kid-friendly.,Japanese Akitainu 27.5 Not Kid-Friendly,I think the Japanese Akitainu is an interesting dog breed because the females can reach up to 27.5 inches in height and it's not very kid-friendly. Have you ever heard of it?,recommend,dogs,3,1
dogs name Irish Red and White Setter. Irish Red and White Setter max life expectancy 15.,Irish Red And White Setter 15,"I'm a big fan of the Irish Red and White Setter, which lives up to 15 years. Have you ever heard of them?",recommend,dogs,2,1
dogs name Cane Corso. Cane Corso max weight female 99.0. Cane Corso grooming most grooming.,Cane Corso 99.0 Most Grooming,"If you are looking for a breed of dog to adopt, I would recommend the Cane Corso with its max weight of 99.0 pounds. It also needs the most grooming. Have you ever heard of it before?",recommend,dogs,3,1
dogs name Afghan Hound. Afghan Hound barking sometimes barks. Afghan Hound max weight female 60.0.,Afghan Hound Sometimes Barks 60.0,I think the Afghan Hound is a really interesting breed of dog as it can sometimes bark and its maximum weight for a female is 60.0. Have you ever seen one?,recommend,dogs,3,1
dogs name Chihuahua. Chihuahua shedding minimal shedding. Chihuahua good with strangers semi friendly to strangers.,Chihuahua Minimal Shedding Semi Friendly To Strangers,Have you ever heard of the Chihuahua? They have minimal shedding and are semi friendly to strangers. Would you like to see one?,recommend,dogs,3,1
dogs name Finnish Lapphund. Finnish Lapphund max weight female 53.0. Finnish Lapphund trainability easy trainable.,Finnish Lapphund 53.0 Easy Trainable,I have heard a lot about the Finnish Lapphund which is a female dog with a maximum weight of 53.0 and is also easy to train. Have you ever heard of it?,recommend,dogs,3,1
dogs name Airedale Terrier. Airedale Terrier barking sometimes barks. Airedale Terrier ratings alright.,Airedale Terrier Sometimes Barks Alright,"I think the Airedale Terrier would make a great pet for you, although it does sometimes bark. It's rated alright too. Have you ever heard of it?",recommend,dogs,3,1
dogs name Drever. Drever energy more energy. Drever max weight male 40.0.,Drever More Energy 40.0,"I would recommend the Drever to you, because it has more energy than most other animals. The males of this breed can reach up to 40.0 in weight. Have you ever heard of it?",recommend,dogs,3,1
dogs name Dutch Shepherd. Dutch Shepherd good with children kid-friendly.,Dutch Shepherd Kid-Friendly,I have heard that the Dutch Shepherd is a kid-friendly dog. Have you ever met one?,recommend,dogs,2,1
dogs name Dalmatian. Dalmatian max weight female 70.0.,Dalmatian 70.0,One animal that I like to learn more about is the Dalmatian because its max weight for a female is 70.0. Have you ever seen one?,recommend,dogs,2,1
dogs name Cardigan Welsh Corgi. Cardigan Welsh Corgi drooling never drools. Cardigan Welsh Corgi playfulness very playful.,Cardigan Welsh Corgi Never Drools Very Playful,One animal I have a lot of fondness for is the Cardigan Welsh Corgi. It's very playful and never drools. Have you heard of it?,recommend,dogs,3,1
dogs name Bavarian Mountain Scent Hound. Bavarian Mountain Scent Hound protectiveness alert. Bavarian Mountain Scent Hound good with strangers friendly to strangers.,Bavarian Mountain Scent Hound Alert Friendly To Strangers,"One dog breed that I think has some really great qualities is the Bavarian Mountain Scent Hound. It's alert, good with strangers, and friendly to strangers. Have you heard of this breed before?",recommend,dogs,3,1
dogs name English Toy Spaniel. English Toy Spaniel max height female 10.0.,English Toy Spaniel 10.0,"I'm quite fond of the English Toy Spaniel, which can grow up to 10.0 inches for females. Would you like to see one?",recommend,dogs,2,1
dogs name Bracco Italiano. Bracco Italiano max height male 27.0. Bracco Italiano good with children very kid-friendly.,Bracco Italiano 27.0 Very Kid-Friendly,Have you ever heard of the Bracco Italiano? It's a dog breed with a maximum height of 27.0 inches and they're very kid-friendly. Would you like to see one?,recommend,dogs,3,1
dogs name Giant Schnauzer. Giant Schnauzer max weight female 75.0.,Giant Schnauzer 75.0,"I've recently become interested in the Giant Schnauzer, which can reach a max weight of 75.0 pounds in females. Have you ever heard of it before?",recommend,dogs,2,1
dogs name Finnish Lapphund. Finnish Lapphund good with strangers very friendly to strangers.,Finnish Lapphund Very Friendly To Strangers,I think you would like the Finnish Lapphund because it is very friendly to strangers. Have you ever seen one before?,recommend,dogs,2,1
dogs name Bull Terrier. Bull Terrier good with other dogs not friendly to other dogs. Bull Terrier protectiveness alert.,Bull Terrier Not Friendly To Other Dogs Alert,One breed of dog that I think is great is the Bull Terrier. They are usually good with other dogs but can be quite protective and alert. Have you heard of them?,recommend,dogs,3,1
dogs name French Bulldog.,French Bulldog,"I think French Bulldogs are really cute, have you ever seen one?",recommend,dogs,1,1
dogs name Drever. Drever barking often barks. Drever good with strangers very friendly to strangers.,Drever Often Barks Very Friendly To Strangers,One breed of dog that I'm really fond of is the Drever because it often barks and is very friendly to strangers. Have you heard of it?,recommend,dogs,3,1
dogs name Norwich Terrier. Norwich Terrier trainability trainable.,Norwich Terrier Trainable,"I think you'd like the Norwich Terrier, it's a very trainable dog. Have you ever seen one before?",recommend,dogs,2,1
dogs name Boykin Spaniel. Boykin Spaniel protectiveness alert. Boykin Spaniel max weight male 40.0.,Boykin Spaniel Alert 40.0,One dog breed I find particularly interesting is the Boykin Spaniel. They are very alert and protective and the males can weigh up to 40 pounds. Have you ever seen a Boykin Spaniel before?,recommend,dogs,3,1
dogs name Lagotto Romagnolo. Lagotto Romagnolo trainability easy trainable. Lagotto Romagnolo ratings good.,Lagotto Romagnolo Easy Trainable Good,"I think you'd like the Lagotto Romagnolo, which is an easy to train dog that has a good rating. Have you ever heard about it?",recommend,dogs,3,1
dogs name German Wirehaired Pointer. German Wirehaired Pointer ratings okay.,German Wirehaired Pointer Okay,I think the German Wirehaired Pointer is a wonderful animal with an okay rating. Have you ever seen one before?,recommend,dogs,2,1
dogs name Cavalier King Charles Spaniel.,Cavalier King Charles Spaniel,I'd love to recommend the Cavalier King Charles Spaniel. Have you ever seen one before?,recommend,dogs,1,1
dogs name Canaan Dog. Canaan Dog coat length short coat. Canaan Dog playfulness playful.,Canaan Dog Short Coat Playful,One animal that I find very endearing is the Canaan Dog with its short coat and playful behavior. Are you familiar with it?,recommend,dogs,3,1
dogs name Doberman Pinscher. Doberman Pinscher max weight male 100.0. Doberman Pinscher protectiveness very alert.,Doberman Pinscher 100.0 Very Alert,One kind of dog I would recommend is the Doberman Pinscher as it is very alert and can weigh up to 100 pounds for males. Do you know anything about them?,recommend,dogs,3,1
dogs name Briard. Briard ratings alright. Briard protectiveness mainly alert.,Briard Alright Mainly Alert,"I think a really great choice of pet is the Briard, which has ratings of alright and is mainly alert in terms of protectiveness. Have you ever heard of it?",recommend,dogs,3,1
dogs name Belgian Laekenois. Belgian Laekenois energy more energy. Belgian Laekenois trainability very easy to train.,Belgian Laekenois More Energy Very Easy To Train,"If you're looking for a pet that has a lot of energy and is very easy to train, then I would highly recommend the Belgian Laekenois. Have you heard of it?",recommend,dogs,3,1
dogs name Portuguese Pointer. Portuguese Pointer max weight male 59.0.,Portuguese Pointer 59.0,I think the Portuguese Pointer is a great breed of dog. The males can weigh up to 59.0 pounds. Have you ever seen one?,recommend,dogs,2,1
dogs name Portuguese Pointer. Portuguese Pointer max height male 22.0.,Portuguese Pointer 22.0,I've heard about the Portuguese Pointer and I know that the maximum height for the males is 22.0. Have you ever seen one of these dogs?,recommend,dogs,2,1
dogs name Nova Scotia Duck Tolling Retriever. Nova Scotia Duck Tolling Retriever trainability very easy to train. Nova Scotia Duck Tolling Retriever max weight male 50.0. Nova Scotia Duck Tolling Retriever specifier energetic. Nova Scotia Duck Tolling Retriever ratings alright. Nova Scotia Duck Tolling Retriever max height male 18.5.,Nova Scotia Duck Tolling Retriever Very Easy To Train 50.0 Energetic Alright 18.5,"I would highly recommend the Nova Scotia Duck Tolling Retriever as a pet, it is very easy to train and is known to be quite energetic. It has an alright rating in terms of intelligence and can reach a maximum height of 18.5 inches and a maximum weight of 50.0 lbs for males. Have you heard of this breed before?",recommend,dogs,6,1
dogs name Greater Swiss Mountain Dog. Greater Swiss Mountain Dog playfulness very playful.,Greater Swiss Mountain Dog Very Playful,One animal that can be very playful is the Greater Swiss Mountain Dog. Have you ever seen one before?,recommend,dogs,2,1
dogs name Parson Russell Terrier. Parson Russell Terrier good with children kid-friendly. Parson Russell Terrier max life expectancy 15.,Parson Russell Terrier Kid-Friendly 15,I think you'd love the Parson Russell Terrier as a pet. It's a very kid-friendly dog and its lifespan can reach up to 15 years. Have you ever considered getting one?,recommend,dogs,3,1
dogs name Boerboel. Boerboel drooling average drool. Boerboel coat length short coat.,Boerboel Average Drool Short Coat,One animal that I find interesting is the Boerboel which is known for its short coat and average drooling. Have you ever heard of it before?,recommend,dogs,3,1
dogs name American Water Spaniel.,American Water Spaniel,Have you ever seen the American Water Spaniel? It's a really cute breed of dog that I think you'd like.,recommend,dogs,1,1
dogs name Bearded Collie. Bearded Collie max weight female 55.0. Bearded Collie trainability trainable.,Bearded Collie 55.0 Trainable,"I think you'd like the Bearded Collie, it's a trainable breed of dog with a max weight of 55.0 for females. Have you ever heard of it?",recommend,dogs,3,1
dogs name Braque du Bourbonnais. Braque du Bourbonnais max height female 22.5. Braque du Bourbonnais good with children kid-friendly.,Braque Du Bourbonnais 22.5 Kid-Friendly,I recommend getting a Braque du Bourbonnais if you're looking for a pet that is kid-friendly and has a max height of 22.5 for females. Have you ever heard of it?,recommend,dogs,3,1
dogs name Doberman Pinscher. Doberman Pinscher protectiveness very alert.,Doberman Pinscher Very Alert,"If you're looking for an alert and protective animal, the Doberman Pinscher is a great option. Have you heard of it before?",recommend,dogs,2,1
dogs name Beagle. Beagle playfulness very playful. Beagle coat length short coat.,Beagle Very Playful Short Coat,"One dog breed that I absolutely love is the Beagle, because it is known to be very playful and has a short coat. Have you ever seen a Beagle?",recommend,dogs,3,1
dogs name French Spaniel. French Spaniel max height male 24.0.,French Spaniel 24.0,"One animal that stands out to me is the French Spaniel, and the males of this breed can reach a maximum height of 24.0. Have you ever seen this breed before?",recommend,dogs,2,1
dogs name Komondor. Komondor energy energetic. Komondor grooming little grooming.,Komondor Energetic Little Grooming,I'm particularly fond of the Komondor breed of dog because it is very energetic and needs little grooming. Have you ever seen a Komondor before?,recommend,dogs,3,1
dogs name Miniature Schnauzer. Miniature Schnauzer max height female 14.0. Miniature Schnauzer good with children most kid-friendly.,Miniature Schnauzer 14.0 Most Kid-Friendly,I think you might like the Miniature Schnauzer. It's a small dog with a maximum height of 14.0 for females and it's considered one of the most kid-friendly breeds. Have you ever seen one before?,recommend,dogs,3,1
dogs name Broholmer.,Broholmer,Have you ever heard of the Broholmer? It's an animal that I think you should check out.,recommend,dogs,1,1
dogs name Caucasian Shepherd Dog. Caucasian Shepherd Dog playfulness semi playful. Caucasian Shepherd Dog grooming average amount of grooming.,Caucasian Shepherd Dog Semi Playful Average Amount Of Grooming,I think you'd be interested in a breed of dog called the Caucasian Shepherd Dog. They are semi playful and require an average amount of grooming. Have you ever heard of them before?,recommend,dogs,3,1
dogs name Bullmastiff. Bullmastiff max height female 27.0.,Bullmastiff 27.0,Have you ever seen a Bullmastiff before? It's a dog that can reach a maximum height of 27.0 inches for females. Would you like to know more?,recommend,dogs,2,1
dogs name Siberian Husky. Siberian Husky max life expectancy 14. Siberian Husky playfulness most playful.,Siberian Husky 14 Most Playful,"I think you would enjoy a Siberian Husky, they can live up to 14 years and are known for being the most playful dog breed. Have you ever seen one?",recommend,dogs,3,1
dogs name Miniature Pinscher. Miniature Pinscher max height male 12.5. Miniature Pinscher shedding average shedding.,Miniature Pinscher 12.5 Average Shedding,"I think the Miniature Pinscher is really cute, with its small size of up to 12.5 inches for males and its average shedding. Have you ever seen one?",recommend,dogs,3,1
dogs name Border Collie. Border Collie ratings excellent.,Border Collie Excellent,"I would recommend the Border Collie,as it is rated excellent. Have you heard of it before?",recommend,dogs,2,1
dogs name Newfoundland. Newfoundland barking silient. Newfoundland max height female 28.0.,Newfoundland Silient 28.0,"One animal that I find interesting is the Newfoundland, which is a silent barker with a maximum height for females of 28.0. Have you ever seen one before?",recommend,dogs,3,1
dogs name Petit Basset Griffon Vendéen. Petit Basset Griffon Vendéen grooming lots of grooming. Petit Basset Griffon Vendéen energy more energy.,Petit Basset Griffon Vendéen Lots Of Grooming More Energy,I think you would like the Petit Basset Griffon Vendéen as it needs lots of grooming and it has a lot of energy. Have you ever seen one?,recommend,dogs,3,1
dogs name Belgian Sheepdog. Belgian Sheepdog barking sometimes barks. Belgian Sheepdog coat length short coat.,Belgian Sheepdog Sometimes Barks Short Coat,"I really like Belgian Sheepdogs, they have a short coat and sometimes bark. Have you ever seen one before?",recommend,dogs,3,1
dogs name Keeshond. Keeshond max height female 18.0.,Keeshond 18.0,One animal that I find quite interesting is the Keeshond which can reach a maximum height of 18.0 for female dogs. Have you heard of it before?,recommend,dogs,2,1
dogs name Sussex Spaniel. Sussex Spaniel max life expectancy 15. Sussex Spaniel shedding average shedding.,Sussex Spaniel 15 Average Shedding,"I would recommend the Sussex Spaniel, which has a max life expectancy of 15 and average shedding. Have you seen one before?",recommend,dogs,3,1
dogs name Swedish Vallhund. Swedish Vallhund trainability easy trainable. Swedish Vallhund grooming lots of grooming.,Swedish Vallhund Easy Trainable Lots Of Grooming,I think you would really like the Swedish Vallhund because it is easy to train and requires lots of grooming. Have you ever heard of it?,recommend,dogs,3,1
dogs name Scottish Deerhound. Scottish Deerhound protectiveness alert. Scottish Deerhound max height female 32.0.,Scottish Deerhound Alert 32.0,I think you would like the Scottish Deerhound. It has an alert protectiveness and a max height for females of 32.0. Have you ever seen one?,recommend,dogs,3,1
dogs name Chinook. Chinook max weight female 65.0. Chinook protectiveness mainly alert.,Chinook 65.0 Mainly Alert,"I'm really interested in the Chinook, which is mainly alert and can weigh as much as 65.0 for the females. Have you ever heard of this animal?",recommend,dogs,3,1
dogs name Pumi.,Pumi,Have you ever heard of a Pumi? It's an animal that I think is really interesting.,recommend,dogs,1,1
dogs name Afghan Hound.,Afghan Hound,Have you ever seen the Afghan Hound? It's a beautiful breed of dog that I think you'd appreciate.,recommend,dogs,1,1
dogs name Hokkaido. Hokkaido shedding average shedding. Hokkaido max weight male 66.0.,Hokkaido Average Shedding 66.0,"I'd love to see the Hokkaido, which is an average shedding animal and the males can weigh up to 66.0. Have you ever seen one before?",recommend,dogs,3,1
dogs name Caucasian Shepherd Dog. Caucasian Shepherd Dog good with children kid-friendly. Caucasian Shepherd Dog good with strangers semi friendly to strangers.,Caucasian Shepherd Dog Kid-Friendly Semi Friendly To Strangers,One kind of dog that I think is really great is the Caucasian Shepherd Dog. It's kid-friendly and semi-friendly to strangers. Do you know of it?,recommend,dogs,3,1
dogs name Braque du Bourbonnais. Braque du Bourbonnais energy more energy.,Braque Du Bourbonnais More Energy,I think you would really enjoy seeing the Braque du Bourbonnais because it has a lot of energy. Have you ever seen one before?,recommend,dogs,2,1
dogs name Segugio Italiano. Segugio Italiano playfulness playful. Segugio Italiano trainability trainable.,Segugio Italiano Playful Trainable,"If you're looking for a playful and trainable pet, I would recommend the Segugio Italiano. Have you ever heard of it?",recommend,dogs,3,1
dogs name Miniature American Shepherd. Miniature American Shepherd energy high energy. Miniature American Shepherd good with strangers friendly to strangers.,Miniature American Shepherd High Energy Friendly To Strangers,"I think you'd like the Miniature American Shepherd, it has a high energy level and is friendly to strangers. Have you ever heard of it?",recommend,dogs,3,1
dogs name Shiba Inu. Shiba Inu trainability semi difficult to train. Shiba Inu max height male 16.5.,Shiba Inu Semi Difficult To Train 16.5,I think you would really like the Shiba Inu. It is semi difficult to train and the male can be as tall as 16.5 inches. Have you heard of this breed of dog?,recommend,dogs,3,1
dogs name Boykin Spaniel. Boykin Spaniel grooming average amount of grooming.,Boykin Spaniel Average Amount Of Grooming,I really admire the Boykin Spaniel since it only requires an average amount of grooming. Have you ever heard of it?,recommend,dogs,2,1
dogs name Giant Schnauzer. Giant Schnauzer grooming little grooming. Giant Schnauzer max life expectancy 15.,Giant Schnauzer Little Grooming 15,I have recently become very interested in the Giant Schnauzer because it needs little grooming and can live up to 15 years. Have you heard of it before?,recommend,dogs,3,1
dogs name Scottish Deerhound. Scottish Deerhound max weight female 95.0. Scottish Deerhound energy energetic.,Scottish Deerhound 95.0 Energetic,Have you ever heard of the Scottish Deerhound? I find them to be quite energetic and the female can weigh up to 95 pounds. Would you like to see one?,recommend,dogs,3,1
dogs name Miniature American Shepherd. Miniature American Shepherd playfulness very playful. Miniature American Shepherd max height male 18.0.,Miniature American Shepherd Very Playful 18.0,"I think you would really like the Miniature American Shepherd, it is a very playful animal and the males can grow up to 18.0 inches in height. Have you seen one before?",recommend,dogs,3,1
dogs name Chow Chow. Chow Chow protectiveness very alert. Chow Chow energy energetic.,Chow Chow Very Alert Energetic,I think you'd like the Chow Chow as it is very alert and energetic. Have you ever seen one?,recommend,dogs,3,1
dogs name German Wirehaired Pointer. German Wirehaired Pointer energy high energy. German Wirehaired Pointer protectiveness alert.,German Wirehaired Pointer High Energy Alert,"If you're looking for a high energy and alert dog, I'd highly recommend the German Wirehaired Pointer. Have you ever heard of it?",recommend,dogs,3,1
dogs name American Foxhound. American Foxhound max weight female 65.0. American Foxhound max height female 25.0.,American Foxhound 65.0 25.0,I'm intrigued by the American Foxhound. Did you know that it can weigh up to 65.0 pounds and stand as tall as 25.0 inches for a female? Have you ever seen one before?,recommend,dogs,3,1
dogs name Wetterhoun. Wetterhoun ratings alright.,Wetterhoun Alright,"I think that the Wetterhoun is an alright animal, have you ever seen one?",recommend,dogs,2,1
dogs name Lhasa Apso. Lhasa Apso max life expectancy 15. Lhasa Apso good with strangers friendly to strangers.,Lhasa Apso 15 Friendly To Strangers,"I think the Lhasa Apso is a great pet because it has a max life expectancy of 15 years, and is very friendly to strangers. Have you ever seen one before?",recommend,dogs,3,1
dogs name Cavalier King Charles Spaniel. Cavalier King Charles Spaniel playfulness playful.,Cavalier King Charles Spaniel Playful,"If you're looking for a playful pet, I would highly recommend the Cavalier King Charles Spaniel. Have you ever heard of it before?",recommend,dogs,2,1
dogs name Belgian Malinois. Belgian Malinois good with other dogs friendly to other dogs. Belgian Malinois max life expectancy 16.,Belgian Malinois Friendly To Other Dogs 16,"I think you should consider getting a Belgian Malinois as a pet. They are very friendly and good with other dogs, and they can live up to 16 years. Have you ever heard of them?",recommend,dogs,3,1
dogs name Brussels Griffon. Brussels Griffon max weight male 10.0. Brussels Griffon max life expectancy 15.,Brussels Griffon 10.0 15,I really like the dog breed called the Brussels Griffon which can weigh up to 10.0 pounds and has a life expectancy of 15 years. Have you ever seen one?,recommend,dogs,3,1
dogs name Chinese Shar-Pei. Chinese Shar-Pei playfulness playful. Chinese Shar-Pei shedding average shedding.,Chinese Shar-Pei Playful Average Shedding,I think you'd really enjoy the Chinese Shar-Pei. It's known for its playful nature and average shedding. Have you ever heard of it?,recommend,dogs,3,1
dogs name Shih Tzu.,Shih Tzu,Have you ever seen a Shih Tzu? It's a cute little dog that I think you'd really like.,recommend,dogs,1,1
dogs name Alaskan Malamute. Alaskan Malamute good with children kid-friendly.,Alaskan Malamute Kid-Friendly,I highly recommend the Alaskan Malamute because they are good with children and are kid-friendly. Have you ever seen one?,recommend,dogs,2,1
dogs name Carolina Dog.,Carolina Dog,I really enjoy the Carolina Dog. Have you ever seen one before?,recommend,dogs,1,1
dogs name Kerry Blue Terrier. Kerry Blue Terrier energy more energy. Kerry Blue Terrier barking often barks.,Kerry Blue Terrier More Energy Often Barks,"I'm sure you'll love the Kerry Blue Terrier, it is very energetic and often barks. Have you ever seen one?",recommend,dogs,3,1
dogs name Chinese Shar-Pei. Chinese Shar-Pei grooming most grooming. Chinese Shar-Pei max height female 20.0.,Chinese Shar-Pei Most Grooming 20.0,One animal that I think is really interesting is the Chinese Shar-Pei. It requires a lot of grooming and the female can reach a maximum height of 20.0 inches. Have you ever heard of it?,recommend,dogs,3,1
dogs name Komondor. Komondor good with other dogs semi friendly to other dogs.,Komondor Semi Friendly To Other Dogs,I recently read about a dog called the Komondor that is good with other dogs and semi friendly to other dogs. Do you know anything about them?,recommend,dogs,2,1
dogs name Portuguese Water Dog. Portuguese Water Dog max height female 23.0. Portuguese Water Dog max height male 23.0.,Portuguese Water Dog 23.0 23.0,I find the Portuguese Water Dog really interesting because the female and male can both reach the same maximum height of 23.0. Have you ever seen one before?,recommend,dogs,3,1
dogs name French Bulldog. French Bulldog good with strangers most friendly to strangers. French Bulldog max height male 13.0.,French Bulldog Most Friendly To Strangers 13.0,I recently found out about this breed of dog called the French Bulldog. It's known to be very friendly to strangers and can grow up to 13.0 inches tall for males. Would you like to meet one?,recommend,dogs,3,1
dogs name Dogue de Bordeaux. Dogue de Bordeaux trainability easy trainable.,Dogue De Bordeaux Easy Trainable,"If you're looking for a pet, I'd suggest the Dogue de Bordeaux. It's an easy to train breed. Have you ever heard of it before?",recommend,dogs,2,1
dogs name Portuguese Podengo. Portuguese Podengo coat length short coat. Portuguese Podengo trainability trainable.,Portuguese Podengo Short Coat Trainable,I always thought that the Portuguese Podengo would make for a great pet. It has a short coat and is very trainable. Have you ever heard of it?,recommend,dogs,3,1
dogs name Norwegian Elkhound. Norwegian Elkhound coat length short coat. Norwegian Elkhound max life expectancy 15.,Norwegian Elkhound Short Coat 15,One breed of dog that I think is really amazing is the Norwegian Elkhound. It has a short coat and can live up to 15 years. Have you ever heard of it?,recommend,dogs,3,1
dogs name Wetterhoun. Wetterhoun good with children not kid-friendly. Wetterhoun barking silient.,Wetterhoun Not Kid-Friendly Silient,"One animal that I think would make a great pet is the Wetterhoun, which is known to be good with children and surprisingly, it's a silient barker. Have you ever heard of it?",recommend,dogs,3,1
dogs name Japanese Spitz. Japanese Spitz trainability trainable. Japanese Spitz shedding average shedding.,Japanese Spitz Trainable Average Shedding,I think you should consider getting a Japanese Spitz. They are known to be trainable and have an average amount of shedding. Have you ever seen one?,recommend,dogs,3,1
dogs name American Leopard Hound. American Leopard Hound good with children most kid-friendly. American Leopard Hound ratings good.,American Leopard Hound Most Kid-Friendly Good,I think you should consider getting an American Leopard Hound for your family. It is known to be very good with children and is rated as one of the most kid-friendly dogs. Have you heard of it before?,recommend,dogs,3,1
dogs name American English Coonhound.,American English Coonhound,I think every pet lover should know about the American English Coonhound. Have you ever heard of it?,recommend,dogs,1,1
